Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																															
Дата голосования: 18.09.2016																																															
																																															
Наименование Избирательной комиссии:    Бежецкая																																															
																																															
Сводная таблица итогов голосования по федеральному избирательному округу																																															
																																															
		Сумма	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №1191									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	28523	812	992	1806	785	1899	1212	543	1679	1171	1696	1909	1960	1670	1769	437	350	328	521	504	316	507	515	370	344	310	431	340	346	490	105	645	433	618	254	401	55									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	27902	800	1000	1800	750	1900	1200	500	1700	1150	1700	1900	1950	1650	1750	400	350	300	500	500	300	500	500	350	300	250	400	300	300	450	100	650	450	600	250	350	52									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	9602	303	315	590	249	785	428	179	690	365	668	659	532	708	726	133	100	68	143	174	110	103	166	106	123	82	92	104	87	148	44	226	95	118	50	109	24									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1387	3	4	30	16	13	7	7	15	5	8	9	32	13	6	51	57	46	95	41	11	186	69	51	24	41	88	77	50	55	10	4	54	98	44	39	28									
6	Число погашенных избирательных бюллетеней	16913	494	681	1180	485	1102	765	314	995	780	1024	1232	1386	929	1018	216	193	186	262	285	179	211	265	193	153	127	220	119	163	247	46	420	301	384	156	202	0									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1387	3	4	30	16	13	7	7	15	5	8	9	32	13	6	51	57	46	95	41	11	186	69	51	24	41	88	77	50	55	10	4	54	98	44	39	28									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	9601	303	315	590	249	785	428	178	690	365	668	659	532	708	726	133	100	68	143	174	110	103	166	106	123	82	92	104	87	148	44	226	95	118	50	109	24									
9	Число недействительных избирательных бюллетеней	252	4	18	9	7	18	6	4	15	12	7	18	15	15	30	5	7	4	5	3	5	3	1	1	0	3	2	2	4	5	0	10	4	3	2	0	5									
10	Число действительных избирательных бюллетеней	10736	302	301	611	258	780	429	181	690	358	669	650	549	706	702	179	150	110	233	212	116	286	234	156	147	120	178	179	133	198	54	220	145	213	92	148	47									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	450	15	15	15	15	20	15	15	15	15	20	18	25	40	40	10	7	7	10	10	7	10	10	7	7	7	7	7	7	10	3	10	7	10	7	7	0									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	274	12	13	15	10	16	14	8	14	15	15	15	22	19	22	2	2	1	3	3	1	6	3	2	3	0	0	7	1	7	1	6	6	6	2	2	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	260	8	13	4	11	4	4	11	8	3	12	8	18	5	10	5	3	0	5	2	5	8	6	3	4	18	11	7	3	2	2	4	2	5	3	40	3									
14	Число погашенных неиспользованных открепительных удостоверений	176	3	2	0	5	4	1	7	1	0	5	3	3	21	18	8	5	6	7	7	6	4	7	5	4	7	7	0	6	3	2	4	1	4	5	5	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	60	1	2	4	2	6	1	2	5	4	0	5	4	3	2	0	2	1	0	1	0	2	1	1	1	1	0	0	1	3	0	2	1	1	1	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																															
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	219	9	3	9	2	18	15	1	23	9	2	12	20	17	17	3	1	0	5	3	1	6	4	0	5	2	2	6	0	7	1	1	2	9	3	1	0									
		1.99%	2.94%	0.94%	1.45%	0.75%	2.26%	3.45%	0.54%	3.26%	2.43%	0.30%	1.80%	3.55%	2.36%	2.32%	1.63%	0.64%	0.00%	2.10%	1.40%	0.83%	2.08%	1.70%	0.00%	3.40%	1.63%	1.11%	3.31%	0.00%	3.45%	1.85%	0.43%	1.34%	4.17%	3.19%	0.68%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	275	6	10	13	5	17	15	2	15	4	15	34	16	21	22	4	5	3	7	9	3	5	11	1	0	0	4	2	2	3	0	7	1	7	3	3	0									
		2.50%	1.96%	3.13%	2.10%	1.89%	2.13%	3.45%	1.08%	2.13%	1.08%	2.22%	5.09%	2.84%	2.91%	3.01%	2.17%	3.18%	2.63%	2.94%	4.19%	2.48%	1.73%	4.68%	0.64%	0.00%	0.00%	2.22%	1.10%	1.46%	1.48%	0.00%	3.04%	0.67%	3.24%	3.19%	2.03%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	253	6	5	16	5	19	11	2	19	11	24	15	17	14	21	3	2	3	0	5	2	6	2	6	2	0	1	4	4	5	1	3	2	10	3	4	0									
		2.30%	1.96%	1.57%	2.58%	1.89%	2.38%	2.53%	1.08%	2.70%	2.97%	3.55%	2.25%	3.01%	1.94%	2.87%	1.63%	1.27%	2.63%	0.00%	2.33%	1.65%	2.08%	0.85%	3.82%	1.36%	0.00%	0.56%	2.21%	2.92%	2.46%	1.85%	1.30%	1.34%	4.63%	3.19%	2.70%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4168	84	104	189	95	249	132	59	209	119	233	208	186	199	202	82	76	64	91	115	55	190	118	98	73	81	105	115	73	123	38	85	52	108	53	80	25									
		37.93%	27.45%	32.60%	30.48%	35.85%	31.20%	30.34%	31.89%	29.65%	32.16%	34.47%	31.14%	32.98%	27.60%	27.60%	44.57%	48.41%	56.14%	38.24%	53.49%	45.45%	65.74%	50.21%	62.42%	49.66%	65.85%	58.33%	63.54%	53.28%	60.59%	70.37%	36.96%	34.90%	50.00%	56.38%	54.05%	48.08%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	70	0	3	4	3	3	0	0	6	4	7	9	7	5	1	1	1	1	0	0	1	1	0	1	3	0	0	0	0	2	0	2	2	0	1	2	0									
		0.64%	0.00%	0.94%	0.65%	1.13%	0.38%	0.00%	0.00%	0.85%	1.08%	1.04%	1.35%	1.24%	0.69%	0.14%	0.54%	0.64%	0.88%	0.00%	0.00%	0.83%	0.35%	0.00%	0.64%	2.04%	0.00%	0.00%	0.00%	0.00%	0.99%	0.00%	0.87%	1.34%	0.00%	1.06%	1.35%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	15	1	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0	1	3	0	2	0									
		0.14%	0.33%	0.00%	0.32%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.69%	0.00%	0.64%	0.00%	0.00%	0.00%	0.00%	0.00%	0.49%	0.00%	0.00%	0.67%	1.39%	0.00%	1.35%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1674	48	40	97	37	116	76	45	97	63	109	95	106	107	106	25	29	16	44	32	22	24	44	18	25	10	19	30	17	29	3	56	35	24	6	18	6									
		15.23%	15.69%	12.54%	15.65%	13.96%	14.54%	17.47%	24.32%	13.76%	17.03%	16.12%	14.22%	18.79%	14.84%	14.48%	13.59%	18.47%	14.04%	18.49%	14.88%	18.18%	8.30%	18.72%	11.46%	17.01%	8.13%	10.56%	16.57%	12.41%	14.29%	5.56%	24.35%	23.49%	11.11%	6.38%	12.16%	11.54%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	38	0	0	2	2	6	0	0	2	1	2	3	1	5	6	0	0	0	1	1	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	2	0									
		0.35%	0.00%	0.00%	0.32%	0.75%	0.75%	0.00%	0.00%	0.28%	0.27%	0.30%	0.45%	0.18%	0.69%	0.82%	0.00%	0.00%	0.00%	0.42%	0.47%	0.00%	0.00%	0.00%	0.00%	1.36%	0.00%	0.56%	0.00%	0.73%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.35%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	80	4	5	5	5	6	1	2	5	6	7	7	5	2	8	1	2	0	0	2	0	2	0	2	0	0	1	0	0	0	0	0	0	0	1	1	0									
		0.73%	1.31%	1.57%	0.81%	1.89%	0.75%	0.23%	1.08%	0.71%	1.62%	1.04%	1.05%	0.89%	0.28%	1.09%	0.54%	1.27%	0.00%	0.00%	0.93%	0.00%	0.69%	0.00%	1.27%	0.00%	0.00%	0.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.06%	0.68%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	13	0	1	2	1	2	0	0	0	0	1	0	0	2	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.12%	0.00%	0.31%	0.32%	0.38%	0.25%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.28%	0.00%	0.54%	0.64%	0.88%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	245	9	8	19	11	26	12	8	15	9	20	10	14	20	22	4	0	2	2	3	2	2	1	1	1	0	3	3	0	1	1	7	5	2	0	1	1									
		2.23%	2.94%	2.51%	3.06%	4.15%	3.26%	2.76%	4.32%	2.13%	2.43%	2.96%	1.50%	2.48%	2.77%	3.01%	2.17%	0.00%	1.75%	0.84%	1.40%	1.65%	0.69%	0.43%	0.64%	0.68%	0.00%	1.67%	1.66%	0.00%	0.49%	1.85%	3.04%	3.36%	0.93%	0.00%	0.68%	1.92%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2030	71	56	137	50	203	103	34	156	69	160	136	85	181	153	32	20	12	36	19	16	26	28	17	21	21	24	13	23	16	10	27	23	15	13	16	8									
		18.47%	23.20%	17.55%	22.10%	18.87%	25.44%	23.68%	18.38%	22.13%	18.65%	23.67%	20.36%	15.07%	25.10%	20.90%	17.39%	12.74%	10.53%	15.13%	8.84%	13.22%	8.99%	11.91%	10.83%	14.29%	17.07%	13.33%	7.18%	16.79%	7.88%	18.52%	11.74%	15.44%	6.94%	13.83%	10.81%	15.38%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	49	1	0	2	2	3	3	0	2	1	1	8	2	2	7	0	0	0	3	0	0	2	0	0	1	1	1	0	0	0	0	2	0	2	0	3	0									
