Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																															
Дата голосования: 07.12.2003 0:00:00																																															
																																															
Наименование Избирательной комиссии:    Мокроусовская																																															
																																															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																															
																																															
		Сумма	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721					
1	"Число избирателей, внесенных в списки"	11077	720	689	916	665	597	187	137	139	74	247	112	198	334	348	354	47	369	124	597	88	340	175	323	222	312	105	165	88	455	93	77	380	27	223	45	370	32	346	310	47					
2	"Число бюллетеней, полученных участковыми комиссиями"	10962	685	664	885	646	585	182	134	138	75	253	110	199	344	345	357	52	364	123	593	91	338	178	322	221	316	106	170	91	449	97	76	378	29	221	49	359	38	345	305	49					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	7094	406	398	492	358	345	118	113	104	44	181	85	139	284	237	204	39	213	77	406	46	233	112	228	134	212	91	119	73	247	78	55	230	18	153	30	222	26	271	226	47					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	670	12	25	25	20	25	9	7	13	13	15	8	25	17	33	32	4	33	15	36	9	18	17	10	27	21	0	20	6	46	3	8	23	3	21	0	37	1	15	18	0					
6	Число погашенных бюллетеней	3198	267	241	368	268	215	55	14	21	18	57	17	35	43	75	121	9	118	31	151	36	87	49	84	60	83	15	31	12	156	16	13	125	8	47	19	100	11	59	61	2					
7	Число бюллетеней в переносных ящиках для голосования	670	12	25	25	20	25	9	7	13	13	15	8	25	17	33	32	4	33	15	36	9	18	17	10	27	21	0	20	6	46	3	8	23	3	21	0	37	1	15	18	0					
8	Число бюллетеней в стационарных ящиках для голосования	7094	406	398	492	358	345	118	113	104	44	181	85	139	284	237	204	39	213	77	406	46	233	112	228	134	212	91	119	73	247	78	55	230	18	153	30	222	26	271	226	47					
9	Число недействительных бюллетеней	113	10	7	5	5	2	3	5	8	2	0	3	0	3	4	8	0	1	1	1	1	1	1	1	4	1	2	3	0	5	2	0	4	0	3	0	12	0	3	2	0					
10	Число действительных бюллетеней	7651	408	416	512	373	368	124	115	109	55	196	90	164	298	266	228	43	245	91	441	54	250	128	237	157	232	89	136	79	288	79	63	249	21	171	30	247	27	283	242	47					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	211	10	13	14	14	13	4	3	3	1	5	2	4	7	5	5	1	7	2	11	1	7	3	6	5	6	2	3	2	9	2	2	8	1	4	1	7	4	7	6	1					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	95	4	12	5	7	1	0	0	3	0	4	0	0	7	1	0	1	7	0	0	0	4	3	0	0	6	1	3	1	5	0	0	0	1	0	0	2	4	7	6	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	32	5	0	2	0	0	0	1	0	1	0	2	1	0	1	0	0	1	1	0	0	4	1	1	1	1	0	2	0	0	0	1	0	0	0	0	3	0	0	3	0					
14	Число погашенных открепительных удостоверений	116	6	1	9	7	12	4	3	0	1	1	2	4	0	4	5	0	0	2	11	1	3	0	6	5	0	1	0	1	4	2	2	8	0	4	1	5	0	0	0	1					
15	Число открепительных удостоверений выданных ТИК	5	0	0	1	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																															
18	"1. ""ЕДИНЕНИЕ"""	113	2	6	7	7	3	4	3	1	0	7	0	1	6	9	0	0	5	3	6	0	1	0	2	3	9	4	0	0	2	0	1	3	0	2	3	4	0	5	4	0					
		1.45%	0.47%	1.41%	1.35%	1.85%	0.81%	3.14%	2.5%	0.85%	0.0%	3.57%	0.0%	0.60%	1.99%	3.33%	0.0%	0.0%	2.03%	3.26%	1.35%	0.0%	0.39%	0.0%	0.84%	1.86%	3.86%	4.39%	0.0%	0.0%	0.68%	0.0%	1.58%	1.18%	0.0%	1.14%	10.0%	1.54%	0.0%	1.74%	1.63%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	40	2	1	4	2	1	2	0	0	0	0	0	0	4	1	1	0	2	1	4	0	3	0	1	2	0	0	5	0	1	0	0	1	0	0	0	0	0	1	1	0					
		0.51%	0.47%	0.23%	0.77%	0.52%	0.27%	1.57%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.32%	0.37%	0.42%	0.0%	0.81%	1.08%	0.90%	0.0%	1.19%	0.0%	0.42%	1.24%	0.0%	0.0%	3.59%	0.0%	0.34%	0.0%	0.0%	0.39%	0.0%	0.0%	0.0%	0.0%	0.0%	0.34%	0.40%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	176	12	6	6	7	5	0	1	4	4	1	2	2	18	7	8	3	5	2	13	3	5	4	0	7	2	2	2	2	7	0	1	7	2	2	0	9	1	9	5	0					
		2.26%	2.87%	1.41%	1.16%	1.85%	1.35%	0.0%	0.83%	3.41%	7.01%	0.51%	2.15%	1.21%	5.98%	2.59%	3.38%	6.97%	2.03%	2.17%	2.94%	5.45%	1.99%	3.10%	0.0%	4.34%	0.85%	2.19%	1.43%	2.53%	2.38%	0.0%	1.58%	2.76%	9.52%	1.14%	0.0%	3.47%	3.70%	3.14%	2.04%	0.0%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	61	4	5	5	4	3	0	1	2	0	0	6	0	3	1	2	1	1	1	2	0	2	0	1	2	1	1	0	1	2	0	0	3	0	0	1	1	1	3	1	0					
		0.78%	0.95%	1.18%	0.96%	1.05%	0.81%	0.0%	0.83%	1.70%	0.0%	0.0%	6.45%	0.0%	0.99%	0.37%	0.84%	2.32%	0.40%	1.08%	0.45%	0.0%	0.79%	0.0%	0.42%	1.24%	0.42%	1.09%	0.0%	1.26%	0.68%	0.0%	0.0%	1.18%	0.0%	0.0%	3.33%	0.38%	3.70%	1.04%	0.40%	0.0%					
22	"5. ""За Русь Святую"""	17	2	3	0	0	1	0	0	0	0	2	0	0	0	1	1	0	0	0	1	1	0	0	2	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0					
		0.21%	0.47%	0.70%	0.0%	0.0%	0.27%	0.0%	0.0%	0.0%	0.0%	1.02%	0.0%	0.0%	0.0%	0.37%	0.42%	0.0%	0.0%	0.0%	0.22%	1.81%	0.0%	0.0%	0.84%	0.0%	0.0%	0.0%	0.0%	1.26%	0.68%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	17	0	1	1	1	1	0	0	0	0	1	2	0	1	0	0	0	0	1	0	0	0	0	3	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	1	0					
		0.21%	0.0%	0.23%	0.19%	0.26%	0.27%	0.0%	0.0%	0.0%	0.0%	0.51%	2.15%	0.0%	0.33%	0.0%	0.0%	0.0%	0.0%	1.08%	0.0%	0.0%	0.0%	0.0%	1.26%	0.0%	0.0%	0.0%	0.71%	1.26%	0.0%	0.0%	0.0%	0.0%	0.0%	0.57%	0.0%	0.0%	3.70%	0.0%	0.40%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	24	2	3	1	1	4	1	0	0	0	0	0	0	0	1	0	0	2	0	1	1	1	0	0	0	2	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0					
		0.30%	0.47%	0.70%	0.19%	0.26%	1.08%	0.78%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.37%	0.0%	0.0%	0.81%	0.0%	0.22%	1.81%	0.39%	0.0%	0.0%	0.0%	0.85%	1.09%	0.71%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.57%	0.0%	0.0%	0.0%	0.0%	0.40%	0.0%					
25	"8. ""Народно-республиканская партия России"""	13	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	1	0	0	0	4	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0					
		0.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.99%	0.0%	0.0%	0.0%	1.21%	0.0%	0.22%	0.0%	0.0%	0.0%	1.68%	0.0%	0.0%	0.0%	0.71%	0.0%	0.0%	0.0%	0.0%	0.39%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	5	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0					
		0.06%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.75%	0.0%	0.0%	0.0%	0.66%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.39%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.34%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	553	14	24	27	20	15	4	2	4	7	17	5	21	42	34	23	3	16	11	44	3	9	4	23	10	17	9	14	10	14	1	7	11	0	11	0	22	1	26	26	2					
