Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																										
Дата голосования: 07.12.2003 0:00:00																																																										
																																																										
"Наименование Избирательной комиссии:    Сочи, Лазаревская"																																																										
																																																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																										
																																																										
		Сумма	УИК №4401	УИК №4402	УИК №4403	УИК №4404	УИК №4405	УИК №4406	УИК №4407	УИК №4408	УИК №4409	УИК №4410	УИК №4411	УИК №4412	УИК №4413	УИК №4414	УИК №4415	УИК №4416	УИК №4417	УИК №4418	УИК №4419	УИК №4420	УИК №4421	УИК №4422	УИК №4423	УИК №4424	УИК №4425	УИК №4426	УИК №4427	УИК №4428	УИК №4429	УИК №4430	УИК №4431	УИК №4432	УИК №4433	УИК №4434	УИК №4435	УИК №4437	УИК №4438	УИК №4439	УИК №4440	УИК №4441	УИК №4442	УИК №4443	УИК №4444	УИК №4445	УИК №4446	УИК №4447	УИК №4448	УИК №4449	УИК №4450	УИК №4451	УИК №4452					
1	"Число избирателей, внесенных в списки"	63570	222	235	931	350	1002	632	1529	443	1036	111	2223	619	1835	1388	2313	2452	1449	1474	1886	713	619	1012	1488	837	839	704	1501	820	1097	1028	1388	1399	908	691	2721	2230	1268	1127	882	2713	1273	2410	2656	2662	893	914	1657	197	1166	919	708					
2	"Число бюллетеней, полученных участковыми комиссиями"	63448	240	240	900	350	1100	650	1450	450	1050	118	2250	600	1900	1350	2300	2450	1450	1450	1900	700	550	1000	1500	850	800	700	1450	750	1100	1050	1400	1350	950	750	2400	2400	1400	950	850	2700	1250	2450	2650	2700	850	1000	1650	260	1200	900	740					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	27430	124	141	288	178	411	275	522	167	412	77	1065	369	1013	763	1103	1190	653	665	901	369	296	369	521	403	267	290	640	338	315	433	417	518	356	285	1175	813	526	383	324	1218	406	1140	1112	1225	217	604	780	165	485	418	305					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1342	19	3	57	16	76	30	43	24	23	0	30	11	34	16	13	16	2	3	48	13	14	67	93	18	28	14	38	35	16	4	28	10	15	0	23	121	0	36	28	25	18	7	6	4	40	11	76	0	13	10	67					
6	Число погашенных бюллетеней	34676	97	96	555	156	613	345	885	259	615	41	1155	220	853	571	1184	1244	795	782	951	318	240	564	886	429	505	396	772	377	769	613	955	822	579	465	1202	1466	874	531	498	1457	826	1303	1532	1471	593	385	794	95	702	472	368					
7	Число бюллетеней в переносных ящиках для голосования	1342	19	3	57	16	76	30	43	24	23	0	30	11	34	16	13	16	2	3	48	13	14	67	93	18	28	14	38	35	16	4	28	10	15	0	23	121	0	36	28	25	18	7	6	4	40	11	76	0	13	10	67					
8	Число бюллетеней в стационарных ящиках для голосования	27404	124	141	288	178	411	275	522	167	412	77	1065	369	1013	763	1103	1190	653	665	900	369	296	369	521	403	267	290	640	338	315	433	417	518	356	285	1175	813	526	383	324	1193	406	1140	1112	1225	217	604	780	165	485	418	305					
9	Число недействительных бюллетеней	355	0	2	13	2	9	6	0	1	4	3	8	7	4	6	13	12	15	7	11	3	6	2	6	4	14	6	6	8	3	8	8	10	1	0	20	3	0	8	5	17	3	14	11	13	8	3	20	6	2	9	5					
10	Число действительных бюллетеней	28391	143	142	332	192	478	299	565	190	431	74	1087	373	1043	773	1103	1194	640	661	937	379	304	434	608	417	281	298	672	365	328	429	437	518	370	285	1178	931	526	411	347	1201	421	1133	1107	1216	249	612	836	159	496	419	367					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	605	10	10	10	10	10	10	10	10	10	10	20	10	15	10	20	20	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	10	10	10	20	10	20	20	20	10	10	10	10	10	10	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	181	2	1	1	4	2	4	2	2	5	0	9	1	12	4	5	9	5	1	7	1	1	2	2	6	1	2	6	3	5	10	5	3	2	0	9	3	2	2	0	10	1	9	8	7	0	1	0	0	1	0	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	221	3	1	0	2	5	1	21	1	3	0	8	20	2	3	1	1	2	1	8	2	5	2	0	12	3	0	7	18	5	3	3	10	2	1	1	5	3	23	0	7	3	3	6	4	2	0	2	1	2	2	1					
14	Число погашенных открепительных удостоверений	424	8	9	9	6	8	6	8	8	5	10	11	9	3	6	15	11	5	9	3	9	9	8	8	4	9	8	4	7	5	0	5	7	8	10	11	17	8	8	10	10	9	11	12	13	10	9	10	10	9	10	7					
15	Число открепительных удостоверений выданных ТИК	5	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																										
18	"1. ""ЕДИНЕНИЕ"""	395	3	2	5	4	9	7	8	6	2	2	9	2	8	9	11	9	14	3	5	8	8	5	11	4	6	8	5	4	6	8	7	10	11	5	21	8	2	11	3	14	8	6	12	10	0	20	22	8	9	14	3					
