Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																											
Дата голосования: 04.12.2011																											
																											
Наименование Избирательной комиссии:    Юрьевецкая																											
																											
Сводная таблица результатов выборов																											
																											
		Сумма	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845					
1	"Число избирателей, внесенных в список избирателей"	13282	1821	539	734	746	669	2313	1071	1214	114	300	225	144	622	648	273	430	338	374	478	229					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	13296	1860	540	730	745	660	2240	1110	1220	120	295	215	150	625	655	271	460	330	370	480	220					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	5875	743	220	314	295	356	834	453	628	49	147	141	79	315	318	150	174	189	129	208	133					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1556	190	39	58	59	26	219	130	113	18	56	13	33	132	134	29	69	41	91	91	15					
6	Число погашенных избирательных бюллетеней	5865	927	281	358	391	278	1187	527	479	53	92	61	38	178	203	92	217	100	150	181	72					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1556	190	39	58	59	26	219	130	113	18	56	13	33	132	134	29	69	41	91	91	15					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5875	743	220	314	295	356	834	453	628	49	147	141	79	315	318	150	174	189	129	208	133					
9	Число недействительных избирательных бюллетеней	125	22	6	7	4	4	13	8	16	1	5	1	3	4	10	1	5	2	4	3	6					
10	Число действительных избирательных бюллетеней	7306	911	253	365	350	378	1040	575	725	66	198	153	109	443	442	178	238	228	216	296	142					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	297	30	15	15	8	15	35	22	25	10	5	5	10	20	15	7	25	10	5	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	240	27	8	8	6	8	33	22	25	10	5	5	10	20	7	5	25	8	2	2	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	131	7	5	15	6	14	12	12	10	4	9	1	5	4	3	1	6	15	1	0	1					
14	Число погашенных неиспользованных открепительных удостоверений	57	3	7	7	2	7	2	0	0	0	0	0	0	0	8	2	0	2	3	8	6					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																											
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1101	124	48	49	76	61	143	80	133	5	31	27	8	49	65	21	45	34	23	61	18					
		14.82%	13.29%	18.53%	13.17%	21.47%	15.97%	13.58%	13.72%	17.95%	7.46%	15.27%	17.53%	7.14%	10.96%	14.38%	11.73%	18.52%	14.78%	10.45%	20.40%	12.16%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1169	150	39	62	67	50	164	90	88	13	41	32	14	83	71	32	36	43	33	35	26					
		15.73%	16.08%	15.06%	16.67%	18.93%	13.09%	15.57%	15.44%	11.88%	19.40%	20.20%	20.78%	12.50%	18.57%	15.71%	17.88%	14.81%	18.70%	15.00%	11.71%	17.57%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	93	7	1	2	4	5	16	18	15	0	1	3	2	3	7	3	2	2	1	1	0					
		1.25%	0.75%	0.39%	0.54%	1.13%	1.31%	1.52%	3.09%	2.02%	0.00%	0.49%	1.95%	1.79%	0.67%	1.55%	1.68%	0.82%	0.87%	0.45%	0.33%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1474	158	44	80	86	103	228	120	179	13	19	13	20	70	79	41	54	39	28	73	27					
		19.84%	16.93%	16.99%	21.51%	24.29%	26.96%	21.65%	20.58%	24.16%	19.40%	9.36%	8.44%	17.86%	15.66%	17.48%	22.91%	22.22%	16.96%	12.73%	24.41%	18.24%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	137	16	5	13	7	8	16	12	25	2	5	0	2	7	4	0	1	6	3	4	1					
		1.84%	1.71%	1.93%	3.49%	1.98%	2.09%	1.52%	2.06%	3.37%	2.99%	2.46%	0.00%	1.79%	1.57%	0.88%	0.00%	0.41%	2.61%	1.36%	1.34%	0.68%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3269	448	113	156	107	147	466	247	280	32	101	76	63	231	208	79	98	103	124	120	70					
		43.99%	48.02%	43.63%	41.94%	30.23%	38.48%	44.25%	42.37%	37.79%	47.76%	49.75%	49.35%	56.25%	51.68%	46.02%	44.13%	40.33%	44.78%	56.36%	40.13%	47.30%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	63	8	3	3	3	4	7	8	5	1	0	2	0	0	8	2	2	1	4	2	0					
		0.85%	0.86%	1.16%	0.81%	0.85%	1.05%	0.66%	1.37%	0.67%	1.49%	0.00%	1.30%	0.00%	0.00%	1.77%	1.12%	0.82%	0.43%	1.82%	0.67%	0.00%					
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
