Выборы Президента Российской Федерации																																															
Дата голосования: 02.03.2008																																															
																																															
Наименование Избирательной комиссии:    Кольчугинская																																															
																																															
Сводная таблица результатов выборов																																															
																																															
	Число участковых избирательных комиссий	40																																													
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	40																																													
																																															
		Сумма	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142					
1	"Число избирателей, включенных в списки избирателей"	46896	1974	1899	1558	1826	1645	1691	2026	1921	2088	2043	1837	1981	2287	2284	2109	1602	1831	1732	1735	2379	384	117	2684	662	322	112	163	301	453	527	231	127	423	124	99	208	308	441	254	508					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	46583	1764	1888	1549	1817	1635	1678	2004	1951	2033	1997	1797	1933	2147	2258	2078	1544	1813	1678	1655	2314	386	119	2731	709	346	121	171	313	496	580	235	148	453	140	123	270	350	491	279	589					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	23968	915	1021	875	971	688	879	1092	1073	1204	1009	985	941	1134	1166	1178	770	946	849	872	1143	200	54	1333	356	141	61	95	139	272	257	113	79	168	80	69	112	180	191	114	243					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	3401	219	76	93	69	190	190	172	75	92	62	76	80	115	82	57	120	80	44	57	83	82	23	229	59	75	19	18	43	75	161	44	26	91	15	18	36	43	125	67	120					
6	Число погашенных избирательных бюллетеней	19214	630	791	581	777	757	609	740	803	737	926	736	912	898	1010	843	654	787	785	726	1088	104	42	1169	294	130	41	58	131	149	162	78	43	194	45	36	122	127	175	98	226					
