Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																				
Дата голосования: 04.12.2011																																				
																																				
Наименование Избирательной комиссии:    Осинская																																				
																																				
Сводная таблица результатов выборов																																				
																																				
		Сумма	УИК №2401	УИК №2402	УИК №2403	УИК №2404	УИК №2405	УИК №2406	УИК №2407	УИК №2408	УИК №2409	УИК №2410	УИК №2411	УИК №2412	УИК №2413	УИК №2414	УИК №2415	УИК №2416	УИК №2417	УИК №2418	УИК №2419	УИК №2420	УИК №2421	УИК №2422	УИК №2423	УИК №2424	УИК №2425	УИК №2426	УИК №2427	УИК №2428	УИК №2429					
1	"Число избирателей, внесенных в список избирателей"	24093	1264	1393	1419	938	1524	1552	1401	1478	1800	696	669	648	911	540	1667	904	577	718	221	480	315	527	251	368	330	323	334	759	86					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	20400	1000	1100	1100	800	1200	1200	1200	1200	1500	550	600	550	850	500	1300	850	500	600	200	450	300	500	250	350	300	300	300	700	150					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	11138	698	580	605	408	744	820	753	804	848	337	204	280	343	203	738	421	277	284	102	204	126	265	110	176	155	89	142	405	17					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1147	20	34	20	19	43	32	49	34	21	19	40	15	98	88	55	77	26	61	28	44	27	56	20	44	36	55	37	15	34					
6	Число погашенных избирательных бюллетеней	8115	282	486	475	373	413	348	398	362	631	194	356	255	409	209	507	352	197	255	70	202	147	179	120	130	109	156	121	280	99					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1147	20	34	20	19	43	32	49	34	21	19	40	15	98	88	55	77	26	61	28	44	27	56	20	44	36	55	37	15	34					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	11138	698	580	605	408	744	820	753	804	848	337	204	280	343	203	738	421	277	284	102	204	126	265	110	176	155	89	142	405	17					
9	Число недействительных избирательных бюллетеней	224	20	15	11	9	23	15	17	14	14	3	2	2	5	7	16	4	3	5	1	5	1	8	5	3	2	2	3	9	0					
10	Число действительных избирательных бюллетеней	12061	698	599	614	418	764	837	785	824	855	353	242	293	436	284	777	494	300	340	129	243	152	313	125	217	189	142	176	411	51					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	246	12	10	10	15	15	15	12	15	15	10	10	8	10	7	15	8	7	8	3	5	3	6	3	5	5	3	3	8	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	161	11	6	10	6	10	15	11	13	7	9	4	8	5	2	10	8	1	8	0	2	2	6	0	0	5	0	0	2	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	128	12	7	2	4	5	4	18	5	2	3	5	12	1	4	2	7	1	4	2	6	2	4	2	1	1	1	0	9	2					
14	Число погашенных неиспользованных открепительных удостоверений	85	1	4	0	9	5	0	1	2	8	1	6	0	5	5	5	0	6	0	3	3	1	0	3	5	0	3	3	6	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																				
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2341	138	96	105	59	194	206	189	181	140	62	52	43	66	47	202	69	64	47	31	45	25	51	21	17	28	25	42	86	10					
		19.06%	19.22%	15.64%	16.80%	13.82%	24.65%	24.18%	23.57%	21.60%	16.11%	17.42%	21.31%	14.58%	14.97%	16.15%	25.47%	13.86%	21.12%	13.62%	23.85%	18.15%	16.34%	15.89%	16.15%	7.73%	14.66%	17.36%	23.46%	20.48%	19.61%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2427	113	158	138	108	147	183	150	137	220	79	55	75	74	34	172	92	66	79	17	39	18	30	13	53	38	34	28	63	14					
		19.76%	15.74%	25.73%	22.08%	25.29%	18.68%	21.48%	18.70%	16.35%	25.32%	22.19%	22.54%	25.42%	16.78%	11.68%	21.69%	18.47%	21.78%	22.90%	13.08%	15.73%	11.76%	9.35%	10.00%	24.09%	19.90%	23.61%	15.64%	15.00%	27.45%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	107	6	8	6	5	6	6	4	6	9	3	2	1	4	4	9	4	2	3	0	0	2	5	0	2	5	0	1	3	1					
		0.87%	0.84%	1.30%	0.96%	1.17%	0.76%	0.70%	0.50%	0.72%	1.04%	0.84%	0.82%	0.34%	0.91%	1.37%	1.13%	0.80%	0.66%	0.87%	0.00%	0.00%	1.31%	1.56%	0.00%	0.91%	2.62%	0.00%	0.56%	0.71%	1.96%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2035	142	87	130	67	133	139	122	174	138	47	37	71	68	59	130	69	46	61	12	32	22	35	23	28	18	25	30	86	4					
		16.56%	19.78%	14.17%	20.80%	15.69%	16.90%	16.31%	15.21%	20.76%	15.88%	13.20%	15.16%	24.07%	15.42%	20.27%	16.39%	13.86%	15.18%	17.68%	9.23%	12.90%	14.38%	10.90%	17.69%	12.73%	9.42%	17.36%	16.76%	20.48%	7.84%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	233	22	14	8	11	15	17	14	18	22	5	1	3	6	4	8	6	1	7	4	7	8	8	3	2	3	1	3	10	2					
		1.90%	3.06%	2.28%	1.28%	2.58%	1.91%	1.99%	1.75%	2.15%	2.53%	1.40%	0.41%	1.02%	1.36%	1.37%	1.01%	1.20%	0.33%	2.03%	3.08%	2.82%	5.23%	2.49%	2.31%	0.91%	1.57%	0.69%	1.68%	2.38%	3.92%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4852	275	232	222	165	265	281	300	304	320	156	91	99	215	136	255	251	118	143	65	119	77	181	64	115	95	57	71	160	20					
		39.50%	38.30%	37.79%	35.52%	38.64%	33.67%	32.98%	37.41%	36.28%	36.82%	43.82%	37.30%	33.56%	48.75%	46.74%	32.16%	50.40%	38.94%	41.45%	50.00%	47.98%	50.33%	56.39%	49.23%	52.27%	49.74%	39.58%	39.66%	38.10%	39.22%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	66	2	4	5	3	4	5	6	4	6	1	4	1	3	0	1	3	3	0	0	1	0	3	1	0	2	0	1	3	0					
		0.54%	0.28%	0.65%	0.80%	0.70%	0.51%	0.59%	0.75%	0.48%	0.69%	0.28%	1.64%	0.34%	0.68%	0.00%	0.13%	0.60%	0.99%	0.00%	0.00%	0.40%	0.00%	0.93%	0.77%	0.00%	1.05%	0.00%	0.56%	0.71%	0.00%					
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
