Выборы Президента Российской Федерации																																												
Дата голосования: 02.03.2008																																												
																																												
Наименование Избирательной комиссии:    Можайский район																																												
																																												
Сводная таблица результатов выборов																																												
																																												
	Число участковых избирательных комиссий	37																																										
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	37																																										
																																												
		Сумма	УИК №2493	УИК №2494	УИК №2495	УИК №2496	УИК №2497	УИК №2498	УИК №2499	УИК №2500	УИК №2501	УИК №2502	УИК №2503	УИК №2504	УИК №2505	УИК №2506	УИК №2507	УИК №2508	УИК №2509	УИК №2510	УИК №2511	УИК №2512	УИК №2513	УИК №2514	УИК №2515	УИК №2516	УИК №2517	УИК №2518	УИК №2519	УИК №2520	УИК №2521	УИК №2522	УИК №2523	УИК №2524	УИК №2525	УИК №2526	УИК №2527	УИК №3275	УИК №3276					
1	"Число избирателей, включенных в списки избирателей"	84946	2859	2438	1998	2280	2530	2657	2684	2747	2732	2254	2428	2198	2716	1887	2392	1675	1515	2362	2328	2432	2026	2292	2119	2701	2614	2560	2667	2372	2725	2317	2302	2666	2375	2394	2549	963	192					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	80200	2500	2200	1800	2100	2300	2500	2600	2700	2600	2100	2300	1900	2800	1800	2200	1500	1400	2200	2200	2300	1800	2100	2000	2800	2600	2600	2700	2300	2700	2300	2100	2600	2200	2200	2100	900	200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	54026	1440	1483	1465	1146	1437	1983	2013	2032	2423	1550	1547	1038	1785	719	1597	1260	1016	1366	1352	1503	1205	1345	1486	1419	1841	1649	1640	1251	1935	1598	1476	1857	1196	1554	1364	882	173					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	1125	38	38	35	17	23	8	6	36	25	45	31	29	49	23	29	22	19	30	34	31	14	35	29	63	41	40	35	26	59	37	42	46	43	22	25	0	0					
6	Число погашенных избирательных бюллетеней	25049	1022	679	300	937	840	509	581	632	152	505	722	833	966	1058	574	218	365	804	814	766	581	720	485	1318	718	911	1025	1023	706	665	582	697	961	624	711	18	27					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1125	38	38	35	17	23	8	6	36	25	45	31	29	49	23	29	22	19	30	34	31	14	35	29	63	41	40	35	26	59	37	42	46	43	22	25	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	53893	1401	1483	1465	1146	1437	1983	2013	2032	2423	1550	1547	1038	1736	719	1597	1260	1016	1366	1318	1503	1205	1345	1485	1419	1841	1649	1640	1251	1935	1598	1476	1847	1196	1554	1364	882	173					
9	Число недействительных избирательных бюллетеней	466	34	0	0	17	54	27	10	27	0	0	12	25	31	0	0	7	7	2	8	7	16	6	3	31	15	0	0	17	12	7	20	0	26	5	36	0	4					
10	Число действительных избирательных бюллетеней	54552	1405	1521	1500	1146	1406	1964	2009	2041	2448	1595	1566	1042	1754	742	1626	1275	1028	1394	1344	1527	1203	1374	1511	1451	1867	1689	1675	1260	1982	1628	1498	1893	1213	1571	1353	882	169					
11	Число полученных открепительных  удостоверений	2003	65	60	50	42	65	60	70	70	65	50	50	45	75	50	62	40	40	55	60	60	50	50	50	67	65	50	63	55	93	53	50	70	53	50	50	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1892	54	55	50	39	62	56	69	70	61	47	50	39	73	39	61	39	33	55	57	55	47	43	50	67	65	49	61	53	87	51	47	70	48	50	40	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	2131	115	50	26	30	71	39	43	66	75	14	27	74	64	31	81	41	15	19	40	34	43	56	68	81	50	35	27	43	38	23	99	59	27	42	33	416	36					
14	Число неиспользованных открепительных удостоверений	111	11	5	0	3	3	4	1	0	4	3	0	6	2	11	1	1	7	0	3	5	3	7	0	0	0	1	2	2	6	2	3	0	5	0	10	0	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	44	4	0	0	1	1	4	0	2	2	1	1	0	0	1	3	0	1	2	5	0	4	3	0	0	1	0	3	0	1	0	0	1	1	2	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																												
18	Богданов Андрей Владимирович	412	40	2	0	34	45	10	4	6	3	5	29	22	12	0	2	7	2	6	3	2	28	3	4	4	6	1	2	11	12	5	30	3	28	10	24	3	4					
		0.75%	2.78%	0.13%	0.00%	2.92%	3.08%	0.50%	0.20%	0.29%	0.12%	0.31%	1.84%	2.06%	0.67%	0.00%	0.12%	0.55%	0.19%	0.43%	0.22%	0.13%	2.30%	0.22%	0.26%	0.27%	0.32%	0.06%	0.12%	0.86%	0.60%	0.31%	1.98%	0.16%	2.26%	0.63%	1.73%	0.34%	2.31%					
19	Жириновский Владимир Вольфович	1970	138	38	1	142	110	50	48	47	17	25	77	121	44	19	38	11	20	61	35	29	118	57	47	80	61	6	24	52	69	22	44	50	116	39	90	10	14					
		3.58%	9.59%	2.50%	0.07%	12.21%	7.53%	2.51%	2.38%	2.27%	0.69%	1.57%	4.88%	11.34%	2.46%	2.56%	2.34%	0.86%	1.93%	4.37%	2.59%	1.89%	9.68%	4.13%	3.10%	5.40%	3.24%	0.36%	1.43%	4.07%	3.46%	1.35%	2.90%	2.64%	9.36%	2.47%	6.48%	1.13%	8.09%					
20	Зюганов Геннадий Андреевич	5677	390	113	174	254	341	288	107	210	169	98	273	207	186	40	90	102	50	123	155	204	189	117	229	100	87	129	108	99	110	90	91	102	274	155	118	58	47					
		10.32%	27.10%	7.43%	11.60%	21.84%	23.36%	14.47%	5.30%	10.15%	6.90%	6.14%	17.30%	19.40%	10.42%	5.39%	5.54%	7.96%	4.83%	8.81%	11.46%	13.30%	15.50%	8.48%	15.13%	6.75%	4.62%	7.64%	6.45%	7.75%	5.52%	5.50%	5.99%	5.39%	22.11%	9.84%	8.50%	6.58%	27.17%					
21	Медведев Дмитрий Анатольевич	46493	837	1368	1325	716	910	1616	1850	1778	2259	1467	1187	692	1512	683	1496	1155	956	1204	1151	1292	868	1197	1231	1267	1713	1553	1541	1098	1791	1511	1333	1738	795	1367	1121	811	104					
		84.51%	58.17%	89.94%	88.33%	61.56%	62.33%	81.17%	91.63%	85.98%	92.28%	91.97%	75.22%	64.85%	84.71%	92.05%	92.00%	90.09%	92.37%	86.25%	85.13%	84.22%	71.21%	86.74%	81.31%	85.49%	91.02%	91.95%	92.00%	85.98%	89.82%	92.42%	87.81%	91.81%	64.16%	86.74%	80.71%	91.95%	60.12%					
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
