Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																	
Дата голосования: 02.12.2007																																																	
																																																	
Наименование Избирательной комиссии:    Территориальная избирательная комиссия Золотухинского района 																																																	
																																																	
Сводная таблица результатов выборов																																																	
																																																	
		Сумма	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491					
1	"Число избирателей, внесенных в списки избирателей"	19379	443	141	419	157	287	601	1125	219	236	148	230	338	234	130	454	315	399	104	325	1030	823	965	1067	572	190	276	865	1315	545	301	66	324	317	1114	1014	696	476	253	394	114	163	194					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	18050	420	130	380	150	260	550	1025	195	220	140	240	320	240	120	420	290	360	100	310	950	770	910	970	525	170	255	820	1200	540	320	70	300	290	1010	945	630	435	240	385	115	145	185					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	10535	274	87	281	80	137	241	595	100	123	75	124	212	130	64	280	163	184	52	194	624	464	553	558	345	94	166	480	700	172	200	41	154	216	591	559	369	271	129	220	70	64	99					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2383	64	21	48	40	46	95	110	51	47	45	62	55	51	41	68	97	98	30	54	47	36	22	51	106	31	62	57	55	150	67	17	75	35	9	20	51	83	50	80	30	72	54					
6	Число погашенных избирательных бюллетеней	5132	82	22	51	30	77	214	320	44	50	20	54	53	59	15	72	30	78	18	62	279	270	335	361	74	45	27	283	445	218	53	12	71	39	410	366	210	81	61	85	15	9	32					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2383	64	21	48	40	46	95	110	51	47	45	62	55	51	41	68	97	98	30	54	47	36	22	51	106	31	62	57	55	150	67	17	75	35	9	20	51	83	50	80	30	72	54					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	10535	274	87	281	80	137	241	595	100	123	75	124	212	130	64	280	163	184	52	194	624	464	553	558	345	94	166	480	700	172	200	41	154	216	591	559	369	271	129	220	70	64	99					
9	Число недействительных избирательных бюллетеней	153	4	1	0	1	0	5	1	1	1	1	2	5	6	0	8	1	5	1	2	27	2	5	4	7	3	7	6	6	2	1	1	3	0	5	6	6	5	4	5	1	0	2					
10	Число действительных избирательных бюллетеней	12765	334	107	329	119	183	331	704	150	169	119	184	262	175	105	340	259	277	81	246	644	498	570	605	444	122	221	531	749	320	266	57	226	251	595	573	414	349	175	295	99	136	151					
