Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																														
Дата голосования: 07.12.2003 0:00:00																																														
																																														
Наименование Избирательной комиссии:    Кваркенская																																														
																																														
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																														
																																														
		Сумма	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549					
1	"Число избирателей, внесенных в списки"	16415	1886	1045	325	265	555	1541	971	358	798	158	62	683	129	78	498	230	84	450	131	648	285	235	696	654	108	388	180	186	176	198	547	168	171	56	551	100	641	94	86					
2	"Число бюллетеней, полученных участковыми комиссиями"	16183	1883	1034	327	265	558	1490	960	338	785	157	64	676	125	71	485	237	82	441	146	640	282	234	695	640	107	374	168	181	170	189	532	170	169	59	536	100	632	95	86					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	11218	1141	682	213	165	345	792	556	224	553	118	58	413	93	55	375	162	66	345	131	455	188	174	456	515	98	347	150	169	156	161	407	130	125	53	361	79	538	83	86					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	404	45	63	17	0	27	51	41	21	0	0	1	30	0	0	6	0	0	6	0	4	10	0	8	21	0	6	0	0	0	9	23	0	3	0	8	4	0	0	0					
6	Число погашенных бюллетеней	4561	697	289	97	100	186	647	363	93	232	39	5	233	32	16	104	75	16	90	15	181	84	60	231	104	9	21	18	12	14	19	102	40	41	6	167	17	94	12	0					
7	Число бюллетеней в переносных ящиках для голосования	404	45	63	17	0	27	51	41	21	0	0	1	30	0	0	6	0	0	6	0	4	10	0	8	21	0	6	0	0	0	9	23	0	3	0	8	4	0	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	11214	1141	682	213	165	345	792	556	224	553	118	58	413	93	55	375	162	66	345	131	454	188	174	454	515	98	347	150	169	156	161	407	130	125	53	360	79	538	83	86					
9	Число недействительных бюллетеней	176	20	12	1	5	9	6	13	6	17	0	0	2	1	1	5	0	0	10	2	9	0	0	13	1	1	0	1	3	1	0	12	3	0	0	6	3	9	3	1					
10	Число действительных бюллетеней	11442	1166	733	229	160	363	837	584	239	536	118	59	441	92	54	376	162	66	341	129	449	198	174	449	535	97	353	149	166	155	170	418	127	128	53	362	80	529	80	85					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	259	10	8	5	5	6	10	8	5	8	6	6	8	6	6	7	6	6	8	6	8	6	6	8	8	6	8	6	6	6	6	8	6	6	2	8	5	8	6	6					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	38	9	8	2	0	1	4	0	0	2	0	0	3	0	0	1	0	0	3	0	2	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	23	1	3	0	0	0	1	0	4	1	0	0	0	0	1	0	0	0	0	0	0	1	0	6	0	1	0	0	2	0	0	0	0	1	0	1	0	0	0	0					
