Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																						
Дата голосования: 02.12.2007																																						
																																						
Наименование Избирательной комиссии:    ТИК Осинского МР																																						
																																						
Сводная таблица результатов выборов																																						
																																						
		Сумма	УИК №2401	УИК №2402	УИК №2403	УИК №2404	УИК №2405	УИК №2406	УИК №2407	УИК №2408	УИК №2409	УИК №2410	УИК №2411	УИК №2412	УИК №2413	УИК №2414	УИК №2415	УИК №2416	УИК №2417	УИК №2418	УИК №2419	УИК №2420	УИК №2421	УИК №2422	УИК №2423	УИК №2424	УИК №2425	УИК №2426	УИК №2427	УИК №2428	УИК №2429	УИК №2430	УИК №2431					
1	"Число избирателей, внесенных в списки избирателей"	24625	1547	1044	433	946	1675	1742	1408	1676	1430	742	618	521	888	517	1195	886	711	494	206	487	343	527	286	385	361	264	339	501	754	1368	331					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	19150	1150	850	350	700	1250	1300	1100	1300	1000	600	450	400	700	400	800	700	500	500	200	400	250	400	250	300	300	250	300	400	550	1200	300					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	64	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	13739	942	552	211	471	973	978	889	950	823	355	285	299	409	266	656	524	369	357	116	258	190	321	165	252	209	128	202	260	464	700	165					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1264	18	29	9	22	23	68	30	18	14	13	57	18	169	15	20	102	95	18	26	49	18	42	17	44	44	77	44	120	9	32	4					
6	Число погашенных избирательных бюллетеней	4083	190	269	130	207	254	254	181	332	163	232	108	83	122	55	124	74	36	125	58	93	42	37	68	4	47	45	54	20	77	468	131					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1328	18	29	9	22	23	68	30	18	14	13	57	18	169	79	20	102	95	18	26	49	18	42	17	44	44	77	44	120	9	32	4					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	13737	941	552	211	471	972	978	889	950	823	355	285	299	409	266	656	524	369	357	116	258	190	321	165	252	209	128	202	260	464	700	165					
9	Число недействительных избирательных бюллетеней	155	11	4	5	4	17	9	2	12	11	1	15	2	5	5	9	5	3	2	0	7	3	1	1	2	5	0	1	1	6	3	3					
10	Число действительных избирательных бюллетеней	14910	948	577	215	489	978	1037	917	956	826	367	327	315	573	340	667	621	461	373	142	300	205	362	181	294	248	205	245	379	467	729	166					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	563	21	20	20	15	37	30	45	30	20	10	20	15	15	15	10	30	15	15	5	15	10	15	10	15	15	20	20	15	15	15	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	312	17	20	3	13	32	29	31	23	20	5	4	8	8	4	8	18	7	6	3	8	3	5	2	2	3	0	0	3	8	11	8					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	194	4	13	6	1	2	1	7	8	9	6	5	11	7	3	11	9	4	5	5	3	1	2	2	4	0	0	2	48	9	4	2					
14	Число погашенных неиспользованных открепительных удостоверений	251	4	0	17	2	5	1	14	7	0	5	16	7	7	11	2	12	8	9	2	7	7	10	8	13	12	20	20	12	7	4	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	7	1	0	0	1	1	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
