Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																												
Дата голосования: 04.12.2011																												
																												
Наименование Избирательной комиссии:    Переславль-Залесская городская																												
																												
Сводная таблица результатов выборов																												
																												
		Сумма	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403					
1	"Число избирателей, внесенных в список избирателей"	34440	1832	2137	1467	1570	1648	1458	1817	1796	1820	1913	1799	1791	1665	1727	1711	1618	1575	1734	1554	1666	142					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	27680	1500	1800	1200	1200	1300	1200	1400	1400	1400	1500	1400	1400	1300	1400	1400	1300	1300	1400	1200	1400	280					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	17097	1021	1384	645	608	725	687	820	743	730	894	854	1024	907	947	883	825	829	710	845	984	32					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	864	30	62	53	60	74	58	51	44	55	29	31	22	30	19	16	23	32	17	36	20	102					
6	Число погашенных избирательных бюллетеней	9719	449	354	502	532	501	455	529	613	615	577	515	354	363	434	501	452	439	673	319	396	146					
7	Число избирательных бюллетеней в переносных ящиках для голосования	864	30	62	53	60	74	58	51	44	55	29	31	22	30	19	16	23	32	17	36	20	102					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	17094	1021	1382	645	608	725	687	820	743	730	894	854	1024	907	947	883	825	828	710	845	984	32					
9	Число недействительных избирательных бюллетеней	320	23	16	18	16	8	15	17	13	8	12	20	17	27	25	10	21	15	10	18	9	2					
10	Число действительных избирательных бюллетеней	17638	1028	1428	680	652	791	730	854	774	777	911	865	1029	910	941	889	827	845	717	863	995	132					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	640	35	37	27	29	30	27	34	34	34	36	34	33	32	33	32	30	29	33	29	32	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	289	29	36	3	8	14	4	26	12	3	7	8	15	27	21	11	8	9	9	25	14	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	231	9	34	19	9	23	8	9	12	9	11	9	5	7	9	7	4	9	5	20	9	4					
14	Число погашенных неиспользованных открепительных удостоверений	351	6	1	24	21	16	23	8	22	31	29	26	18	5	12	21	22	20	24	4	18	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	0	1	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
