Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																												
Дата голосования: 02.12.2007																												
																												
Наименование Избирательной комиссии:    Переславль-Залесская городская																												
																												
Сводная таблица результатов выборов																												
																												
		Сумма	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399					
1	"Число избирателей, внесенных в списки избирателей"	33423	1666	2159	1407	1587	1477	1457	1584	1684	1736	1959	1697	1691	1680	1639	1772	1592	1562	1652	1540	1643	239					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	30400	1530	1750	1260	1480	1420	1370	1410	1460	1600	1770	1530	1510	1520	1480	1640	1460	1470	1460	1380	1520	380					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	19151	971	1516	676	785	817	831	833	839	881	1045	935	1099	1032	972	1043	958	936	875	960	1080	67					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1071	45	82	79	78	89	80	46	28	44	53	35	24	23	19	27	32	48	16	40	36	147					
6	Число погашенных избирательных бюллетеней	10178	514	152	505	617	514	459	531	593	675	672	560	387	465	489	570	470	486	569	380	404	166					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1071	45	82	79	78	89	80	46	28	44	53	35	24	23	19	27	32	48	16	40	36	147					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	19145	971	1516	676	784	817	829	830	839	881	1045	935	1099	1032	972	1043	958	936	875	960	1080	67					
9	Число недействительных избирательных бюллетеней	199	8	13	9	6	8	8	16	9	14	11	3	8	12	8	6	15	7	12	14	10	2					
10	Число действительных избирательных бюллетеней	20017	1008	1585	746	856	898	901	860	858	911	1087	967	1115	1043	983	1064	975	977	879	986	1106	212					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	665	22	85	22	22	22	22	30	120	22	22	22	22	50	50	22	22	22	22	22	22	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	272	16	23	6	14	10	8	27	18	8	9	11	13	12	14	15	6	13	21	15	13	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	208	17	12	24	14	20	10	8	4	6	6	3	11	12	8	4	8	10	4	10	9	8					
14	Число погашенных неиспользованных открепительных удостоверений	393	6	62	16	8	12	14	3	102	14	13	11	9	38	36	7	16	9	1	7	9	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	1	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																												
18	1.Политическая партия «Аграрная партия России»	510	29	31	20	21	22	28	13	25	31	24	21	18	29	33	21	21	32	21	24	38	8					
		2.52%	2.85%	1.94%	2.65%	2.44%	2.43%	3.08%	1.48%	2.88%	3.35%	2.19%	2.16%	1.60%	2.75%	3.33%	1.96%	2.12%	3.25%	2.36%	2.40%	3.41%	3.74%					
19	2.Всероссийская политическая партия «Гражданская Сила»	279	18	23	17	6	14	10	15	15	11	21	9	26	6	14	19	10	6	5	15	17	2					
		1.38%	1.77%	1.44%	2.25%	0.70%	1.55%	1.10%	1.71%	1.73%	1.19%	1.91%	0.93%	2.32%	0.57%	1.41%	1.78%	1.01%	0.61%	0.56%	1.50%	1.52%	0.93%					
20	3.Политическая партия «Демократическая партия России»	20	3	2	1	1	1	0	1	0	2	1	0	2	1	0	0	2	1	0	0	2	0					
		0.10%	0.30%	0.13%	0.13%	0.12%	0.11%	0.00%	0.11%	0.00%	0.22%	0.09%	0.00%	0.18%	0.09%	0.00%	0.00%	0.20%	0.10%	0.00%	0.00%	0.18%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1894	118	139	63	60	91	75	87	68	48	92	71	148	107	106	102	92	102	81	116	102	26					
		9.37%	11.61%	8.70%	8.34%	6.96%	10.04%	8.25%	9.93%	7.84%	5.19%	8.38%	7.32%	13.18%	10.14%	10.70%	9.53%	9.29%	10.37%	9.09%	11.60%	9.14%	12.15%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	146	4	8	4	2	7	4	13	11	2	11	4	14	12	9	12	2	4	5	12	6	0					
		0.72%	0.39%	0.50%	0.53%	0.23%	0.77%	0.44%	1.48%	1.27%	0.22%	1.00%	0.41%	1.25%	1.14%	0.91%	1.12%	0.20%	0.41%	0.56%	1.20%	0.54%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	38	1	1	1	1	0	1	2	4	2	4	3	4	2	2	3	0	1	0	1	4	1					
		0.19%	0.10%	0.06%	0.13%	0.12%	0.00%	0.11%	0.23%	0.46%	0.22%	0.36%	0.31%	0.36%	0.19%	0.20%	0.28%	0.00%	0.10%	0.00%	0.10%	0.36%	0.47%					
24	7.Политическая партия «Либерально-демократическая партия России»	2413	108	275	94	99	110	101	84	102	123	110	103	135	98	113	146	128	95	109	94	152	34					
		11.94%	10.63%	17.21%	12.45%	11.48%	12.14%	11.11%	9.59%	11.76%	13.30%	10.02%	10.62%	12.02%	9.29%	11.40%	13.64%	12.93%	9.65%	12.23%	9.40%	13.62%	15.89%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	3309	206	205	101	119	106	114	125	158	122	180	126	203	205	215	204	197	196	116	211	173	27					
