Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																	
Дата голосования: 07.12.2003 0:00:00																																	
																																	
Наименование Избирательной комиссии:    Комсомольская																																	
																																	
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																	
																																	
		Сумма	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589					
1	"Число избирателей, внесенных в списки"	22858	89	195	1540	910	308	117	301	423	323	2108	1828	1076	966	343	1317	506	1288	580	794	1902	1774	267	1471	587	1322	523					
2	"Число бюллетеней, полученных участковыми комиссиями"	22291	82	192	1522	903	296	110	298	411	326	2080	1690	1070	965	335	1300	508	1123	580	685	1902	1739	262	1477	592	1325	518					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	95	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	11567	54	73	557	328	157	81	194	198	157	889	1086	504	407	186	556	273	990	295	587	679	1420	155	721	269	615	136					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	536	9	0	37	25	8	6	21	0	8	48	18	18	6	13	56	19	17	18	8	76	0	6	30	52	21	16					
6	Число погашенных бюллетеней	10093	19	119	848	550	131	23	83	213	161	1143	586	548	552	136	688	216	116	267	90	1132	319	101	726	271	689	366					
7	Число бюллетеней в переносных ящиках для голосования	631	9	0	117	25	8	6	21	0	8	48	18	18	6	13	56	19	17	18	8	91	0	6	30	52	21	16					
8	Число бюллетеней в стационарных ящиках для голосования	11550	54	73	557	328	157	81	194	198	157	889	1085	504	405	186	556	273	977	295	587	679	1419	155	721	269	615	136					
9	Число недействительных бюллетеней	178	0	2	5	9	5	0	5	6	4	13	10	17	9	2	5	4	8	14	1	4	11	7	20	8	9	0					
10	Число действительных бюллетеней	12003	63	71	669	344	160	87	210	192	161	924	1093	505	402	197	607	288	986	299	594	766	1408	154	731	313	627	152					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	490	5	5	10	10	0	5	5	5	10	30	75	10	10	5	10	10	75	10	75	10	75	5	10	10	10	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	167	0	1	0	6	0	0	2	2	5	23	13	4	0	2	5	4	18	4	12	3	35	1	10	5	8	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	94	3	1	0	1	1	2	1	1	0	10	14	4	3	2	10	2	3	2	20	4	1	2	0	1	4	2					
14	Число погашенных открепительных удостоверений	323	5	4	10	4	1	5	3	3	5	7	62	6	10	3	5	6	57	6	63	7	40	3	0	5	2	1					
15	Число открепительных удостоверений выданных ТИК	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																	
18	"1. ""ЕДИНЕНИЕ"""	208	1	0	16	13	4	1	2	3	6	14	18	5	8	3	2	6	24	9	10	12	25	2	12	2	8	2					
		1.70%	1.58%	0.0%	2.37%	3.68%	2.42%	1.14%	0.93%	1.51%	3.63%	1.49%	1.63%	0.95%	1.94%	1.50%	0.32%	2.05%	2.41%	2.87%	1.68%	1.55%	1.76%	1.24%	1.59%	0.62%	1.25%	1.31%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	237	3	0	16	5	7	0	2	1	0	21	30	16	12	4	10	9	17	2	29	7	27	2	8	4	4	1					
		1.94%	4.76%	0.0%	2.37%	1.41%	4.24%	0.0%	0.93%	0.50%	0.0%	2.24%	2.71%	3.06%	2.91%	2.01%	1.63%	3.08%	1.71%	0.63%	4.87%	0.90%	1.90%	1.24%	1.06%	1.24%	0.62%	0.65%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	334	0	3	11	14	11	1	9	7	10	32	20	21	11	5	28	10	16	19	9	24	19	7	19	5	17	6					
		2.74%	0.0%	4.10%	1.63%	3.96%	6.66%	1.14%	4.18%	3.53%	6.06%	3.41%	1.81%	4.02%	2.67%	2.51%	4.57%	3.42%	1.60%	6.07%	1.51%	3.11%	1.33%	4.34%	2.52%	1.55%	2.67%	3.94%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	271	0	2	14	12	1	0	5	8	2	36	41	8	8	4	8	3	11	4	21	20	28	5	8	6	16	0					
		2.22%	0.0%	2.73%	2.07%	3.39%	0.60%	0.0%	2.32%	4.04%	1.21%	3.84%	3.71%	1.53%	1.94%	2.01%	1.30%	1.02%	1.10%	1.27%	3.52%	2.59%	1.97%	3.10%	1.06%	1.86%	2.51%	0.0%					
22	"5. ""За Русь Святую"""	46	0	0	2	3	0	0	3	0	1	6	5	1	2	1	1	1	1	1	2	3	4	2	3	2	2	0					
		0.37%	0.0%	0.0%	0.29%	0.84%	0.0%	0.0%	1.39%	0.0%	0.60%	0.64%	0.45%	0.19%	0.48%	0.50%	0.16%	0.34%	0.10%	0.31%	0.33%	0.38%	0.28%	1.24%	0.39%	0.62%	0.31%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	41	0	0	0	5	0	0	2	0	1	2	2	1	3	0	4	0	6	1	2	3	6	0	1	2	0	0					
		0.33%	0.0%	0.0%	0.0%	1.41%	0.0%	0.0%	0.93%	0.0%	0.60%	0.21%	0.18%	0.19%	0.72%	0.0%	0.65%	0.0%	0.60%	0.31%	0.33%	0.38%	0.42%	0.0%	0.13%	0.62%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	121	0	0	5	2	1	0	0	3	0	9	20	2	4	0	2	3	15	2	15	11	13	0	7	2	4	1					
		0.99%	0.0%	0.0%	0.74%	0.56%	0.60%	0.0%	0.0%	1.51%	0.0%	0.96%	1.81%	0.38%	0.97%	0.0%	0.32%	1.02%	1.50%	0.63%	2.52%	1.42%	0.91%	0.0%	0.93%	0.62%	0.62%	0.65%					
25	"8. ""Народно-республиканская партия России"""	19	0	0	1	0	1	1	0	1	0	2	3	0	0	1	0	0	1	3	0	1	1	0	0	1	2	0					
		0.15%	0.0%	0.0%	0.14%	0.0%	0.60%	1.14%	0.0%	0.50%	0.0%	0.21%	0.27%	0.0%	0.0%	0.50%	0.0%	0.0%	0.10%	0.95%	0.0%	0.12%	0.07%	0.0%	0.0%	0.31%	0.31%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	53	0	1	2	0	2	0	1	0	0	5	9	1	0	1	1	1	13	2	3	1	5	1	0	2	2	0					
