Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																															
Дата голосования: 02.12.2007																															
																															
Наименование Избирательной комиссии:    Волжская районная																															
																															
Сводная таблица результатов выборов																															
																															
		Сумма	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186					
1	"Число избирателей, внесенных в списки избирателей"	17907	377	1514	361	237	943	322	488	1183	1169	352	375	509	666	386	1476	1125	1642	1538	196	285	953	353	245	1212					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	18640	350	1600	350	230	940	400	500	1200	1200	350	400	600	700	370	1600	1100	1700	1600	200	350	1000	350	250	1300					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	14394	281	1225	271	217	867	296	294	963	890	291	240	388	488	336	1208	817	1420	1387	145	235	746	268	204	917					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2079	64	167	69	13	51	11	170	122	191	19	113	121	131	34	93	172	116	63	43	30	66	53	31	136					
6	Число погашенных избирательных бюллетеней	2167	5	208	10	0	22	93	36	115	119	40	47	91	81	0	299	111	164	150	12	85	188	29	15	247					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2079	64	167	69	13	51	11	170	122	191	19	113	121	131	34	93	172	116	63	43	30	66	53	31	136					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	14394	281	1225	271	217	867	296	294	963	890	291	240	388	488	336	1208	817	1420	1387	145	235	746	268	204	917					
9	Число недействительных избирательных бюллетеней	119	3	5	1	1	6	2	0	6	5	3	2	6	4	0	13	18	7	8	0	2	5	6	2	14					
10	Число действительных избирательных бюллетеней	16354	342	1387	339	229	912	305	464	1079	1076	307	351	503	615	370	1288	971	1529	1442	188	263	807	315	233	1039					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1385	20	101	35	10	20	20	22	75	45	21	30	60	51	30	324	100	76	65	20	40	70	20	30	100					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1385	20	101	35	10	20	20	22	75	45	21	30	60	51	30	324	100	76	65	20	40	70	20	30	100					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	720	21	49	7	6	25	148	7	44	21	6	8	26	13	12	94	61	35	38	7	11	23	6	15	37					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	15	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	1	1	3	1	0	1	1	1	2					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																															
18	1.Политическая партия «Аграрная партия России»	314	8	23	6	0	4	15	23	29	15	1	8	10	9	1	32	20	29	24	2	7	16	5	9	18					
