Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																											
Дата голосования: 04.12.2011																																																											
																																																											
Наименование Избирательной комиссии:    Абатская																																																											
																																																											
Сводная таблица результатов выборов																																																											
																																																											
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52					
1	"Число избирателей, внесенных в список избирателей"	15661	2157	2068	1336	901	143	73	100	58	91	135	541	87	138	399	102	89	532	169	140	112	106	653	93	62	80	755	75	130	188	194	53	62	510	591	93	69	100	136	100	301	119	408	144	157	95	114	88	416	77	89	86	146					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	16456	2244	2051	1380	1018	143	75	107	59	93	136	578	91	140	448	107	92	545	183	139	111	98	680	97	76	83	798	81	139	193	230	59	61	538	634	94	72	116	142	101	362	120	433	148	158	96	110	90	484	84	98	86	155					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	13711	2035	1801	1257	787	100	73	76	58	90	135	450	83	119	341	86	84	458	143	119	100	95	571	92	57	61	431	70	118	157	177	44	53	429	516	79	65	86	116	81	239	80	392	132	142	95	110	74	379	74	80	75	146					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1474	112	177	63	114	21	0	14	0	0	0	82	3	14	55	12	5	34	25	12	11	3	32	0	4	19	260	4	10	21	16	9	6	34	65	11	2	9	5	12	62	39	11	12	15	0	0	6	37	3	8	5	0					
6	Число погашенных избирательных бюллетеней	1271	97	73	60	117	22	2	17	1	3	1	46	5	7	52	9	3	53	15	8	0	0	77	5	15	3	107	7	11	15	37	6	2	75	53	4	5	21	21	8	61	1	30	4	1	1	0	10	68	7	10	6	9					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1474	112	177	63	114	21	0	14	0	0	0	82	3	14	55	12	5	34	25	12	11	3	32	0	4	19	260	4	10	21	16	9	6	34	65	11	2	9	5	12	62	39	11	12	15	0	0	6	37	3	8	5	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	13707	2035	1801	1257	787	100	73	76	58	90	135	450	83	119	341	86	84	458	143	119	100	95	571	92	57	61	427	70	118	157	177	44	53	429	516	79	65	86	116	81	239	80	392	132	142	95	110	74	379	74	80	75	146					
9	Число недействительных избирательных бюллетеней	77	0	0	8	35	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	1	3	0	2	2	6	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0					
10	Число действительных избирательных бюллетеней	15104	2147	1978	1312	866	117	73	90	58	90	135	532	86	133	396	98	89	492	168	131	111	98	603	92	61	80	675	74	128	177	190	53	57	461	575	90	67	95	121	91	301	119	403	144	157	95	108	80	416	77	88	80	146					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	650	53	41	35	30	1	4	3	0	2	0	33	2	2	52	7	2	16	11	7	2	0	30	2	12	2	30	2	4	2	33	6	4	15	37	2	2	13	12	5	27	2	24	5	4	2	2	2	39	4	12	6	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	640	53	41	34	30	1	3	3	0	2	0	33	2	2	52	7	2	16	11	7	2	0	30	2	12	2	30	2	4	2	33	6	4	12	37	1	2	13	12	5	27	2	24	4	4	0	2	2	39	4	12	5	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	203	23	11	34	4	3	4	1	2	1	3	6	0	2	4	4	1	4	2	3	5	3	8	1	1	1	4	1	0	2	4	3	5	6	5	2	1	0	1	3	4	3	3	2	3	3	3	1	3	1	5	1	3					
14	Число погашенных неиспользованных открепительных удостоверений	10	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	50	7	10	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	3	14	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																											
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	275	59	26	21	2	10	0	2	3	2	0	3	2	3	1	1	1	2	2	3	6	0	6	2	1	0	52	2	0	8	5	1	2	0	0	0	0	1	2	11	10	1	7	0	3	2	0	2	3	0	1	2	2					
		1.81%	2.75%	1.31%	1.59%	0.22%	8.26%	0.00%	2.22%	5.17%	2.22%	0.00%	0.56%	2.33%	2.26%	0.25%	1.02%	1.12%	0.41%	1.19%	2.29%	5.41%	0.00%	0.99%	2.17%	1.64%	0.00%	7.57%	2.70%	0.00%	4.49%	2.59%	1.89%	3.39%	0.00%	0.00%	0.00%	0.00%	1.05%	1.65%	11.83%	3.32%	0.84%	1.74%	0.00%	1.91%	2.11%	0.00%	2.50%	0.72%	0.00%	1.14%	2.50%	1.37%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	755	61	39	32	22	33	4	12	10	6	12	25	2	3	2	1	1	44	4	3	5	5	21	2	2	3	131	2	3	25	33	1	16	25	19	4	3	2	13	41	11	4	17	10	5	2	3	2	9	1	6	3	10					
		4.97%	2.84%	1.97%	2.42%	2.44%	27.27%	5.48%	13.33%	17.24%	6.67%	8.89%	4.70%	2.33%	2.26%	0.51%	1.02%	1.12%	8.94%	2.38%	2.29%	4.50%	5.10%	3.48%	2.17%	3.28%	3.75%	19.07%	2.70%	2.34%	14.04%	17.10%	1.89%	27.12%	5.40%	3.27%	4.44%	4.48%	2.11%	10.74%	44.09%	3.65%	3.36%	4.22%	6.94%	3.18%	2.11%	2.73%	2.50%	2.16%	1.30%	6.82%	3.75%	6.85%					
