Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																													
Дата голосования: 02.12.2007																																																													
																																																													
Наименование Избирательной комиссии:    Абатская																																																													
																																																													
Сводная таблица результатов выборов																																																													
																																																													
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54					
1	"Число избирателей, внесенных в списки избирателей"	15872	2196	1971	1106	1004	138	74	111	67	93	128	582	101	141	451	108	84	540	183	151	108	110	661	94	92	38	41	756	60	118	186	231	55	72	517	567	108	76	101	128	96	334	78	45	433	161	174	98	121	87	454	83	96	74	190					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	16679	2284	2096	1160	1021	132	75	114	68	93	128	607	107	145	477	121	86	580	192	161	117	106	684	96	100	41	43	812	70	129	204	247	62	76	540	614	109	76	112	139	98	402	78	50	429	166	174	103	121	93	480	88	99	85	189					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	14385	2040	1733	1027	884	120	73	105	67	93	128	475	92	119	397	104	79	498	166	145	96	102	621	94	89	38	41	623	60	109	156	198	49	66	475	518	93	73	92	115	91	281	78	42	393	158	159	87	121	78	423	80	92	70	179					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1118	101	150	73	99	12	0	5	0	0	0	85	9	17	51	4	5	37	14	4	7	4	22	0	3	0	0	104	0	8	24	28	6	6	27	47	11	3	8	8	5	50	0	2	16	1	15	11	0	9	20	3	0	4	0					
6	Число погашенных избирательных бюллетеней	1176	143	213	60	38	0	2	4	1	0	0	47	6	9	29	13	2	45	12	12	14	0	41	2	8	3	2	85	10	12	24	21	7	4	38	49	5	0	12	16	2	71	0	6	20	7	0	5	0	6	37	5	7	11	10					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1118	101	150	73	99	12	0	5	0	0	0	85	9	17	51	4	5	37	14	4	7	4	22	0	3	0	0	104	0	8	24	28	6	6	27	47	11	3	8	8	5	50	0	2	16	1	15	11	0	9	20	3	0	4	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	14385	2040	1733	1027	884	120	73	105	67	93	128	475	92	119	397	104	79	498	166	145	96	102	621	94	89	38	41	623	60	109	156	198	49	66	475	518	93	73	92	115	91	281	78	42	393	158	159	87	121	78	423	80	92	70	179					
9	Число недействительных избирательных бюллетеней	219	14	35	12	30	3	0	0	0	0	6	54	6	0	0	0	0	0	5	0	5	0	0	0	4	2	6	8	0	0	4	4	0	1	1	2	0	0	0	5	0	0	0	0	0	8	0	1	0	1	0	0	0	1	1					
10	Число действительных избирательных бюллетеней	15284	2127	1848	1088	953	129	73	110	67	93	122	506	95	136	448	108	84	535	175	149	98	106	643	94	88	36	35	719	60	117	176	222	55	71	501	563	104	76	100	118	96	331	78	44	409	151	174	97	121	86	443	83	92	73	178					
