Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																												
Дата голосования: 04.12.2011																																												
																																												
Наименование Избирательной комиссии:    Алейская																																												
																																												
Сводная таблица результатов выборов																																												
																																												
		Сумма	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553					
1	"Число избирателей, внесенных в список избирателей"	14791	605	248	49	138	182	313	559	477	100	951	86	313	1018	414	209	220	544	729	106	589	733	491	57	100	166	116	521	350	772	85	698	414	393	481	543	529	492					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	14647	610	230	47	130	170	310	570	450	100	940	90	310	1000	410	200	210	550	710	110	600	700	510	50	100	170	110	520	340	750	80	690	420	390	490	550	530	500					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	8405	315	167	39	107	143	193	292	279	63	468	49	211	491	250	103	131	287	373	51	317	421	250	32	65	96	71	274	212	479	67	438	322	206	330	266	299	248					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	979	30	5	0	5	7	9	41	35	4	100	14	37	62	23	17	24	24	9	7	51	33	83	8	0	9	13	14	18	39	9	56	15	37	21	48	36	36					
6	Число погашенных избирательных бюллетеней	5263	265	58	8	18	20	108	237	136	33	372	27	62	447	137	80	55	239	328	52	232	246	177	10	35	65	26	232	110	232	4	196	83	147	139	236	195	216					
7	Число избирательных бюллетеней в переносных ящиках для голосования	979	30	5	0	5	7	9	41	35	4	100	14	37	62	23	17	24	24	9	7	51	33	83	8	0	9	13	14	18	39	9	56	15	37	21	48	36	36					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8405	315	167	39	107	143	193	292	279	63	468	49	211	491	250	103	131	287	373	51	317	421	250	32	65	96	71	274	212	479	67	438	322	206	330	266	299	248					
9	Число недействительных избирательных бюллетеней	197	12	6	0	0	1	9	9	12	1	6	3	6	11	10	1	3	9	12	2	8	5	5	0	0	0	1	15	5	7	0	9	8	5	5	4	2	5					
10	Число действительных избирательных бюллетеней	9187	333	166	39	112	149	193	324	302	66	562	60	242	542	263	119	152	302	370	56	360	449	328	40	65	105	83	273	225	511	76	485	329	238	346	310	333	279					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	128	7	0	0	0	3	2	3	5	0	6	0	2	6	3	2	2	11	7	0	4	3	10	1	0	2	1	2	5	8	2	4	2	4	9	5	7	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	123	7	0	0	0	3	2	3	4	0	6	0	1	6	3	2	2	11	7	0	4	3	10	1	0	1	1	2	5	8	2	4	2	2	9	5	7	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	143	6	5	3	3	2	1	4	4	4	2	4	6	5	4	3	4	5	6	3	2	8	5	3	3	2	2	4	3	9	4	4	2	4	5	3	4	2					
14	Число погашенных неиспользованных открепительных удостоверений	5	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																												
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1356	41	16	8	11	49	22	37	40	12	82	8	34	103	34	8	15	48	67	6	37	67	60	7	10	16	12	44	58	89	1	75	42	36	40	34	44	43					
		14.45%	11.88%	9.30%	20.51%	9.82%	32.67%	10.89%	11.11%	12.74%	17.91%	14.44%	12.70%	13.71%	18.63%	12.45%	6.67%	9.68%	15.43%	17.54%	10.34%	10.05%	14.76%	18.02%	17.50%	15.38%	15.24%	14.29%	15.28%	25.22%	17.18%	1.32%	15.18%	12.46%	14.81%	11.40%	10.83%	13.13%	15.14%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1429	45	29	6	28	22	41	36	45	10	74	9	22	63	74	30	35	39	55	7	45	78	71	5	12	15	8	50	22	101	15	63	51	27	36	40	58	62					
		15.23%	13.04%	16.86%	15.38%	25.00%	14.67%	20.30%	10.81%	14.33%	14.93%	13.03%	14.29%	8.87%	11.39%	27.11%	25.00%	22.58%	12.54%	14.40%	12.07%	12.23%	17.18%	21.32%	12.50%	18.46%	14.29%	9.52%	17.36%	9.57%	19.50%	19.74%	12.75%	15.13%	11.11%	10.26%	12.74%	17.31%	21.83%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	58	2	0	0	1	0	2	1	1	0	2	0	1	7	4	0	1	1	1	2	0	5	4	0	1	1	0	1	0	6	2	1	2	2	4	2	0	1					
