Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																											
Дата голосования: 02.12.2007																											
																											
Наименование Избирательной комиссии:    Глазуновская																											
																											
Сводная таблица результатов выборов																											
																											
		Сумма	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №795	УИК №796					
1	"Число избирателей, внесенных в списки избирателей"	11223	1014	972	923	551	293	234	451	378	409	466	562	552	371	478	331	237	649	376	999	977					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	11192	1000	980	900	510	300	220	450	400	480	450	520	530	350	480	340	250	650	382	1000	1000					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	7280	669	757	618	410	192	153	306	247	312	321	342	271	246	232	221	167	420	233	570	593					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1779	51	55	65	63	70	43	94	109	97	84	86	204	56	169	77	45	163	74	83	91					
6	Число погашенных избирательных бюллетеней	2133	280	168	217	37	38	24	50	44	71	45	92	55	48	79	42	38	67	75	347	316					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1779	51	55	65	63	70	43	94	109	97	84	86	204	56	169	77	45	163	74	83	91					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7280	669	757	618	410	192	153	306	247	312	321	342	271	246	232	221	167	420	233	570	593					
9	Число недействительных избирательных бюллетеней	89	7	27	6	1	1	0	8	4	6	1	2	2	0	4	1	2	5	3	5	4					
10	Число действительных избирательных бюллетеней	8970	713	785	677	472	261	196	392	352	403	404	426	473	302	397	297	210	578	304	648	680					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	197	10	10	10	10	10	10	10	10	10	10	10	10	10	10	5	10	15	7	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	112	9	10	7	10	7	6	7	4	10	1	2	0	1	1	1	4	14	0	8	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	64	15	8	7	5	1	1	0	4	1	1	3	1	0	4	2	2	2	0	4	3					
14	Число погашенных неиспользованных открепительных удостоверений	85	1	0	3	0	3	4	3	6	0	9	8	10	9	9	4	6	1	7	2	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																											
18	1.Политическая партия «Аграрная партия России»	153	11	9	6	7	4	3	9	5	11	9	6	11	2	10	4	3	13	4	14	12					
		1.69%	1.53%	1.11%	0.88%	1.48%	1.53%	1.53%	2.25%	1.40%	2.69%	2.22%	1.40%	2.32%	0.66%	2.49%	1.34%	1.42%	2.23%	1.30%	2.14%	1.75%					
19	2.Всероссийская политическая партия «Гражданская Сила»	45	3	9	4	3	0	2	2	3	1	1	1	1	2	0	1	1	0	0	6	5					
		0.50%	0.42%	1.11%	0.59%	0.63%	0.00%	1.02%	0.50%	0.84%	0.24%	0.25%	0.23%	0.21%	0.66%	0.00%	0.34%	0.47%	0.00%	0.00%	0.92%	0.73%					
20	3.Политическая партия «Демократическая партия России»	8	2	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	2	0	0	0					
