Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																			
Дата голосования: 07.12.2003 0:00:00																																			
																																			
Наименование Избирательной комиссии:    Район Чертаново Северное																																			
																																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																			
																																			
		Сумма	УИК №1915	УИК №1916	УИК №1917	УИК №1918	УИК №1919	УИК №1920	УИК №1921	УИК №1922	УИК №1923	УИК №1924	УИК №1925	УИК №1926	УИК №1927	УИК №1928	УИК №1929	УИК №1930	УИК №1931	УИК №1932	УИК №1933	УИК №1934	УИК №1935	УИК №1936	УИК №1937	УИК №1938	УИК №1939	УИК №1940	УИК №1941	УИК №1942					
1	"Число избирателей, внесенных в списки"	66600	2767	2800	2444	2649	2516	2284	2011	2911	2155	2093	2035	2494	2355	2242	2593	2353	2420	2442	2005	2167	2182	2093	1791	2504	2568	2644	2378	2704					
2	"Число бюллетеней, полученных участковыми комиссиями"	65600	2700	2800	2400	2600	2400	2300	1900	2800	2100	2100	2000	2500	2300	2200	2600	2400	2300	2400	2000	2100	2100	2100	1800	2500	2500	2600	2400	2700					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	38068	1689	1641	1367	1557	1437	1285	1164	1695	1255	1118	1048	1476	1318	1184	1626	1375	1290	1280	1064	1214	1209	1165	1045	1397	1529	1549	1442	1649					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1274	25	35	27	43	49	57	54	52	35	43	44	30	29	22	85	43	22	54	41	38	32	54	41	92	77	75	25	50					
6	Число погашенных бюллетеней	26258	986	1124	1006	1000	914	958	682	1053	810	939	908	994	953	994	889	982	988	1066	895	848	859	881	714	1011	894	976	933	1001					
7	Число бюллетеней в переносных ящиках для голосования	1274	25	35	27	43	49	57	54	52	35	43	44	30	29	22	85	43	22	54	41	38	32	54	41	92	77	75	25	50					
8	Число бюллетеней в стационарных ящиках для голосования	37916	1687	1637	1367	1548	1437	1283	1164	1695	1255	1115	1048	1476	1315	1183	1593	1375	1277	1280	1064	1179	1209	1155	1041	1397	1523	1527	1442	1644					
9	Число недействительных бюллетеней	366	4	13	6	11	19	18	8	10	7	8	17	28	20	8	16	10	15	31	22	16	21	12	7	7	12	0	8	12					
10	Число действительных бюллетеней	38824	1708	1659	1388	1580	1467	1322	1210	1737	1283	1150	1075	1478	1324	1197	1662	1408	1284	1303	1083	1201	1220	1197	1075	1482	1588	1602	1459	1682					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	1994	80	80	69	79	70	70	55	80	70	70	70	70	70	70	80	70	70	69	70	69	70	70	55	70	70	78	70	80					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	951	35	33	35	27	34	37	28	48	34	35	19	29	31	24	33	39	35	40	37	26	37	18	17	54	42	41	36	47					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	687	89	16	15	14	15	25	68	56	29	19	6	18	13	25	37	26	13	14	16	16	10	18	20	34	28	12	19	16					
14	Число погашенных открепительных удостоверений	1043	45	47	34	52	36	33	27	32	36	35	51	41	39	46	47	31	35	29	33	43	33	52	38	16	28	37	34	33					
15	Число открепительных удостоверений выданных ТИК	6	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																			
18	"1. ""ЕДИНЕНИЕ"""	236	6	6	9	7	15	6	5	20	6	2	8	12	7	6	11	9	7	4	7	10	13	18	6	10	1	5	8	12					
		0.60%	0.35%	0.35%	0.64%	0.43%	1.00%	0.44%	0.41%	1.14%	0.46%	0.17%	0.73%	0.79%	0.52%	0.49%	0.65%	0.63%	0.53%	0.29%	0.63%	0.82%	1.04%	1.48%	0.55%	0.67%	0.06%	0.31%	0.54%	0.70%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	3280	249	163	96	143	98	112	98	93	112	99	85	132	93	112	136	144	100	97	61	71	87	98	65	128	175	160	131	142					
		8.36%	14.54%	9.74%	6.88%	8.98%	6.59%	8.35%	8.04%	5.32%	8.68%	8.54%	7.78%	8.76%	6.91%	9.29%	8.10%	10.15%	7.69%	7.27%	5.52%	5.83%	7.01%	8.10%	6.00%	8.59%	10.93%	9.98%	8.92%	8.38%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	833	31	40	38	29	38	36	23	39	25	30	31	37	26	14	33	31	22	30	21	27	25	27	31	32	25	39	16	37					
		2.12%	1.81%	2.39%	2.72%	1.82%	2.55%	2.68%	1.88%	2.23%	1.93%	2.59%	2.83%	2.45%	1.93%	1.16%	1.96%	2.18%	1.69%	2.24%	1.90%	2.21%	2.01%	2.23%	2.86%	2.14%	1.56%	2.43%	1.09%	2.18%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	4110	272	197	141	184	136	148	181	123	147	113	103	149	129	117	169	188	143	101	75	93	117	129	108	154	173	172	171	177					
		10.48%	15.88%	11.78%	10.11%	11.56%	9.15%	11.04%	14.86%	7.04%	11.39%	9.75%	9.43%	9.89%	9.59%	9.70%	10.07%	13.25%	11.00%	7.57%	6.78%	7.64%	9.42%	10.66%	9.98%	10.34%	10.81%	10.73%	11.65%	10.44%					
22	"5. ""За Русь Святую"""	180	3	3	5	5	9	4	7	5	5	4	11	6	3	11	12	6	6	10	10	4	11	2	7	6	8	7	4	6					
		0.45%	0.17%	0.17%	0.35%	0.31%	0.60%	0.29%	0.57%	0.28%	0.38%	0.34%	1.00%	0.39%	0.22%	0.91%	0.71%	0.42%	0.46%	0.74%	0.90%	0.32%	0.88%	0.16%	0.64%	0.40%	0.5%	0.43%	0.27%	0.35%					
23	"6. ""Объединенная Российская партия ""Русь"""	74	4	3	2	4	3	2	5	5	1	1	1	3	5	3	2	3	0	3	4	4	0	0	0	2	2	1	3	8					
		0.18%	0.23%	0.17%	0.14%	0.25%	0.20%	0.14%	0.41%	0.28%	0.07%	0.08%	0.09%	0.19%	0.37%	0.24%	0.11%	0.21%	0.0%	0.22%	0.36%	0.32%	0.0%	0.0%	0.0%	0.13%	0.12%	0.06%	0.20%	0.47%					
24	"7. ""Новый курс - Автомобильная Россия"""	659	34	27	16	17	28	27	27	29	38	22	14	25	18	19	19	25	29	21	20	25	15	21	19	23	28	28	25	20					
		1.68%	1.98%	1.61%	1.14%	1.06%	1.88%	2.01%	2.21%	1.65%	2.94%	1.89%	1.28%	1.66%	1.33%	1.57%	1.13%	1.76%	2.23%	1.57%	1.80%	2.05%	1.20%	1.73%	1.75%	1.54%	1.75%	1.74%	1.70%	1.18%					
25	"8. ""Народно-республиканская партия России"""	30	0	0	1	0	1	0	1	1	0	0	0	8	2	1	0	2	0	0	5	1	1	1	1	1	2	1	0	0					
		0.07%	0.0%	0.0%	0.07%	0.0%	0.06%	0.0%	0.08%	0.05%	0.0%	0.0%	0.0%	0.53%	0.14%	0.08%	0.0%	0.14%	0.0%	0.0%	0.45%	0.08%	0.08%	0.08%	0.09%	0.06%	0.12%	0.06%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	307	17	9	10	16	18	13	12	14	11	9	10	13	5	5	6	6	10	6	7	14	22	9	9	11	6	15	9	15					
		0.78%	0.99%	0.53%	0.71%	1.00%	1.21%	0.97%	0.98%	0.80%	0.85%	0.77%	0.91%	0.86%	0.37%	0.41%	0.35%	0.42%	0.76%	0.44%	0.63%	1.15%	1.77%	0.74%	0.83%	0.73%	0.37%	0.93%	0.61%	0.88%					
27	"10. ""Аграрная партия России"""	610	22	30	29	13	22	18	25	34	23	16	17	31	22	23	27	14	21	21	19	16	12	13	26	24	21	20	22	29					
		1.55%	1.28%	1.79%	2.08%	0.81%	1.48%	1.34%	2.05%	1.94%	1.78%	1.38%	1.55%	2.05%	1.63%	1.90%	1.60%	0.98%	1.61%	1.57%	1.71%	1.31%	0.96%	1.07%	2.40%	1.61%	1.31%	1.24%	1.49%	1.71%					
28	"11. ""Истинные патриоты России"""	27	0	1	0	0	0	1	0	5	2	0	0	1	2	0	1	0	2	0	1	1	1	0	0	1	4	2	0	2					
		0.06%	0.0%	0.05%	0.0%	0.0%	0.0%	0.07%	0.0%	0.28%	0.15%	0.0%	0.0%	0.06%	0.14%	0.0%	0.05%	0.0%	0.15%	0.0%	0.09%	0.08%	0.08%	0.0%	0.0%	0.06%	0.25%	0.12%	0.0%	0.11%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	382	17	14	11	23	10	17	0	12	7	14	5	14	18	14	15	23	23	15	12	22	15	8	9	18	7	10	17	12					
		0.97%	0.99%	0.83%	0.78%	1.44%	0.67%	1.26%	0.0%	0.68%	0.54%	1.20%	0.45%	0.92%	1.33%	1.16%	0.89%	1.62%	1.77%	1.12%	1.08%	1.80%	1.20%	0.66%	0.83%	1.20%	0.43%	0.62%	1.15%	0.70%					
30	"13. ""Демократическая партия России"""	48	0	0	3	0	1	5	1	2	3	0	7	2	2	4	4	2	1	0	2	0	2	1	0	2	1	0	2	1					
		0.12%	0.0%	0.0%	0.21%	0.0%	0.06%	0.37%	0.08%	0.11%	0.23%	0.0%	0.64%	0.13%	0.14%	0.33%	0.23%	0.14%	0.07%	0.0%	0.18%	0.0%	0.16%	0.08%	0.0%	0.13%	0.06%	0.0%	0.13%	0.05%					
31	"14. ""Великая Россия - Евразийский Союз"""	65	4	6	1	7	1	2	3	3	3	3	0	5	1	0	3	0	1	4	3	2	3	1	1	2	1	1	1	3					
