Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																					
Дата голосования: 02.12.2007																					
																					
Наименование Избирательной комиссии:    Заречная городская																					
																					
Сводная таблица результатов выборов																					
																					
		Сумма	УИК №1788	УИК №1789	УИК №1790	УИК №1791	УИК №1792	УИК №1793	УИК №1794	УИК №1795	УИК №1796	УИК №1797	УИК №1798	УИК №1799	УИК №1800	УИК №1801					
1	"Число избирателей, внесенных в списки избирателей"	24989	1899	2705	2634	2381	2739	2704	2793	2146	2172	251	314	752	1312	187					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	23000	1700	2400	2400	2100	2600	2600	2650	2000	2000	230	250	700	1200	170					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	15445	1238	1743	1596	1307	1740	1748	1763	1406	1410	158	190	454	583	109					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	726	10	249	98	105	24	28	25	17	8	6	23	28	91	14					
6	Число погашенных избирательных бюллетеней	6829	452	408	706	688	836	824	862	577	582	66	37	218	526	47					
7	Число избирательных бюллетеней в переносных ящиках для голосования	726	10	249	98	105	24	28	25	17	8	6	23	28	91	14					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	15440	1238	1743	1596	1307	1740	1748	1763	1401	1410	158	190	454	583	109					
9	Число недействительных избирательных бюллетеней	217	10	27	27	19	31	19	23	17	26	3	2	3	9	1					
10	Число действительных избирательных бюллетеней	15949	1238	1965	1667	1393	1733	1757	1765	1401	1392	161	211	479	665	122					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	219	21	30	10	20	22	32	19	23	23	5	2	5	5	2					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	214	21	29	10	20	21	32	19	23	23	3	1	5	5	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	149	11	35	23	6	11	10	13	5	5	4	4	4	12	6					
14	Число погашенных неиспользованных открепительных удостоверений	5	0	1	0	0	1	0	0	0	0	2	1	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	31	7	3	4	2	3	4	1	2	4	1	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																					
18	1.Политическая партия «Аграрная партия России»	295	32	35	34	17	31	29	18	18	30	1	7	11	28	4					
		1.82%	2.56%	1.76%	2.01%	1.20%	1.76%	1.63%	1.01%	1.27%	2.12%	0.61%	3.29%	2.28%	4.15%	3.25%					
19	2.Всероссийская политическая партия «Гражданская Сила»	918	106	99	100	66	90	109	98	76	79	27	7	16	40	5					
		5.68%	8.49%	4.97%	5.90%	4.67%	5.10%	6.14%	5.48%	5.36%	5.57%	16.46%	3.29%	3.32%	5.93%	4.07%					
20	3.Политическая партия «Демократическая партия России»	14	3	0	0	2	1	1	2	3	0	0	0	0	1	1					
		0.09%	0.24%	0.00%	0.00%	0.14%	0.06%	0.06%	0.11%	0.21%	0.00%	0.00%	0.00%	0.00%	0.15%	0.81%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1381	91	184	130	119	162	174	157	132	150	3	10	23	41	5					
		8.54%	7.29%	9.24%	7.67%	8.43%	9.18%	9.80%	8.78%	9.31%	10.58%	1.83%	4.69%	4.77%	6.08%	4.07%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	222	20	31	27	21	23	29	25	22	14	2	0	2	4	2					
		1.37%	1.60%	1.56%	1.59%	1.49%	1.30%	1.63%	1.40%	1.55%	0.99%	1.22%	0.00%	0.41%	0.59%	1.63%					
23	6.Политическая партия «Партия социальной справедливости»	40	1	6	4	0	8	4	5	3	4	1	0	2	2	0					
		0.25%	0.08%	0.30%	0.24%	0.00%	0.45%	0.23%	0.28%	0.21%	0.28%	0.61%	0.00%	0.41%	0.30%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	2045	123	283	219	185	235	223	209	178	188	28	23	61	74	16					
		12.65%	9.86%	14.21%	12.93%	13.10%	13.32%	12.56%	11.69%	12.55%	13.26%	17.07%	10.80%	12.66%	10.98%	13.01%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	825	69	93	81	51	98	104	104	83	77	10	7	19	25	4					
		5.10%	5.53%	4.67%	4.78%	3.61%	5.56%	5.86%	5.82%	5.85%	5.43%	6.10%	3.29%	3.94%	3.71%	3.25%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	76	6	5	8	8	7	3	10	8	6	5	2	2	5	1					
		0.47%	0.48%	0.25%	0.47%	0.57%	0.40%	0.17%	0.56%	0.56%	0.42%	3.05%	0.94%	0.41%	0.74%	0.81%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	9808	760	1203	1044	899	1032	1037	1082	837	812	83	155	339	443	82					
		60.67%	60.90%	60.39%	61.63%	63.67%	58.50%	58.39%	60.51%	59.03%	57.26%	50.61%	72.77%	70.33%	65.73%	66.67%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	325	27	26	20	25	46	44	55	41	32	1	0	4	2	2					
		2.01%	2.16%	1.31%	1.18%	1.77%	2.61%	2.48%	3.08%	2.89%	2.26%	0.61%	0.00%	0.83%	0.30%	1.63%					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
