Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																															
Дата голосования: 04.12.2011																																															
																																															
Наименование Избирательной комиссии:    Выселковская																																															
																																															
Сводная таблица результатов выборов																																															
																																															
		Сумма	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840					
1	"Число избирателей, внесенных в список избирателей"	46399	1655	666	514	588	536	1405	1609	1951	405	1382	1011	304	1750	1769	2171	1011	1516	2503	2587	645	378	2409	1638	293	357	807	1012	913	1251	1047	177	872	237	474	1885	1299	1585	1590	885	1312					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	47499	1700	665	540	585	545	1560	1660	2050	470	1300	1015	315	1770	1780	2080	1010	1525	2530	2680	660	380	2360	1720	295	380	825	1039	950	1270	1070	175	910	240	515	2050	1340	1620	1630	920	1370					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	30964	1001	355	297	383	239	965	991	1283	239	900	753	190	1192	1220	1644	690	964	1567	1904	314	214	1767	1083	215	274	664	785	562	945	704	112	589	208	221	1358	791	988	1012	535	846					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	5277	131	85	130	71	162	295	170	238	71	119	112	46	142	193	191	37	108	463	212	235	115	127	227	40	27	15	57	79	54	72	24	185	15	164	183	115	176	144	109	138					
6	Число погашенных избирательных бюллетеней	11258	568	225	113	131	144	300	499	529	160	281	150	79	436	367	245	283	453	500	564	111	51	466	410	40	79	146	197	309	271	294	39	136	17	130	509	434	456	474	276	386					
7	Число избирательных бюллетеней в переносных ящиках для голосования	5277	131	85	130	71	162	295	170	238	71	119	112	46	142	193	191	37	108	463	212	235	115	127	227	40	27	15	57	79	54	72	24	185	15	164	183	115	176	144	109	138					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	30963	1001	355	297	383	239	965	991	1283	239	900	753	190	1192	1220	1644	690	964	1567	1903	314	214	1767	1083	215	274	664	785	562	945	704	112	589	208	221	1358	791	988	1012	535	846					
9	Число недействительных избирательных бюллетеней	745	11	10	10	5	6	18	19	44	4	31	10	6	35	28	25	11	26	29	149	10	5	36	20	6	1	11	14	18	6	20	2	0	0	5	18	18	33	21	13	11					
10	Число действительных избирательных бюллетеней	35495	1121	430	417	449	395	1242	1142	1477	306	988	855	230	1299	1385	1810	716	1046	2001	1966	539	324	1858	1290	249	300	668	828	623	993	756	134	774	223	380	1523	888	1131	1135	631	973					
