Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																				
Дата голосования: 02.12.2007																																				
																																				
Наименование Избирательной комиссии:    Невельская																																				
																																				
Сводная таблица результатов выборов																																				
																																				
		Сумма	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641					
1	"Число избирателей, внесенных в списки избирателей"	24515	1482	1447	1446	1669	1397	1526	1522	1789	1496	1416	677	404	822	323	417	303	364	494	378	375	641	526	393	200	328	218	239	840	1383					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	21833	1328	1280	1319	1491	1268	1390	1373	1489	1302	1300	627	379	620	281	376	272	315	448	338	344	604	472	368	191	299	198	211	750	1200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	12215	855	782	793	855	827	835	937	903	753	905	318	82	414	108	195	98	139	167	83	132	351	181	171	95	83	111	118	315	609					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	3806	77	96	35	101	45	58	41	193	59	32	235	196	138	116	108	106	103	164	167	168	101	255	97	57	157	70	62	359	410					
6	Число погашенных избирательных бюллетеней	5812	396	402	491	535	396	497	395	393	490	363	74	101	68	57	73	68	73	117	88	44	152	36	100	39	59	17	31	76	181					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3806	77	96	35	101	45	58	41	193	59	32	235	196	138	116	108	106	103	164	167	168	101	255	97	57	157	70	62	359	410					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	12212	854	782	793	854	827	835	937	903	753	904	318	82	414	108	195	98	139	167	83	132	351	181	171	95	83	111	118	315	609					
9	Число недействительных избирательных бюллетеней	98	5	6	2	11	1	8	12	10	5	10	3	1	2	2	0	1	1	3	0	0	6	1	1	0	1	0	0	2	4					
10	Число действительных избирательных бюллетеней	15920	926	872	826	944	871	885	966	1086	807	926	550	277	550	222	303	203	241	328	250	300	446	435	267	152	239	181	180	672	1015					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	417	13	17	22	22	17	17	22	22	14	17	20	20	10	10	10	10	10	10	10	10	15	10	20	10	19	10	10	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	267	8	9	15	18	14	13	12	14	10	11	20	19	8	1	6	2	0	4	2	3	14	10	20	7	15	2	0	3	7					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	250	11	10	5	10	18	11	16	19	8	8	9	0	56	4	5	5	7	2	0	4	1	7	3	4	7	1	0	6	13					
14	Число погашенных неиспользованных открепительных удостоверений	150	5	8	7	4	3	4	10	8	4	6	0	1	2	9	4	8	10	6	8	7	1	0	0	3	4	8	10	7	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	23	1	0	0	1	0	3	1	1	3	3	0	2	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																				
18	1.Политическая партия «Аграрная партия России»	385	11	19	19	9	23	15	28	23	17	12	10	11	19	4	6	6	5	7	8	18	11	8	7	5	10	8	10	13	43					
		2.40%	1.18%	2.16%	2.29%	0.94%	2.64%	1.68%	2.86%	2.10%	2.09%	1.28%	1.81%	3.96%	3.44%	1.79%	1.98%	2.94%	2.07%	2.11%	3.20%	6.00%	2.43%	1.83%	2.61%	3.29%	4.17%	4.42%	5.56%	1.93%	4.22%					
19	2.Всероссийская политическая партия «Гражданская Сила»	100	7	6	6	10	8	9	4	7	2	9	7	0	2	6	0	1	1	1	0	3	3	1	0	0	1	0	4	0	2					
		0.62%	0.75%	0.68%	0.72%	1.05%	0.92%	1.01%	0.41%	0.64%	0.25%	0.96%	1.27%	0.00%	0.36%	2.68%	0.00%	0.49%	0.41%	0.30%	0.00%	1.00%	0.66%	0.23%	0.00%	0.00%	0.42%	0.00%	2.22%	0.00%	0.20%					
20	3.Политическая партия «Демократическая партия России»	18	0	1	1	2	2	2	0	3	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	2	0	0					
		0.11%	0.00%	0.11%	0.12%	0.21%	0.23%	0.22%	0.00%	0.27%	0.12%	0.00%	0.00%	0.00%	0.00%	0.45%	0.33%	0.00%	0.00%	0.00%	0.00%	0.33%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	1.11%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2433	180	129	153	108	160	187	190	133	136	220	42	21	123	17	33	26	32	30	32	39	94	37	30	19	25	11	22	72	132					
		15.19%	19.33%	14.69%	18.48%	11.31%	18.35%	20.94%	19.43%	12.14%	16.75%	23.50%	7.59%	7.55%	22.28%	7.59%	10.89%	12.75%	13.22%	9.06%	12.80%	13.00%	20.80%	8.49%	11.19%	12.50%	10.42%	6.08%	12.22%	10.68%	12.95%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	38	2	2	4	3	4	3	4	2	2	3	0	1	2	1	0	0	0	0	0	1	0	1	1	1	0	0	0	0	1					
		0.24%	0.21%	0.23%	0.48%	0.31%	0.46%	0.34%	0.41%	0.18%	0.25%	0.32%	0.00%	0.36%	0.36%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.23%	0.37%	0.66%	0.00%	0.00%	0.00%	0.00%	0.10%					
23	6.Политическая партия «Партия социальной справедливости»	33	3	2	0	3	1	1	5	2	0	1	3	0	1	0	0	2	1	1	1	0	1	0	0	0	2	1	1	0	1					
		0.21%	0.32%	0.23%	0.00%	0.31%	0.11%	0.11%	0.51%	0.18%	0.00%	0.11%	0.54%	0.00%	0.18%	0.00%	0.00%	0.98%	0.41%	0.30%	0.40%	0.00%	0.22%	0.00%	0.00%	0.00%	0.83%	0.55%	0.56%	0.00%	0.10%					
24	7.Политическая партия «Либерально-демократическая партия России»	1290	62	75	70	112	72	82	91	90	76	66	32	20	32	15	15	14	17	12	14	19	39	31	28	10	17	16	21	47	95					
		8.05%	6.66%	8.54%	8.45%	11.73%	8.26%	9.18%	9.30%	8.21%	9.36%	7.05%	5.79%	7.19%	5.80%	6.70%	4.95%	6.86%	7.02%	3.63%	5.60%	6.33%	8.63%	7.11%	10.45%	6.58%	7.08%	8.84%	11.67%	6.97%	9.32%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	2443	195	162	139	134	167	99	152	168	140	176	71	56	73	33	54	22	51	51	27	42	38	78	24	15	31	27	8	69	141					
		15.25%	20.95%	18.45%	16.79%	14.03%	19.15%	11.09%	15.54%	15.33%	17.24%	18.80%	12.84%	20.14%	13.22%	14.73%	17.82%	10.78%	21.07%	15.41%	10.80%	14.00%	8.41%	17.89%	8.96%	9.87%	12.92%	14.92%	4.44%	10.24%	13.84%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	125	10	5	4	11	9	8	8	7	6	11	2	4	4	1	2	2	2	3	4	1	3	3	1	1	2	0	3	7	1					
		0.78%	1.07%	0.57%	0.48%	1.15%	1.03%	0.90%	0.82%	0.64%	0.74%	1.18%	0.36%	1.44%	0.72%	0.45%	0.66%	0.98%	0.83%	0.91%	1.60%	0.33%	0.66%	0.69%	0.37%	0.66%	0.83%	0.00%	1.67%	1.04%	0.10%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	8870	448	467	418	540	409	468	460	645	412	399	379	163	288	142	189	130	132	221	161	176	247	276	173	100	150	114	109	461	593					
		55.38%	48.12%	53.19%	50.48%	56.54%	46.90%	52.41%	47.03%	58.85%	50.74%	42.63%	68.54%	58.63%	52.17%	63.39%	62.38%	63.73%	54.55%	66.77%	64.40%	58.67%	54.65%	63.30%	64.55%	65.79%	62.50%	62.98%	60.56%	68.40%	58.19%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	185	8	4	12	12	16	11	24	6	15	29	4	1	6	2	3	0	0	2	3	0	9	0	3	1	1	4	0	3	6					
		1.15%	0.86%	0.46%	1.45%	1.26%	1.83%	1.23%	2.45%	0.55%	1.85%	3.10%	0.72%	0.36%	1.09%	0.89%	0.99%	0.00%	0.00%	0.60%	1.20%	0.00%	1.99%	0.00%	1.12%	0.66%	0.42%	2.21%	0.00%	0.45%	0.59%					
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
