Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																				
Дата голосования: 02.12.2007																																																				
																																																				
Наименование Избирательной комиссии:    Крутинская																																																				
																																																				
Сводная таблица результатов выборов																																																				
																																																				
		Сумма	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885					
1	"Число избирателей, внесенных в списки избирателей"	14350	1663	1238	1396	1300	87	302	93	183	119	760	120	169	109	321	121	60	658	144	57	36	649	111	66	115	76	726	147	84	36	210	47	98	616	126	93	1025	55	22	144	72	73	526	121	138	38					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	15121	1656	1394	1424	1367	90	299	97	210	122	818	126	176	116	359	138	65	664	163	68	43	714	127	83	125	90	745	147	83	38	228	52	105	644	131	100	1060	56	27	141	73	75	570	130	142	40					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	11729	1205	925	943	926	87	277	92	154	119	673	112	169	109	271	109	55	570	119	45	36	614	107	65	113	76	609	115	83	36	178	43	89	534	107	83	869	55	22	141	72	73	422	96	100	31					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1210	100	112	174	138	0	5	1	11	0	84	8	0	0	49	10	4	87	21	12	0	21	4	1	2	0	50	19	0	0	25	2	8	57	9	9	62	0	0	0	0	0	79	8	32	6					
6	Число погашенных избирательных бюллетеней	2182	351	357	307	303	3	17	4	45	3	61	6	7	7	39	19	6	7	23	11	7	79	16	17	10	14	86	13	0	2	25	7	8	53	15	8	129	1	5	0	1	2	69	26	10	3					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1210	100	112	174	138	0	5	1	11	0	84	8	0	0	49	10	4	87	21	12	0	21	4	1	2	0	50	19	0	0	25	2	8	57	9	9	62	0	0	0	0	0	79	8	32	6					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	11729	1205	925	943	926	87	277	92	154	119	673	112	169	109	271	109	55	570	119	45	36	614	107	65	113	76	609	115	83	36	178	43	89	534	107	83	869	55	22	141	72	73	422	96	100	31					
9	Число недействительных избирательных бюллетеней	178	14	15	16	23	1	2	0	0	0	7	0	0	0	5	1	2	1	2	1	0	23	0	0	0	0	11	2	0	0	4	0	0	6	2	0	24	0	0	0	0	0	13	0	3	0					
10	Число действительных избирательных бюллетеней	12761	1291	1022	1101	1041	86	280	93	165	119	750	120	169	109	315	118	57	656	138	56	36	612	111	66	115	76	648	132	83	36	199	45	97	585	114	92	907	55	22	141	72	73	488	104	129	37					
