Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																	
Дата голосования: 04.12.2011																																																	
																																																	
Наименование Избирательной комиссии:    Крутинская																																																	
																																																	
Сводная таблица результатов выборов																																																	
																																																	
		Сумма	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880					
1	"Число избирателей, внесенных в список избирателей"	13500	946	827	552	984	893	1044	401	66	186	94	165	86	722	98	150	85	277	109	58	618	125	61	656	112	50	117	73	654	119	61	227	88	573	112	75	972	188	67	73	492	94	150					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	14653	1034	1005	646	1007	989	1126	412	66	188	106	203	104	772	102	167	89	285	124	62	646	124	64	698	122	56	119	80	741	125	69	241	94	628	118	80	1007	186	71	79	550	119	149					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	9963	620	626	324	588	519	674	215	0	176	86	130	75	584	89	144	82	219	95	51	530	106	28	557	108	49	116	73	516	77	61	169	75	414	91	67	849	87	67	63	395	80	88					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1289	67	53	74	80	73	78	44	66	9	8	17	7	92	9	6	3	35	10	6	67	16	29	36	3	1	1	0	57	19	0	34	12	54	13	7	50	67	0	10	22	3	51					
6	Число погашенных избирательных бюллетеней	3401	347	326	248	339	397	374	153	0	3	12	56	22	96	4	17	4	31	19	5	49	2	7	105	11	6	2	7	168	29	8	38	7	160	14	6	108	32	4	6	133	36	10					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1289	67	53	74	80	73	78	44	66	9	8	17	7	92	9	6	3	35	10	6	67	16	29	36	3	1	1	0	57	19	0	34	12	54	13	7	50	67	0	10	22	3	51					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9963	620	626	324	588	519	674	215	0	176	86	130	75	584	89	144	82	219	95	51	530	106	28	557	108	49	116	73	516	77	61	169	75	414	91	67	849	87	67	63	395	80	88					
9	Число недействительных избирательных бюллетеней	228	17	8	11	14	13	8	7	0	4	0	2	0	5	0	0	1	8	2	1	37	1	0	8	2	0	0	0	7	6	0	0	0	36	2	0	12	4	0	0	9	0	3					
10	Число действительных избирательных бюллетеней	11024	670	671	387	654	579	744	252	66	181	94	145	82	671	98	150	84	246	103	56	560	121	57	585	109	50	117	73	566	90	61	203	87	432	102	74	887	150	67	73	408	83	136					
