Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																											
Дата голосования: 07.12.2003 0:00:00																																																											
																																																											
"Наименование Избирательной комиссии:    Хабаровск, Железнодорожная"																																																											
																																																											
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																											
																																																											
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52					
1	"Число избирателей, внесенных в списки"	112077	2335	2600	2852	2691	2369	563	2936	2756	2685	2760	2447	2718	1599	1996	2299	2363	2119	596	2569	2082	2690	500	2486	2681	2272	2609	3000	2802	2143	1341	1434	2149	2114	1886	1451	2480	2203	25	2944	2715	2479	2729	2531	2299	2660	1050	1768	2660	286	1496	2165	2694					
2	"Число бюллетеней, полученных участковыми комиссиями"	108960	2200	2400	2500	2600	2300	550	2900	2500	2500	2500	2400	2500	1500	1900	2300	2300	2000	1300	2500	2000	2500	450	2500	2500	2200	2500	2900	2700	2000	2300	1400	2000	2000	1800	1400	2400	2000	200	2800	2700	2500	2700	2500	2200	2600	960	1700	2500	300	1400	2000	2700					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	47299	974	745	1556	1151	977	238	1015	1303	980	1216	1092	1243	866	681	988	1175	946	568	1112	848	1116	286	850	895	955	968	998	1160	1039	961	573	845	788	885	651	1111	839	21	1874	1184	1115	1116	1229	1090	1110	795	539	687	48	674	468	755					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1627	33	21	12	40	23	0	25	36	21	15	18	27	7	36	82	42	90	28	28	29	24	93	31	27	37	26	33	29	16	16	60	26	8	24	5	23	21	4	36	17	14	16	45	30	55	4	17	17	187	9	24	40					
6	Число погашенных бюллетеней	60034	1193	1634	932	1409	1300	312	1860	1161	1499	1269	1290	1230	627	1183	1230	1083	964	704	1360	1123	1360	71	1619	1578	1208	1506	1869	1511	945	1323	767	1129	1204	891	744	1266	1140	175	890	1499	1371	1568	1226	1080	1435	161	1144	1796	65	717	1508	1905					
7	Число бюллетеней в переносных ящиках для голосования	1627	33	21	12	40	23	0	25	36	21	15	18	27	7	36	82	42	90	28	28	29	24	93	31	27	37	26	33	29	16	16	60	26	8	24	5	23	21	4	36	17	14	16	45	30	55	4	17	17	187	9	24	40					
8	Число бюллетеней в стационарных ящиках для голосования	47188	974	745	1555	1151	977	238	1015	1303	980	1211	1024	1243	866	681	988	1173	946	568	1112	848	1116	286	850	893	955	968	998	1160	1039	961	573	845	788	884	651	1111	839	21	1868	1183	1115	1099	1227	1090	1110	789	539	687	48	674	468	755					
9	Число недействительных бюллетеней	555	12	14	35	11	4	3	11	7	8	3	7	13	37	8	9	15	12	7	21	10	4	22	12	12	10	10	14	9	8	10	8	11	8	17	1	8	7	0	26	4	7	11	12	8	13	5	13	15	3	7	6	7					
10	Число действительных бюллетеней	48260	995	752	1532	1180	996	235	1029	1332	993	1223	1035	1257	836	709	1061	1200	1024	589	1119	867	1136	357	869	908	982	984	1017	1180	1047	967	625	860	788	891	655	1126	853	25	1878	1196	1122	1104	1260	1112	1152	788	543	689	232	676	486	788					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	1420	20	20	30	30	30	30	30	30	30	30	30	30	70	30	30	30	30	30	30	20	30	10	20	30	30	30	30	30	30	30	20	20	20	30	30	30	20	0	20	30	30	30	30	30	30	30	30	30	0	30	20	30					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	429	9	7	5	14	3	1	7	27	5	20	12	11	14	5	5	8	13	9	13	4	9	2	7	9	7	7	5	11	4	7	3	5	5	9	9	8	15	0	3	11	10	21	14	6	13	6	2	9	0	7	6	7					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	386	12	3	9	9	4	11	1	18	8	9	2	13	6	6	7	6	2	3	13	3	7	5	4	15	9	11	5	4	3	6	2	5	4	3	11	14	6	25	4	6	7	7	8	15	3	15	2	6	11	6	4	8					
14	Число погашенных открепительных удостоверений	991	11	13	25	16	27	29	23	3	25	10	18	19	56	25	25	22	17	21	17	16	21	8	13	21	23	23	25	19	26	23	17	15	15	21	21	22	5	0	17	19	20	9	16	24	17	24	28	21	0	23	14	23					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																											
18	"1. ""ЕДИНЕНИЕ"""	386	7	5	22	9	13	13	11	10	5	7	7	6	24	8	8	4	6	2	7	5	6	6	10	6	7	4	13	4	5	6	3	6	5	14	3	6	9	0	22	4	6	5	5	0	10	3	4	14	4	8	2	7					
		0.79%	0.69%	0.65%	1.40%	0.75%	1.3%	5.46%	1.05%	0.74%	0.49%	0.57%	0.67%	0.47%	2.74%	1.11%	0.74%	0.32%	0.57%	0.33%	0.61%	0.57%	0.52%	1.58%	1.13%	0.65%	0.70%	0.40%	1.26%	0.33%	0.47%	0.61%	0.47%	0.68%	0.62%	1.54%	0.45%	0.52%	1.04%	0.0%	1.15%	0.33%	0.53%	0.44%	0.39%	0.0%	0.85%	0.37%	0.71%	1.98%	1.70%	1.17%	0.40%	0.88%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	2096	25	27	75	47	45	10	46	42	27	46	39	40	49	21	53	30	23	21	40	26	40	6	34	54	43	52	37	71	39	39	20	42	34	46	50	53	37	0	117	47	68	70	48	36	62	50	25	33	7	40	21	43					
		4.29%	2.48%	3.52%	4.78%	3.94%	4.5%	4.20%	4.42%	3.13%	2.69%	3.75%	3.74%	3.14%	5.61%	2.92%	4.95%	2.46%	2.22%	3.52%	3.50%	2.96%	3.50%	1.58%	3.85%	5.86%	4.33%	5.23%	3.58%	5.97%	3.69%	3.99%	3.15%	4.82%	4.27%	5.06%	7.62%	4.67%	4.30%	0.0%	6.14%	3.91%	6.02%	6.27%	3.77%	3.21%	5.32%	6.30%	4.49%	4.68%	2.97%	5.85%	4.26%	5.40%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1627	43	34	52	54	33	6	32	27	38	27	38	41	20	15	42	59	50	26	51	31	47	12	31	29	39	28	25	33	41	23	22	34	28	36	12	27	20	0	30	34	46	25	62	54	40	16	12	28	8	20	24	22					
		3.33%	4.27%	4.43%	3.31%	4.53%	3.3%	2.52%	3.07%	2.01%	3.79%	2.20%	3.64%	3.22%	2.29%	2.09%	3.92%	4.85%	4.82%	4.36%	4.47%	3.53%	4.12%	3.16%	3.51%	3.15%	3.93%	2.81%	2.42%	2.77%	3.88%	2.35%	3.47%	3.90%	3.51%	3.96%	1.82%	2.38%	2.32%	0.0%	1.57%	2.83%	4.07%	2.24%	4.87%	4.82%	3.43%	2.01%	2.15%	3.97%	3.40%	2.92%	4.87%	2.76%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	4014	57	56	88	55	63	9	83	76	69	84	71	84	41	52	94	106	77	46	78	67	99	11	65	99	109	94	87	116	123	62	71	92	88	84	65	123	71	3	90	100	97	131	181	148	117	65	28	59	9	58	41	72					
		8.22%	5.66%	7.31%	5.61%	4.61%	6.3%	3.78%	7.98%	5.67%	6.89%	6.85%	6.81%	6.61%	4.69%	7.25%	8.78%	8.72%	7.43%	7.71%	6.84%	7.63%	8.68%	2.90%	7.37%	10.76%	10.98%	9.45%	8.43%	9.75%	11.65%	6.34%	11.21%	10.56%	11.05%	9.25%	9.90%	10.84%	8.25%	12.0%	4.72%	8.33%	8.59%	11.74%	14.22%	13.21%	10.04%	8.19%	5.03%	8.38%	3.82%	8.49%	8.33%	9.05%					
22	"5. ""За Русь Святую"""	197	5	3	8	5	2	1	6	3	8	4	3	5	4	6	4	6	5	1	5	1	6	9	6	4	1	1	3	5	0	4	2	5	5	4	2	4	2	0	6	2	4	5	6	1	4	1	3	6	1	6	1	3					
		0.40%	0.49%	0.39%	0.51%	0.41%	0.2%	0.42%	0.57%	0.22%	0.79%	0.32%	0.28%	0.39%	0.45%	0.83%	0.37%	0.49%	0.48%	0.16%	0.43%	0.11%	0.52%	2.37%	0.68%	0.43%	0.10%	0.10%	0.29%	0.42%	0.0%	0.40%	0.31%	0.57%	0.62%	0.44%	0.30%	0.35%	0.23%	0.0%	0.31%	0.16%	0.35%	0.44%	0.47%	0.08%	0.34%	0.12%	0.53%	0.85%	0.42%	0.87%	0.20%	0.37%					
23	"6. ""Объединенная Российская партия ""Русь"""	134	1	1	5	3	3	1	7	10	3	4	0	3	3	3	2	2	3	0	6	2	3	4	1	1	3	2	4	1	3	0	0	4	2	2	1	5	0	0	6	3	6	2	5	0	4	3	0	1	1	2	2	1					
		0.27%	0.09%	0.13%	0.31%	0.25%	0.3%	0.42%	0.67%	0.74%	0.29%	0.32%	0.0%	0.23%	0.34%	0.41%	0.18%	0.16%	0.28%	0.0%	0.52%	0.22%	0.26%	1.05%	0.11%	0.10%	0.30%	0.20%	0.38%	0.08%	0.28%	0.0%	0.0%	0.45%	0.25%	0.22%	0.15%	0.44%	0.0%	0.0%	0.31%	0.25%	0.53%	0.17%	0.39%	0.0%	0.34%	0.37%	0.0%	0.14%	0.42%	0.29%	0.40%	0.12%					
24	"7. ""Новый курс - Автомобильная Россия"""	736	13	10	25	16	11	5	17	25	13	17	17	33	11	12	18	17	15	14	7	10	15	0	15	15	15	20	17	24	29	15	10	11	11	20	8	16	14	0	17	14	20	20	13	12	15	16	9	12	5	7	6	9					
		1.50%	1.29%	1.30%	1.59%	1.34%	1.1%	2.10%	1.63%	1.86%	1.29%	1.38%	1.63%	2.59%	1.26%	1.67%	1.68%	1.39%	1.44%	2.34%	0.61%	1.14%	1.31%	0.0%	1.70%	1.63%	1.51%	2.01%	1.64%	2.01%	2.74%	1.53%	1.57%	1.26%	1.38%	2.20%	1.21%	1.41%	1.62%	0.0%	0.89%	1.16%	1.77%	1.79%	1.02%	1.07%	1.28%	2.01%	1.61%	1.70%	2.12%	1.02%	1.21%	1.13%					
25	"8. ""Народно-республиканская партия России"""	35	1	0	5	0	1	1	0	5	0	0	1	0	1	0	1	1	0	0	0	0	0	5	0	0	0	0	0	0	1	0	0	1	1	0	2	0	0	0	1	1	0	0	0	1	1	1	0	0	2	1	0	0					
		0.07%	0.09%	0.0%	0.31%	0.0%	0.1%	0.42%	0.0%	0.37%	0.0%	0.0%	0.09%	0.0%	0.11%	0.0%	0.09%	0.08%	0.0%	0.0%	0.0%	0.0%	0.0%	1.31%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.09%	0.0%	0.0%	0.11%	0.12%	0.0%	0.30%	0.0%	0.0%	0.0%	0.05%	0.08%	0.0%	0.0%	0.0%	0.08%	0.08%	0.12%	0.0%	0.0%	0.85%	0.14%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	399	11	3	82	9	4	5	3	5	7	8	3	17	11	5	6	4	9	5	6	2	7	4	5	5	6	8	11	13	8	6	4	4	0	4	5	9	4	0	23	8	8	5	5	10	8	14	0	1	1	3	1	4					
		0.81%	1.09%	0.39%	5.23%	0.75%	0.4%	2.10%	0.28%	0.37%	0.69%	0.65%	0.28%	1.33%	1.26%	0.69%	0.56%	0.32%	0.86%	0.83%	0.52%	0.22%	0.61%	1.05%	0.56%	0.54%	0.60%	0.80%	1.06%	1.09%	0.75%	0.61%	0.63%	0.45%	0.0%	0.44%	0.76%	0.79%	0.46%	0.0%	1.20%	0.66%	0.70%	0.44%	0.39%	0.89%	0.68%	1.76%	0.0%	0.14%	0.42%	0.43%	0.20%	0.50%					
27	"10. ""Аграрная партия России"""	803	13	16	17	27	17	1	12	26	12	16	11	17	11	10	14	14	16	5	17	19	20	9	11	10	16	19	9	18	10	48	16	23	14	16	14	19	22	1	15	20	18	24	26	25	25	5	4	12	3	12	12	16					
		1.64%	1.29%	2.08%	1.08%	2.26%	1.7%	0.42%	1.15%	1.94%	1.19%	1.30%	1.05%	1.33%	1.26%	1.39%	1.30%	1.15%	1.54%	0.83%	1.49%	2.16%	1.75%	2.37%	1.24%	1.08%	1.61%	1.91%	0.87%	1.51%	0.94%	4.91%	2.52%	2.64%	1.75%	1.76%	2.13%	1.67%	2.55%	4.0%	0.78%	1.66%	1.59%	2.15%	2.04%	2.23%	2.14%	0.63%	0.71%	1.70%	1.27%	1.75%	2.43%	2.01%					
28	"11. ""Истинные патриоты России"""	133	0	0	12	0	1	1	1	2	0	2	0	4	12	0	3	1	1	0	6	0	0	0	0	0	0	0	2	1	0	0	2	0	1	0	0	0	1	0	5	0	0	1	1	1	0	0	69	2	1	0	0	0					
		0.27%	0.0%	0.0%	0.76%	0.0%	0.1%	0.42%	0.09%	0.14%	0.0%	0.16%	0.0%	0.31%	1.37%	0.0%	0.28%	0.08%	0.09%	0.0%	0.52%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.19%	0.08%	0.0%	0.0%	0.31%	0.0%	0.12%	0.0%	0.0%	0.0%	0.11%	0.0%	0.26%	0.0%	0.0%	0.08%	0.07%	0.08%	0.0%	0.0%	12.41%	0.28%	0.42%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	294	3	8	7	7	5	1	6	8	8	7	4	2	5	6	13	13	6	9	16	7	5	0	5	2	0	7	10	7	2	6	5	9	3	7	1	4	2	0	9	7	5	15	4	7	4	2	0	5	1	8	3	8					
		0.60%	0.29%	1.04%	0.44%	0.58%	0.5%	0.42%	0.57%	0.59%	0.79%	0.57%	0.38%	0.15%	0.57%	0.83%	1.21%	1.06%	0.57%	1.51%	1.40%	0.79%	0.43%	0.0%	0.56%	0.21%	0.0%	0.70%	0.96%	0.58%	0.18%	0.61%	0.78%	1.03%	0.37%	0.77%	0.15%	0.35%	0.23%	0.0%	0.47%	0.58%	0.44%	1.34%	0.31%	0.62%	0.34%	0.25%	0.0%	0.71%	0.42%	1.17%	0.60%	1.00%					
30	"13. ""Демократическая партия России"""	138	3	2	4	4	0	0	4	1	4	4	3	5	6	3	3	1	3	0	4	5	2	3	6	2	1	2	6	2	5	6	5	1	5	2	1	1	3	0	4	1	1	0	0	3	5	3	3	0	1	0	4	1					
		0.28%	0.29%	0.26%	0.25%	0.33%	0.0%	0.0%	0.38%	0.07%	0.39%	0.32%	0.28%	0.39%	0.68%	0.41%	0.28%	0.08%	0.28%	0.0%	0.35%	0.57%	0.17%	0.79%	0.68%	0.21%	0.10%	0.20%	0.58%	0.16%	0.47%	0.61%	0.78%	0.11%	0.62%	0.22%	0.15%	0.08%	0.34%	0.0%	0.21%	0.08%	0.08%	0.0%	0.0%	0.26%	0.42%	0.37%	0.53%	0.0%	0.42%	0.0%	0.81%	0.12%					
