Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																							
Дата голосования: 07.12.2003 0:00:00																							
																							
Наименование Избирательной комиссии:    Кош-Агачская																							
																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																							
																							
		Сумма	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39					
1	"Число избирателей, внесенных в списки"	10522	322	497	283	660	426	655	586	1441	1421	435	843	946	698	205	847	257					
2	"Число бюллетеней, полученных участковыми комиссиями"	10415	314	486	289	646	416	636	578	1410	1396	435	835	958	707	205	846	258					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	673	15	27	22	124	29	70	0	0	0	38	28	51	82	0	62	125					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	5343	219	333	207	409	239	341	263	535	567	292	501	453	448	128	335	73					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	285	3	22	7	13	12	33	8	11	21	16	27	50	26	3	33	0					
6	Число погашенных бюллетеней	4114	77	104	53	100	136	192	307	864	808	89	279	404	151	74	416	60					
7	Число бюллетеней в переносных ящиках для голосования	958	18	49	29	137	41	103	8	11	21	54	55	101	108	3	95	125					
8	Число бюллетеней в стационарных ящиках для голосования	5343	219	333	207	409	239	341	263	535	567	292	501	453	448	128	335	73					
9	Число недействительных бюллетеней	221	4	10	0	3	10	15	10	22	20	13	25	32	40	10	6	1					
10	Число действительных бюллетеней	6080	233	372	236	543	270	429	261	524	568	333	531	522	516	121	424	197					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	199	6	8	4	20	15	16	16	22	12	15	10	14	10	3	20	8					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	50	3	0	4	1	5	2	1	11	6	0	4	2	8	0	3	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	16	1	2	0	0	2	0	0	2	1	0	1	2	4	0	1	0					
14	Число погашенных открепительных удостоверений	149	3	8	0	19	10	14	15	11	6	15	6	12	2	3	17	8					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																							
18	"1. ""ЕДИНЕНИЕ"""	123	2	0	3	4	5	11	9	11	11	3	21	13	9	1	18	2					
		1.95%	0.84%	0.0%	1.27%	0.73%	1.78%	2.47%	3.32%	2.01%	1.87%	0.86%	3.77%	2.34%	1.61%	0.76%	4.18%	1.01%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	111	2	1	2	1	4	1	9	17	27	2	8	11	2	3	8	13					
		1.76%	0.84%	0.26%	0.84%	0.18%	1.42%	0.22%	3.32%	3.11%	4.59%	0.57%	1.43%	1.98%	0.35%	2.29%	1.86%	6.56%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	88	1	1	4	2	1	9	6	9	6	2	11	15	9	0	7	5					
		1.39%	0.42%	0.26%	1.69%	0.36%	0.35%	2.02%	2.21%	1.64%	1.02%	0.57%	1.97%	2.70%	1.61%	0.0%	1.62%	2.52%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	48	1	2	0	0	2	2	0	6	10	2	4	10	4	0	2	3					
		0.76%	0.42%	0.52%	0.0%	0.0%	0.71%	0.45%	0.0%	1.09%	1.70%	0.57%	0.71%	1.80%	0.71%	0.0%	0.46%	1.51%					
22	"5. ""За Русь Святую"""	20	0	1	1	0	1	1	1	4	4	0	2	3	1	0	0	1					
		0.31%	0.0%	0.26%	0.42%	0.0%	0.35%	0.22%	0.36%	0.73%	0.68%	0.0%	0.35%	0.54%	0.17%	0.0%	0.0%	0.50%					
23	"6. ""Объединенная Российская партия ""Русь"""	6	1	1	0	0	0	0	0	0	0	0	1	0	1	0	1	1					
		0.09%	0.42%	0.26%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.17%	0.0%	0.17%	0.0%	0.23%	0.50%					
24	"7. ""Новый курс - Автомобильная Россия"""	38	0	0	0	3	1	4	3	6	5	0	2	0	4	0	1	9					
		0.60%	0.0%	0.0%	0.0%	0.54%	0.35%	0.90%	1.10%	1.09%	0.85%	0.0%	0.35%	0.0%	0.71%	0.0%	0.23%	4.54%					
25	"8. ""Народно-республиканская партия России"""	29	2	0	0	3	0	2	4	6	4	2	0	2	3	0	0	1					
		0.46%	0.84%	0.0%	0.0%	0.54%	0.0%	0.45%	1.47%	1.09%	0.68%	0.57%	0.0%	0.36%	0.53%	0.0%	0.0%	0.50%					
26	"9. ""Российская экологическая партия ""Зеленые"""	26	0	0	0	1	1	1	1	4	1	4	0	6	0	0	3	4					
		0.41%	0.0%	0.0%	0.0%	0.18%	0.35%	0.22%	0.36%	0.73%	0.17%	1.15%	0.0%	1.08%	0.0%	0.0%	0.69%	2.02%					
27	"10. ""Аграрная партия России"""	3763	142	288	201	463	220	324	120	243	313	235	302	179	394	52	257	30					
		59.72%	59.91%	75.39%	85.16%	84.79%	78.57%	72.97%	44.28%	44.50%	53.23%	67.91%	54.31%	32.31%	70.86%	39.69%	59.76%	15.15%					
28	"11. ""Истинные патриоты России"""	165	0	1	4	0	1	2	21	25	24	0	16	45	0	19	7	0					
		2.61%	0.0%	0.26%	1.69%	0.0%	0.35%	0.45%	7.74%	4.57%	4.08%	0.0%	2.87%	8.12%	0.0%	14.50%	1.62%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	69	6	16	1	1	0	0	2	5	7	6	3	3	12	1	1	5					
		1.09%	2.53%	4.18%	0.42%	0.18%	0.0%	0.0%	0.73%	0.91%	1.19%	1.73%	0.53%	0.54%	2.15%	0.76%	0.23%	2.52%					
30	"13. ""Демократическая партия России"""	12	0	0	0	3	0	0	0	1	4	0	3	0	0	0	1	0					
		0.19%	0.0%	0.0%	0.0%	0.54%	0.0%	0.0%	0.0%	0.18%	0.68%	0.0%	0.53%	0.0%	0.0%	0.0%	0.23%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	20	0	0	0	1	0	1	0	2	1	0	4	4	1	3	2	1					
		0.31%	0.0%	0.0%	0.0%	0.18%	0.0%	0.22%	0.0%	0.36%	0.17%	0.0%	0.71%	0.72%	0.17%	2.29%	0.46%	0.50%					
32	"15. ""Партия СЛОН"""	7	0	1	0	0	0	1	0	1	0	0	0	2	2	0	0	0					
		0.11%	0.0%	0.26%	0.0%	0.0%	0.0%	0.22%	0.0%	0.18%	0.0%	0.0%	0.0%	0.36%	0.35%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	68	0	0	1	1	0	2	3	10	9	3	12	9	7	4	4	3					
		1.07%	0.0%	0.0%	0.42%	0.18%	0.0%	0.45%	1.10%	1.83%	1.53%	0.86%	2.15%	1.62%	1.25%	3.05%	0.93%	1.51%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	39	0	1	0	0	5	2	0	1	6	4	5	1	7	2	4	1					
		0.61%	0.0%	0.26%	0.0%	0.0%	1.78%	0.45%	0.0%	0.18%	1.02%	1.15%	0.89%	0.18%	1.25%	1.52%	0.93%	0.50%					
35	"18. ""ЛДПР"""	119	3	2	2	3	3	4	6	9	5	4	7	16	4	6	5	40					
		1.88%	1.26%	0.52%	0.84%	0.54%	1.07%	0.90%	2.21%	1.64%	0.85%	1.15%	1.25%	2.88%	0.71%	4.58%	1.16%	20.20%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	88	2	2	0	5	1	3	4	8	3	4	8	23	3	3	16	3					
		1.39%	0.84%	0.52%	0.0%	0.91%	0.35%	0.67%	1.47%	1.46%	0.51%	1.15%	1.43%	4.15%	0.53%	2.29%	3.72%	1.51%					
37	"20. ""Политическая партия ""Единая Россия"""	787	40	34	11	31	10	38	49	100	91	27	71	107	38	11	67	62					
		12.49%	16.87%	8.90%	4.66%	5.67%	3.57%	8.55%	18.08%	18.31%	15.47%	7.80%	12.76%	19.31%	6.83%	8.39%	15.58%	31.31%					
38	"21. ""Российская Конституционно-демократическая партия"""	19	1	0	0	0	0	1	0	1	3	5	4	2	1	1	0	0					
		0.30%	0.42%	0.0%	0.0%	0.0%	0.0%	0.22%	0.0%	0.18%	0.51%	1.44%	0.71%	0.36%	0.17%	0.76%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	13	0	0	0	0	0	1	3	1	2	1	1	1	0	0	2	1					
		0.20%	0.0%	0.0%	0.0%	0.0%	0.0%	0.22%	1.10%	0.18%	0.34%	0.28%	0.17%	0.18%	0.0%	0.0%	0.46%	0.50%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	341	24	19	4	18	12	17	14	47	26	24	38	58	9	12	11	8					
		5.41%	10.12%	4.97%	1.69%	3.29%	4.28%	3.82%	5.16%	8.60%	4.42%	6.93%	6.83%	10.46%	1.61%	9.16%	2.55%	4.04%					
																							
41	Против всех	81	6	2	2	3	3	2	6	7	6	5	8	12	5	3	7	4					
		1.28%	2.53%	0.52%	0.84%	0.54%	1.07%	0.45%	2.21%	1.28%	1.02%	1.44%	1.43%	2.16%	0.89%	2.29%	1.62%	2.02%					
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
