Выборы Президента Российской Федерации																																					
																																					
Наименование Избирательной комиссии:    район Чертаново Центральное																																					
																																					
Итоги голосования 																																					
																																					
		Сумма	УИК №1943	УИК №1944	УИК №1945	УИК №1946	УИК №1947	УИК №1948	УИК №1949	УИК №1950	УИК №1951	УИК №1952	УИК №1953	УИК №1954	УИК №1955	УИК №1956	УИК №1957	УИК №1958	УИК №1959	УИК №1960	УИК №1961	УИК №1962	УИК №1963	УИК №1964	УИК №1965	УИК №1966	УИК №1967	УИК №1968	УИК №1969	УИК №1970	УИК №1971	УИК №3158					
1	"Число избирателей, внесенных в список"	67337	2380	1780	1833	2054	2538	2272	2387	2389	2365	2463	2229	2462	2524	2537	2365	2504	2457	2546	2240	2388	2536	2109	2170	1360	2468	2797	2629	2341	2037	177					
2	Число полученных избирательных бюллетеней	63079	2200	1600	1700	1900	2400	2200	2300	2200	2200	2300	2100	2300	2300	2400	2200	2400	2300	2300	2100	2200	2300	2000	2200	1300	2400	2600	2400	2200	1900	179					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	38265	1274	1051	1029	1169	1464	1312	1502	1309	1343	1369	1201	1317	1305	1439	1295	1457	1399	1548	1284	1300	1450	1158	1386	928	1330	1472	1453	1414	1130	177					
5	"Число избирательных бюллетеней, выданных вне помещения"	1005	36	23	35	30	43	21	31	35	30	41	32	2	47	73	54	34	41	26	29	30	52	31	70	39	44	24	20	14	18	0					
6	Число погашенных избирательных бюллетеней	23808	890	526	636	701	893	867	767	856	827	890	867	981	947	888	851	909	860	726	787	870	798	811	744	333	1026	1104	927	772	752	2					
7	Число избирательных бюллетеней в переносных ящиках	1005	36	23	35	30	43	21	31	35	30	41	32	2	47	73	54	34	41	26	29	30	52	31	70	39	44	24	20	14	18	0					
8	Число бюллетеней в стационарных ящиках для голосования	38190	1274	1051	1023	1166	1462	1312	1502	1306	1339	1369	1201	1317	1301	1427	1295	1454	1399	1521	1284	1293	1450	1158	1386	928	1326	1472	1453	1414	1130	177					
9	Число недействительных избирательных бюллетеней	352	8	5	8	22	8	6	58	5	10	8	5	20	7	17	9	2	17	55	8	7	11	4	10	5	9	20	0	6	1	1					
10	Число действительных избирательных бюллетеней	38843	1302	1069	1050	1174	1497	1327	1475	1336	1359	1402	1228	1299	1341	1483	1340	1486	1423	1492	1305	1316	1491	1185	1446	962	1361	1476	1473	1422	1147	176					
11	Число полученных открепительных  удостоверений	1450	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	0					
12	Число выданных открепительных удостоверений	928	31	26	27	21	44	35	29	35	37	38	21	43	34	42	44	37	33	29	38	34	27	22	38	27	42	29	27	17	21	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	566	11	26	9	14	18	26	21	13	19	28	19	22	16	23	23	11	24	31	28	14	28	9	25	12	14	22	26	20	14	0					
14	Число неиспользованных открепительных удостоверений	522	19	24	23	29	6	15	21	15	13	12	29	7	16	8	6	13	17	21	12	16	23	28	12	23	8	21	23	33	29	0					
15	"Число открепительных удостоверений, выданных в ТИК"	66	6	2	1	2	2	2	7	0	1	0	3	9	2	1	2	3	3	2	3	2	2	3	3	0	3	0	1	0	1	0					
16	Число утраченных избирательных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																					
18	. Глазьев Сергей Юрьевич	2442	65	86	68	59	101	97	87	75	78	89	84	76	76	66	57	98	121	132	97	84	88	77	56	50	83	84	106	93	101	8					
		6.23%	4.96%	8.01%	6.43%	4.93%	6.71%	7.28%	5.68%	5.59%	5.70%	6.31%	6.81%	5.76%	5.64%	4.40%	4.23%	6.59%	8.40%	8.53%	7.39%	6.35%	5.86%	6.48%	3.85%	5.17%	6.06%	5.61%	7.20%	6.51%	8.80%	4.52%					
19	. Малышкин Олег Александрович	562	16	12	23	24	20	10	9	13	13	22	17	38	13	28	15	15	13	26	14	25	17	14	14	10	31	36	26	37	6	5					
		1.43%	1.22%	1.12%	2.17%	2.01%	1.33%	0.75%	0.59%	0.97%	0.95%	1.56%	1.38%	2.88%	0.96%	1.87%	1.11%	1.01%	0.90%	1.68%	1.07%	1.89%	1.13%	1.18%	0.96%	1.03%	2.26%	2.41%	1.77%	2.59%	0.52%	2.82%					
20	. Миронов Сергей Михайлович	207	7	3	4	6	6	5	6	8	8	8	5	6	7	5	5	8	20	7	7	5	8	4	9	10	10	10	2	9	5	4					
		0.53%	0.53%	0.28%	0.38%	0.50%	0.40%	0.38%	0.39%	0.60%	0.58%	0.57%	0.41%	0.45%	0.52%	0.33%	0.37%	0.54%	1.39%	0.45%	0.53%	0.38%	0.53%	0.34%	0.62%	1.03%	0.73%	0.67%	0.14%	0.63%	0.44%	2.26%					
21	. Путин Владимир Владимирович	27605	985	717	728	846	1043	920	1076	1003	953	1054	885	986	997	1117	1006	1035	986	948	868	869	1087	803	1089	669	943	1090	1073	966	724	139					
		70.43%	75.19%	66.76%	68.81%	70.74%	69.30%	69.02%	70.19%	74.79%	69.61%	74.75%	71.78%	74.75%	73.96%	74.47%	74.57%	69.56%	68.47%	61.28%	66.11%	65.68%	72.37%	67.54%	74.79%	69.18%	68.83%	72.86%	72.84%	67.65%	63.07%	78.53%					
22	. Хакамада Ирина Муцуовна	2944	74	85	80	72	114	119	127	77	98	68	80	62	69	92	84	151	113	180	125	120	123	106	93	94	126	84	81	100	140	7					
		7.51%	5.65%	7.91%	7.56%	6.02%	7.57%	8.93%	8.28%	5.74%	7.16%	4.82%	6.49%	4.70%	5.12%	6.13%	6.23%	10.15%	7.85%	11.64%	9.52%	9.07%	8.19%	8.92%	6.39%	9.72%	9.20%	5.61%	5.50%	7.00%	12.20%	3.95%					
