Выборы Президента Российской Федерации																																										
Дата голосования: 18.03.2018																																										
																																										
Наименование Избирательной комиссии:    район Чертаново Центральное																																										
																																										
Сводная таблица итогов голосования																																										
																																										
	Число участковых избирательных комиссий	31																																								
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	31																																								
																																										
		Сумма	УИК №2047	УИК №2048	УИК №2049	УИК №2050	УИК №2051	УИК №2052	УИК №2053	УИК №2054	УИК №2055	УИК №2056	УИК №2057	УИК №2058	УИК №2059	УИК №2060	УИК №2061	УИК №2062	УИК №2063	УИК №2064	УИК №2065	УИК №2066	УИК №2067	УИК №2068	УИК №2069	УИК №2070	УИК №2071	УИК №2072	УИК №2073	УИК №2074	УИК №2075	УИК №2076	УИК №2077									
1	"Число избирателей, включенных в список избирателей"	66865	313	2123	2348	2089	1781	2216	2329	2283	3010	2272	2247	2589	2441	2801	2465	1979	2554	2392	2349	2149	2273	2224	2201	2036	1588	2201	1918	2038	2001	1767	1888									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	60435	335	2000	2100	2000	1800	2000	2000	2000	2600	2000	2000	2200	2100	2300	2200	2000	2200	2100	2200	2000	2000	2000	2000	1800	1500	2000	1800	1800	1800	1800	1800									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	40269	262	1151	1680	1235	1016	1474	1353	1336	1786	1278	1359	1482	1498	1528	1334	1098	1795	1636	1693	1126	1156	1190	1180	1175	904	1550	1339	1325	1225	1019	1086									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1493	35	61	50	29	41	41	49	42	34	62	39	68	21	37	47	55	69	39	60	59	84	69	57	27	52	37	54	61	29	61	24									
6	Число погашенных избирательных бюллетеней	18673	38	788	370	736	743	485	598	622	780	660	602	650	581	735	819	847	336	425	447	815	760	741	763	598	544	413	407	414	546	720	690									
7	Число избирательных бюллетеней в переносных ящиках для голосования	1495	35	61	50	29	41	41	49	42	34	62	39	68	23	37	47	55	69	39	60	59	84	69	57	27	52	37	54	61	29	61	24									
8	Число бюллетеней в стационарных ящиках для голосования	40188	262	1151	1680	1234	1016	1474	1340	1336	1786	1277	1348	1476	1496	1528	1325	1098	1795	1636	1693	1126	1154	1188	1180	1174	904	1517	1339	1325	1225	1019	1086									
9	Число недействительных избирательных бюллетеней	518	9	13	17	28	9	14	14	20	27	8	17	14	33	15	13	17	20	20	26	14	17	13	19	26	17	0	18	13	14	12	21									
10	Число действительных избирательных бюллетеней	41165	288	1199	1713	1235	1048	1501	1375	1358	1793	1331	1370	1530	1486	1550	1359	1136	1844	1655	1727	1171	1221	1244	1218	1175	939	1554	1375	1373	1240	1068	1089									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																										
13	Бабурин Сергей Николаевич	363	10	4	23	10	11	13	11	14	13	12	10	10	8	18	14	10	13	12	12	13	9	20	8	13	11	6	14	14	3	9	15									
		0.87%	3.37%	0.33%	1.33%	0.79%	1.04%	0.86%	0.79%	1.02%	0.71%	0.90%	0.72%	0.65%	0.53%	1.15%	1.02%	0.87%	0.70%	0.72%	0.68%	1.10%	0.73%	1.59%	0.65%	1.08%	1.15%	0.39%	1.01%	1.01%	0.24%	0.83%	1.35%									
14	Грудинин Павел Николаевич	4935	16	152	193	164	130	174	186	170	232	177	178	180	191	179	183	151	95	224	217	158	136	152	147	151	104	171	118	165	147	146	148									
		11.84%	5.39%	12.54%	11.16%	12.98%	12.30%	11.49%	13.39%	12.34%	12.75%	13.22%	12.83%	11.66%	12.57%	11.44%	13.34%	13.10%	5.10%	13.37%	12.38%	13.33%	10.99%	12.09%	11.88%	12.57%	10.88%	11.00%	8.47%	11.90%	11.72%	13.52%	13.33%									
