Выборы Президента Российской Федерации																																																						
Дата голосования: 02.03.2008																																																						
																																																						
Наименование Избирательной комиссии:    Черемховская																																																						
																																																						
Сводная таблица результатов выборов																																																						
																																																						
	Число участковых избирательных комиссий	47																																																				
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	47																																																				
																																																						
		Сумма	УИК №1487	УИК №1488	УИК №1489	УИК №1490	УИК №1491	УИК №1492	УИК №1493	УИК №1494	УИК №1495	УИК №1496	УИК №1497	УИК №1498	УИК №1499	УИК №1500	УИК №1501	УИК №1502	УИК №1503	УИК №1504	УИК №1505	УИК №1506	УИК №1507	УИК №1508	УИК №1509	УИК №1510	УИК №1511	УИК №1512	УИК №1513	УИК №1514	УИК №1515	УИК №1516	УИК №1517	УИК №1518	УИК №1519	УИК №1520	УИК №1521	УИК №1522	УИК №1523	УИК №1524	УИК №1525	УИК №1526	УИК №1527	УИК №1528	УИК №1529	УИК №1530	УИК №1531	УИК №1532	УИК №1533					
1	"Число избирателей, включенных в списки избирателей"	21774	821	259	150	934	204	445	332	1465	346	539	301	101	220	116	873	197	208	1744	1369	1247	325	1247	548	775	333	557	96	682	719	235	191	311	565	138	177	534	82	261	342	189	553	234	156	198	157	153	145					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	23609	914	282	152	947	202	495	376	1654	335	556	315	108	274	131	915	221	221	1852	1526	1317	328	1340	627	841	401	609	102	788	835	247	220	318	560	137	189	603	101	276	383	195	594	250	182	217	168	160	145					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	17811	686	221	133	752	183	343	182	932	226	465	224	90	199	94	693	163	164	1426	1177	1085	274	956	494	673	280	448	76	552	629	177	144	215	555	117	156	477	65	205	305	166	479	193	128	180	150	134	145					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	1853	35	15	8	81	13	92	150	182	50	28	56	2	11	14	74	21	15	38	97	81	38	60	45	45	32	83	9	34	69	44	41	50	0	0	17	42	11	34	22	16	42	20	22	0	7	7	0					
6	Число погашенных избирательных бюллетеней	3945	193	46	11	114	6	60	44	540	59	63	35	16	64	23	148	37	42	388	252	151	16	324	88	123	89	78	17	202	137	26	35	53	5	20	16	84	25	37	56	13	73	37	32	37	11	19	0					
