Выборы Президента Российской Федерации																																																														
Дата голосования: 18.03.2018																																																														
																																																														
Наименование Избирательной комиссии:    Черемховская 																																																														
																																																														
Сводная таблица итогов голосования																																																														
																																																														
	Число участковых избирательных комиссий	51																																																												
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	51																																																												
																																																														
		Сумма	УИК №1605	УИК №1732	УИК №1733	УИК №1734	УИК №1735	УИК №1736	УИК №1737	УИК №1738	УИК №1739	УИК №1740	УИК №1741	УИК №1742	УИК №1743	УИК №1744	УИК №1745	УИК №1746	УИК №1747	УИК №1748	УИК №1749	УИК №1750	УИК №1751	УИК №1752	УИК №1753	УИК №1754	УИК №1755	УИК №1756	УИК №1757	УИК №1758	УИК №1759	УИК №1760	УИК №1761	УИК №1762	УИК №1763	УИК №1764	УИК №1765	УИК №1766	УИК №1767	УИК №1768	УИК №1769	УИК №1770	УИК №1771	УИК №1772	УИК №1773	УИК №1774	УИК №1775	УИК №1776	УИК №1777	УИК №1778	УИК №1779	УИК №1780	УИК №1781									
1	"Число избирателей, включенных в список избирателей"	22044	121	874	283	173	979	229	479	203	598	285	756	502	336	112	202	96	691	197	213	167	1430	1515	1200	411	1481	641	146	740	380	78	498	90	706	775	224	175	265	534	135	156	556	80	296	405	204	554	245	146	188	154	140									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	22683	132	899	292	165	1025	237	493	216	713	315	786	554	330	120	234	115	705	204	210	164	1380	1480	1150	405	1450	787	146	787	385	83	472	91	721	810	236	183	283	564	142	177	582	83	282	409	204	585	245	145	195	158	154									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	13100	72	543	162	112	622	141	266	101	396	160	418	370	205	61	171	69	436	123	146	121	832	787	615	203	836	410	118	460	256	52	267	44	389	487	130	110	128	270	91	91	331	43	166	265	148	370	153	59	104	93	97									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1380	18	22	32	6	71	13	48	38	52	32	91	23	40	6	6	17	42	10	8	7	39	53	28	19	57	31	11	39	32	0	27	12	23	49	40	28	38	37	5	18	28	11	30	28	16	16	21	33	8	15	6									
6	Число погашенных избирательных бюллетеней	8203	42	334	98	47	332	83	179	77	265	123	277	161	85	53	57	29	227	71	56	36	509	640	507	183	557	346	17	288	97	31	178	35	309	274	66	45	117	257	46	68	223	29	86	116	40	199	71	53	83	50	51									
7	Число избирательных бюллетеней в переносных ящиках для голосования	1380	18	22	32	6	71	13	48	38	52	32	91	23	40	6	6	17	42	10	8	7	39	53	28	19	57	31	11	39	32	0	27	12	23	49	40	28	38	37	5	18	28	11	30	28	16	16	21	33	8	15	6									
8	Число бюллетеней в стационарных ящиках для голосования	13099	72	543	162	112	622	141	266	101	396	160	417	370	205	61	171	69	436	123	146	121	832	787	615	203	836	410	118	460	256	52	267	44	389	487	130	110	128	270	91	91	331	43	166	265	148	370	153	59	104	93	97									
9	Число недействительных избирательных бюллетеней	172	1	9	0	0	10	1	4	2	10	7	5	3	4	3	2	3	3	2	2	0	19	12	12	1	14	3	0	6	1	0	1	0	1	4	0	0	2	5	1	0	5	0	2	1	4	6	1	0	0	0	0									
10	Число действительных избирательных бюллетеней	14307	89	556	194	118	683	153	310	137	438	185	503	390	241	64	175	83	475	131	152	128	852	828	631	221	879	438	129	493	287	52	293	56	411	532	170	138	164	302	95	109	354	54	194	292	160	380	173	92	112	108	103									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																														
13	Бабурин Сергей Николаевич	66	0	0	0	0	3	0	4	2	5	1	5	0	1	1	2	0	2	1	0	1	4	5	5	1	4	2	0	2	0	0	2	0	1	3	0	0	1	1	0	0	0	0	0	0	2	4	0	0	0	0	1									
		0.46%	0.00%	0.00%	0.00%	0.00%	0.43%	0.00%	1.27%	1.44%	1.12%	0.52%	0.98%	0.00%	0.41%	1.49%	1.13%	0.00%	0.42%	0.75%	0.00%	0.78%	0.46%	0.60%	0.78%	0.45%	0.45%	0.45%	0.00%	0.40%	0.00%	0.00%	0.68%	0.00%	0.24%	0.56%	0.00%	0.00%	0.60%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.22%	1.04%	0.00%	0.00%	0.00%	0.00%	0.97%									
14	Грудинин Павел Николаевич	1654	1	62	8	4	112	13	11	21	68	18	52	45	30	6	9	7	40	9	10	7	149	143	132	22	139	63	12	76	27	6	17	6	33	41	6	2	9	26	11	3	22	5	14	39	8	49	18	9	7	6	21									
		11.42%	1.11%	10.97%	4.12%	3.39%	16.16%	8.44%	3.50%	15.11%	15.18%	9.38%	10.24%	11.45%	12.24%	8.96%	5.08%	8.14%	8.37%	6.77%	6.49%	5.47%	17.11%	17.02%	20.53%	9.91%	15.57%	14.29%	9.30%	15.23%	9.38%	11.54%	5.78%	10.71%	8.01%	7.65%	3.53%	1.45%	5.42%	8.47%	11.46%	2.75%	6.13%	9.26%	7.14%	13.31%	4.88%	12.69%	10.34%	9.78%	6.25%	5.56%	20.39%									
15	Жириновский Владимир Вольфович	1205	7	67	26	14	59	14	24	16	33	22	42	24	21	9	16	7	25	11	23	10	67	51	42	22	57	52	14	50	25	7	19	3	28	37	11	12	17	30	0	14	17	6	17	18	14	33	31	2	15	13	11									
		8.32%	7.78%	11.86%	13.40%	11.86%	8.51%	9.09%	7.64%	11.51%	7.37%	11.46%	8.27%	6.11%	8.57%	13.43%	9.04%	8.14%	5.23%	8.27%	14.94%	7.81%	7.69%	6.07%	6.53%	9.91%	6.38%	11.79%	10.85%	10.02%	8.68%	13.46%	6.46%	5.36%	6.80%	6.90%	6.47%	8.70%	10.24%	9.77%	0.00%	12.84%	4.74%	11.11%	8.67%	6.14%	8.54%	8.55%	17.82%	2.17%	13.39%	12.04%	10.68%									
16	Путин Владимир Владимирович	11195	81	416	157	99	500	122	269	97	327	141	396	314	184	48	146	68	401	110	115	110	612	617	437	173	667	318	103	362	230	37	251	47	346	444	152	123	134	243	82	92	312	42	161	232	136	289	123	81	90	89	69									
