Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																					
Дата голосования: 02.12.2007																					
																					
Наименование Избирательной комиссии:    Барятинская																					
																					
Сводная таблица результатов выборов																					
																					
		Сумма	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36					
1	"Число избирателей, внесенных в списки избирателей"	4937	381	2259	242	168	149	227	117	148	166	155	226	301	160	238					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	5066	396	2335	246	175	148	232	118	153	170	154	225	303	166	245					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	2421	107	1114	197	110	117	87	75	69	91	53	116	126	93	66					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	920	194	102	10	38	11	67	27	41	52	59	70	90	44	115					
6	Число погашенных избирательных бюллетеней	1725	95	1119	39	27	20	78	16	43	27	42	39	87	29	64					
7	Число избирательных бюллетеней в переносных ящиках для голосования	920	194	102	10	38	11	67	27	41	52	59	70	90	44	115					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	2421	107	1114	197	110	117	87	75	69	91	53	116	126	93	66					
9	Число недействительных избирательных бюллетеней	18	0	10	0	1	2	2	0	0	1	1	0	1	0	0					
10	Число действительных избирательных бюллетеней	3323	301	1206	207	147	126	152	102	110	142	111	186	215	137	181					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	98	10	43	3	3	3	3	3	3	3	4	3	2	9	6					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	84	10	43	2	3	0	3	1	1	0	3	2	1	9	6					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	58	1	16	2	4	7	4	4	2	1	1	6	4	5	1					
14	Число погашенных неиспользованных открепительных удостоверений	14	0	0	1	0	3	0	2	2	3	1	1	1	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																					
18	1.Политическая партия «Аграрная партия России»	79	19	25	0	3	6	3	1	0	6	1	4	3	1	7					
		2.36%	6.31%	2.06%	0.00%	2.03%	4.69%	1.95%	0.98%	0.00%	4.20%	0.89%	2.15%	1.39%	0.73%	3.87%					
19	2.Всероссийская политическая партия «Гражданская Сила»	14	2	6	0	1	0	1	0	2	0	0	0	0	1	1					
		0.42%	0.66%	0.49%	0.00%	0.68%	0.00%	0.65%	0.00%	1.82%	0.00%	0.00%	0.00%	0.00%	0.73%	0.55%					
20	3.Политическая партия «Демократическая партия России»	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0					
		0.12%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	300	16	156	43	7	9	9	2	16	10	3	8	11	8	2					
		8.98%	5.32%	12.83%	20.77%	4.73%	7.03%	5.84%	1.96%	14.55%	6.99%	2.68%	4.30%	5.09%	5.84%	1.10%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1					
		0.03%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.55%					
23	6.Политическая партия «Партия социальной справедливости»	6	0	1	0	0	0	1	1	1	0	1	0	0	0	1					
		0.18%	0.00%	0.08%	0.00%	0.00%	0.00%	0.65%	0.98%	0.91%	0.00%	0.89%	0.00%	0.00%	0.00%	0.55%					
24	7.Политическая партия «Либерально-демократическая партия России»	264	24	123	14	8	7	10	4	1	16	16	14	6	9	12					
		7.90%	7.97%	10.12%	6.76%	5.41%	5.47%	6.49%	3.92%	0.91%	11.19%	14.29%	7.53%	2.78%	6.57%	6.63%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	135	27	68	1	1	1	7	3	3	4	2	5	6	3	4					
		4.04%	8.97%	5.59%	0.48%	0.68%	0.78%	4.55%	2.94%	2.73%	2.80%	1.79%	2.69%	2.78%	2.19%	2.21%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	34	3	10	5	1	1	5	0	2	0	2	2	2	1	0					
		1.02%	0.99%	0.82%	2.42%	0.68%	0.78%	3.25%	0.00%	1.82%	0.00%	1.79%	1.08%	0.93%	0.73%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	2471	210	810	144	126	102	116	89	85	105	85	152	182	112	153					
		73.96%	69.77%	66.61%	69.57%	85.14%	79.69%	75.32%	87.25%	77.27%	73.43%	75.89%	81.72%	84.26%	81.75%	84.53%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	15	0	3	0	0	0	0	2	0	1	1	1	5	2	0					
		0.45%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	1.96%	0.00%	0.70%	0.89%	0.54%	2.31%	1.46%	0.00%					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
