Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																
Дата голосования: 07.12.2003 0:00:00																																																
																																																
Наименование Избирательной комиссии:    Беловская																																																
																																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																
																																																
		Сумма	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130	УИК №1131	УИК №1132	УИК №1133	УИК №1134	УИК №1135	УИК №1136	УИК №1137	УИК №1138	УИК №1139	УИК №1140	УИК №1141	УИК №1142	УИК №1143	УИК №1144	УИК №1145	УИК №1146	УИК №1147	УИК №1148	УИК №1149	УИК №1150	УИК №1151	УИК №1152	УИК №1153	УИК №1154	УИК №1155	УИК №1156	УИК №1157	УИК №1158	УИК №1159	УИК №1160	УИК №1161					
1	"Число избирателей, внесенных в списки"	21695	1658	404	148	1784	900	610	624	367	288	120	886	124	213	282	303	69	542	322	423	343	784	764	1104	144	362	932	129	1046	94	374	194	112	259	157	127	615	1617	855	378	197	1041					
2	"Число бюллетеней, полученных участковыми комиссиями"	21432	1670	420	152	1790	900	640	610	350	296	118	850	140	220	280	300	70	515	320	420	360	760	780	1050	150	370	940	163	1000	94	357	188	109	256	150	130	590	1550	800	380	194	1000					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	14659	1051	340	116	1272	668	308	436	305	239	116	527	115	171	222	228	64	467	244	385	258	514	499	689	95	231	621	129	672	94	287	143	76	209	133	102	375	843	396	226	147	646					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1837	114	19	9	68	0	42	89	40	0	0	64	9	29	6	36	5	17	22	4	19	88	37	156	21	43	69	0	209	0	38	34	26	15	13	13	80	115	124	56	19	89					
6	Число погашенных бюллетеней	4936	505	61	27	450	232	290	85	5	57	2	259	16	20	52	36	1	31	54	31	83	158	244	205	34	96	250	34	119	0	32	11	7	32	4	15	135	592	280	98	28	265					
7	Число бюллетеней в переносных ящиках для голосования	1837	114	19	9	68	0	42	89	40	0	0	64	9	29	6	36	5	17	22	4	19	88	37	156	21	43	69	0	209	0	38	34	26	15	13	13	80	115	124	56	19	89					
8	Число бюллетеней в стационарных ящиках для голосования	14657	1050	340	116	1272	668	308	436	305	239	116	526	115	171	222	228	64	467	244	385	258	514	499	689	95	231	621	129	672	94	287	143	76	209	133	102	375	843	396	226	147	646					
9	Число недействительных бюллетеней	196	8	4	0	11	3	2	12	3	0	0	4	0	2	2	0	0	1	3	25	3	6	5	1	2	2	3	0	18	0	37	11	0	1	1	0	4	6	5	4	2	5					
10	Число действительных бюллетеней	16298	1156	355	125	1329	665	348	513	342	239	116	586	124	198	226	264	69	483	263	364	274	596	531	844	114	272	687	129	863	94	288	166	102	223	145	115	451	952	515	278	164	730					
