Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																						
Дата голосования: 04.12.2011																																																						
																																																						
"Наименование Избирательной комиссии:    Оренбург, Промышленная"																																																						
																																																						
Сводная таблица результатов выборов																																																						
																																																						
		Сумма	УИК №972	УИК №973	УИК №974	УИК №975	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989	УИК №990	УИК №991	УИК №992	УИК №993	УИК №994	УИК №995	УИК №996	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1900					
1	"Число избирателей, внесенных в список избирателей"	88454	2314	1930	1670	883	570	1903	1600	2160	2051	1622	2140	1185	2658	2061	2464	1590	1837	1745	1650	1471	1052	469	1684	2193	1321	2127	2148	2401	1338	779	1296	2473	2421	2000	2150	2065	1792	1994	2574	2716	3019	2774	2141	2221	2856	2866	80					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	87380	2200	2050	1650	880	570	1850	1600	2100	2050	1600	2100	1150	2700	2000	2450	1650	1800	1700	1650	1400	1100	490	1500	2090	1250	2050	2100	2500	1420	780	1300	2500	2400	2000	2150	2000	1750	1950	2550	2650	2950	2600	2000	1950	2850	2850	500					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	40735	1270	879	541	411	316	703	562	968	1019	714	822	355	1152	864	1165	630	781	849	620	555	718	354	752	867	432	1012	1013	1076	685	394	405	1283	1131	984	992	927	823	928	809	1458	1590	1388	1054	1256	1579	1569	80					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2570	120	17	26	15	25	49	48	38	58	29	29	12	26	47	62	57	61	35	52	20	52	16	21	162	102	56	57	120	29	37	45	52	46	53	205	31	47	46	355	29	27	31	25	35	38	27	0					
6	Число погашенных избирательных бюллетеней	44075	810	1154	1083	454	229	1098	990	1094	973	857	1249	783	1522	1089	1223	963	958	816	978	825	330	120	727	1061	716	982	1030	1304	706	349	850	1165	1223	963	953	1042	880	976	1386	1163	1333	1181	921	659	1233	1254	420					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2570	120	17	26	15	25	49	48	38	58	29	29	12	26	47	62	57	61	35	52	20	52	16	21	162	102	56	57	120	29	37	45	52	46	53	205	31	47	46	355	29	27	31	25	35	38	27	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	40732	1270	879	541	411	316	703	562	966	1019	714	822	355	1152	864	1165	630	781	849	620	555	718	354	752	867	432	1012	1013	1076	685	394	405	1283	1131	984	992	927	823	928	809	1458	1590	1388	1054	1256	1578	1569	80					
9	Число недействительных избирательных бюллетеней	629	24	15	5	9	6	7	3	12	13	12	11	6	16	6	18	16	10	16	12	9	6	3	13	16	11	24	10	16	8	5	10	19	12	17	20	17	12	17	31	14	23	15	17	19	22	26	0					
10	Число действительных избирательных бюллетеней	42673	1366	881	562	417	335	745	607	992	1064	731	840	361	1162	905	1209	671	832	868	660	566	764	367	760	1013	523	1044	1060	1180	706	426	440	1316	1165	1020	1177	941	858	957	1133	1473	1594	1404	1062	1272	1594	1570	80					
