Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																														
Дата голосования: 07.12.2003 0:00:00																														
																														
Наименование Избирательной комиссии:    Фроловская																														
																														
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																														
																														
		Сумма	УИК №1636	УИК №1637	УИК №1638	УИК №1639	УИК №1640	УИК №1641	УИК №1642	УИК №1643	УИК №1644	УИК №1645	УИК №1646	УИК №1647	УИК №1648	УИК №1649	УИК №1650	УИК №1651	УИК №1652	УИК №1653	УИК №1654	УИК №1655	УИК №1656	УИК №1657	УИК №1658					
1	"Число избирателей, внесенных в списки"	12088	484	840	445	349	290	221	514	108	114	547	104	493	1276	965	463	962	823	117	175	208	897	583	1110					
2	"Число бюллетеней, полученных участковыми комиссиями"	12056	480	820	445	355	287	216	510	109	115	555	106	482	1281	981	463	951	824	114	178	207	897	580	1100					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	7045	290	504	275	224	150	130	365	75	52	323	81	260	601	505	278	629	542	79	112	121	517	295	637					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	738	63	23	23	15	33	11	32	1	34	50	6	41	41	115	28	41	32	3	11	7	45	50	33					
6	Число погашенных бюллетеней	4273	127	293	147	116	104	75	113	33	29	182	19	181	639	361	157	281	250	32	55	79	335	235	430					
7	Число бюллетеней в переносных ящиках для голосования	737	63	23	23	15	33	11	32	1	34	50	6	41	41	115	28	41	31	3	11	7	45	50	33					
8	Число бюллетеней в стационарных ящиках для голосования	7045	290	504	275	224	150	130	365	75	52	323	81	260	601	505	278	629	542	79	112	121	517	295	637					
9	Число недействительных бюллетеней	248	12	6	9	20	0	4	16	1	0	10	0	9	22	13	23	17	10	6	3	3	12	19	33					
10	Число действительных бюллетеней	7534	341	521	289	219	183	137	381	75	86	363	87	292	620	607	283	653	563	76	120	125	550	326	637					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	299	10	20	10	10	10	10	10	10	10	10	10	10	29	20	10	20	20	10	10	10	20	10	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	41	4	1	4	0	1	2	1	0	0	4	1	1	7	4	3	2	2	0	0	0	0	3	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	33	2	1	0	3	0	2	3	1	2	4	0	1	2	2	2	1	2	1	0	1	0	2	1					
14	Число погашенных открепительных удостоверений	258	6	19	6	10	9	8	9	10	10	6	9	9	22	16	7	18	18	10	10	10	20	7	9					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																														
18	"1. ""ЕДИНЕНИЕ"""	112	7	4	3	1	1	4	2	4	3	10	1	5	6	10	4	11	3	3	2	0	6	9	13					
		1.43%	1.98%	0.75%	1.00%	0.41%	0.54%	2.83%	0.50%	5.26%	3.48%	2.68%	1.14%	1.66%	0.93%	1.61%	1.30%	1.64%	0.52%	3.65%	1.62%	0.0%	1.06%	2.60%	1.94%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	272	14	10	6	7	3	10	18	5	3	17	5	1	40	12	15	22	17	4	4	2	7	16	34					
		3.49%	3.96%	1.89%	2.01%	2.92%	1.63%	7.09%	4.53%	6.57%	3.48%	4.55%	5.74%	0.33%	6.23%	1.93%	4.90%	3.28%	2.96%	4.87%	3.25%	1.56%	1.24%	4.63%	5.07%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	144	8	12	9	4	3	2	4	3	1	7	0	3	11	13	4	15	10	1	3	4	10	9	8					
		1.85%	2.26%	2.27%	3.02%	1.67%	1.63%	1.41%	1.00%	3.94%	1.16%	1.87%	0.0%	0.99%	1.71%	2.09%	1.30%	2.23%	1.74%	1.21%	2.43%	3.12%	1.77%	2.60%	1.19%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	92	1	6	4	10	3	5	6	1	0	5	0	2	6	2	2	8	5	0	2	0	16	3	5					
