Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																														
Дата голосования: 04.12.2011																																														
																																														
Наименование Избирательной комиссии:    Спасская																																														
																																														
Сводная таблица результатов выборов																																														
																																														
		Сумма	УИК №2568	УИК №2569	УИК №2570	УИК №2571	УИК №2572	УИК №2573	УИК №2574	УИК №2575	УИК №2576	УИК №2577	УИК №2578	УИК №2579	УИК №2580	УИК №2581	УИК №2582	УИК №2583	УИК №2584	УИК №2585	УИК №2586	УИК №2587	УИК №2588	УИК №2589	УИК №2590	УИК №2591	УИК №2592	УИК №2593	УИК №2594	УИК №2595	УИК №2596	УИК №2597	УИК №2598	УИК №2599	УИК №2600	УИК №2601	УИК №2602	УИК №2603	УИК №2604	УИК №2605	УИК №2606					
1	"Число избирателей, внесенных в список избирателей"	16247	690	732	710	763	672	799	773	684	796	684	407	128	344	203	177	281	172	433	633	81	105	332	140	555	214	495	153	270	223	235	226	268	309	399	374	470	397	212	708					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	16364	680	730	720	760	665	800	775	670	800	685	402	126	352	205	177	293	178	436	640	86	115	336	146	562	215	495	157	276	235	246	230	275	316	402	375	470	405	216	712					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	15337	537	541	621	728	588	782	750	642	763	661	359	121	341	198	175	255	166	429	616	81	105	327	135	543	214	468	153	269	223	235	226	265	304	397	373	466	393	210	677					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	383	23	72	48	19	18	6	14	2	17	5	39	0	2	3	0	21	4	0	17	0	0	2	5	7	0	23	0	0	0	0	0	0	0	0	0	4	2	0	30					
6	Число погашенных избирательных бюллетеней	644	120	117	51	13	59	12	11	26	20	19	4	5	9	4	2	17	8	7	7	5	10	7	6	12	1	4	4	7	12	11	4	10	12	5	2	0	10	6	5					
7	Число избирательных бюллетеней в переносных ящиках для голосования	383	23	72	48	19	18	6	14	2	17	5	39	0	2	3	0	21	4	0	17	0	0	2	5	7	0	23	0	0	0	0	0	0	0	0	0	4	2	0	30					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	15337	537	541	621	728	588	782	750	642	763	661	359	121	341	198	175	255	166	429	616	81	105	327	135	543	214	468	153	269	223	235	226	265	304	397	373	466	393	210	677					
9	Число недействительных избирательных бюллетеней	60	11	7	4	0	1	6	4	1	2	0	0	4	6	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	2	0	0	0	1	0	0	1	4	0	2					
10	Число действительных избирательных бюллетеней	15660	549	606	665	747	605	782	760	643	778	666	398	117	337	201	175	276	170	429	633	81	105	329	140	550	211	490	153	269	221	235	226	265	303	397	373	469	391	210	705					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	190	10	10	10	10	10	10	10	10	10	10	3	3	4	2	3	3	4	3	4	3	3	4	3	4	2	3	2	3	2	2	3	3	3	3	4	4	2	3	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	33	2	2	4	5	1	1	3	1	2	1	1	1	0	0	0	2	0	0	2	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	34	5	0	1	1	1	3	0	0	1	1	1	2	0	0	0	3	0	0	3	0	0	2	0	1	0	1	0	0	0	0	0	0	0	1	4	2	1	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	157	8	8	6	5	9	9	7	9	8	9	2	2	4	2	3	1	4	3	2	3	3	3	2	4	1	3	2	3	1	2	3	3	3	3	4	4	1	3	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																														
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	183	14	18	60	3	2	7	3	10	1	3	1	6	2	0	0	2	0	0	2	1	0	3	0	1	3	10	1	2	1	0	0	0	0	1	4	1	19	0	2					
		1.16%	2.50%	2.94%	8.97%	0.40%	0.33%	0.89%	0.39%	1.55%	0.13%	0.45%	0.25%	4.96%	0.58%	0.00%	0.00%	0.72%	0.00%	0.00%	0.32%	1.23%	0.00%	0.91%	0.00%	0.18%	1.40%	2.04%	0.65%	0.74%	0.45%	0.00%	0.00%	0.00%	0.00%	0.25%	1.07%	0.21%	4.81%	0.00%	0.28%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	128	11	11	40	4	1	2	5	12	0	5	1	2	0	1	1	2	1	1	2	1	0	2	0	2	2	2	1	1	0	0	0	0	0	0	3	1	10	1	0					
		0.81%	1.96%	1.79%	5.98%	0.54%	0.17%	0.25%	0.65%	1.86%	0.00%	0.75%	0.25%	1.65%	0.00%	0.50%	0.57%	0.72%	0.59%	0.23%	0.32%	1.23%	0.00%	0.61%	0.00%	0.36%	0.93%	0.41%	0.65%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.80%	0.21%	2.53%	0.48%	0.00%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	14	4	4	2	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.09%	0.71%	0.65%	0.30%	0.00%	0.00%	0.00%	0.13%	0.16%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	576	51	79	79	30	51	15	10	18	13	5	5	15	16	1	1	43	6	1	4	6	1	2	2	3	24	6	0	6	1	5	2	4	3	2	2	1	56	1	6					
		3.66%	9.11%	12.89%	11.81%	4.02%	8.42%	1.90%	1.31%	2.80%	1.67%	0.75%	1.26%	12.40%	4.66%	0.50%	0.57%	15.58%	3.53%	0.23%	0.63%	7.41%	0.95%	0.61%	1.43%	0.55%	11.21%	1.22%	0.00%	2.23%	0.45%	2.13%	0.88%	1.51%	0.99%	0.50%	0.54%	0.21%	14.18%	0.48%	0.85%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	25	2	5	10	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0					
		0.16%	0.36%	0.82%	1.49%	0.13%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	14721	463	487	471	709	551	758	741	599	763	653	390	94	319	199	173	227	163	427	624	73	104	322	138	544	181	472	151	260	219	230	223	261	300	394	364	465	306	208	695					
		93.65%	82.68%	79.45%	70.40%	94.91%	90.92%	96.19%	96.99%	93.01%	97.82%	98.05%	97.99%	77.69%	93.00%	99.00%	98.86%	82.25%	95.88%	99.53%	98.58%	90.12%	99.05%	97.87%	98.57%	98.91%	84.58%	96.13%	98.69%	96.65%	98.21%	97.87%	98.67%	98.49%	98.68%	99.24%	97.59%	98.94%	77.47%	99.05%	98.30%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	13	4	2	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2					
		0.08%	0.71%	0.33%	0.45%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%					
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
