Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																														
Дата голосования: 02.12.2007																																														
																																														
Наименование Избирательной комиссии:    Спасская																																														
																																														
Сводная таблица результатов выборов																																														
																																														
		Сумма	УИК №2583	УИК №2584	УИК №2585	УИК №2586	УИК №2587	УИК №2588	УИК №2589	УИК №2590	УИК №2591	УИК №2592	УИК №2593	УИК №2594	УИК №2595	УИК №2596	УИК №2597	УИК №2598	УИК №2599	УИК №2600	УИК №2601	УИК №2602	УИК №2603	УИК №2604	УИК №2605	УИК №2606	УИК №2607	УИК №2608	УИК №2609	УИК №2610	УИК №2611	УИК №2612	УИК №2613	УИК №2614	УИК №2615	УИК №2616	УИК №2617	УИК №2618	УИК №2619	УИК №2620	УИК №2621					
1	"Число избирателей, внесенных в списки избирателей"	16002	669	636	583	752	627	667	693	823	787	707	429	126	351	207	174	174	447	301	642	84	113	316	144	502	220	492	144	266	239	263	229	257	306	423	410	488	409	218	684					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	15528	600	575	545	712	605	605	650	770	708	669	429	126	348	207	175	174	444	301	653	84	113	317	144	506	222	498	145	266	242	263	230	259	309	420	412	490	411	218	683					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	14728	566	385	449	694	593	583	637	719	677	622	393	126	336	203	173	170	441	263	624	84	113	301	138	486	220	471	142	260	236	260	229	254	303	417	405	488	402	218	647					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	339	30	69	25	9	10	22	5	9	7	9	27	0	12	4	0	1	0	19	14	0	0	2	0	5	0	17	2	0	2	0	0	0	0	0	0	0	5	0	34					
6	Число погашенных избирательных бюллетеней	461	4	121	71	9	2	0	8	42	24	38	9	0	0	0	2	3	3	19	15	0	0	14	6	15	2	10	1	6	4	3	1	5	6	3	7	2	4	0	2					
7	Число избирательных бюллетеней в переносных ящиках для голосования	339	30	69	25	9	10	22	5	9	7	9	27	0	12	4	0	1	0	19	14	0	0	2	0	5	0	17	2	0	2	0	0	0	0	0	0	0	5	0	34					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	14723	566	385	449	694	593	583	632	719	677	622	393	126	336	203	173	170	441	263	624	84	113	301	138	486	220	471	142	260	236	260	229	254	303	417	405	488	402	218	647					
9	Число недействительных избирательных бюллетеней	75	0	7	2	0	1	2	6	3	8	27	0	0	0	0	0	0	0	0	0	0	0	0	3	10	2	1	0	0	0	0	0	1	0	2	0	0	0	0	0					
10	Число действительных избирательных бюллетеней	14987	596	447	472	703	602	603	631	725	676	604	420	126	348	207	173	171	441	282	638	84	113	303	135	481	218	487	144	260	238	260	229	253	303	415	405	488	407	218	681					
