Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																						
Дата голосования: 04.12.2011																						
																						
Наименование Избирательной комиссии:    Муезерская																						
																						
Сводная таблица результатов выборов																						
																						
		Сумма	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359					
1	"Число избирателей, внесенных в список избирателей"	11344	1371	1738	1043	582	1042	125	252	180	168	1113	101	854	352	1786	637					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	11300	1300	1700	1000	600	1100	140	250	200	160	1100	100	900	350	1800	600					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	25	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	5799	745	850	542	325	532	81	127	85	83	565	52	466	185	813	348					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	471	46	30	50	21	70	10	19	18	10	52	5	36	16	42	46					
6	Число погашенных избирательных бюллетеней	5005	509	820	408	254	498	49	104	97	67	458	43	398	149	945	206					
7	Число избирательных бюллетеней в переносных ящиках для голосования	496	46	30	50	21	70	10	19	18	10	77	5	36	16	42	46					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5799	745	850	542	325	532	81	127	85	83	565	52	466	185	813	348					
9	Число недействительных избирательных бюллетеней	135	23	16	8	7	19	1	1	4	3	22	1	8	4	10	8					
10	Число действительных избирательных бюллетеней	6160	768	864	584	339	583	90	145	99	90	620	56	494	197	845	386					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	240	40	40	10	10	20	10	10	10	10	20	10	10	7	23	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	108	20	20	2	6	7	10	2	9	0	8	0	0	6	17	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	36	3	5	4	2	0	1	1	1	0	2	2	3	2	7	3					
14	Число погашенных неиспользованных открепительных удостоверений	132	20	20	8	4	13	0	8	1	10	12	10	10	1	6	9					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																						
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1069	127	178	83	40	102	8	14	12	20	136	10	58	23	192	66					
		16.98%	16.06%	20.23%	14.02%	11.56%	16.94%	8.79%	9.59%	11.65%	21.51%	21.18%	17.54%	11.55%	11.44%	22.46%	16.75%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1008	128	162	103	48	81	10	16	14	11	122	8	66	21	162	56					
		16.01%	16.18%	18.41%	17.40%	13.87%	13.46%	10.99%	10.96%	13.59%	11.83%	19.00%	14.04%	13.15%	10.45%	18.95%	14.21%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	61	9	11	2	6	4	0	0	0	2	12	1	2	0	7	5					
		0.97%	1.14%	1.25%	0.34%	1.73%	0.66%	0.00%	0.00%	0.00%	2.15%	1.87%	1.75%	0.40%	0.00%	0.82%	1.27%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1026	151	162	104	40	96	10	10	15	9	92	2	89	34	173	39					
		16.30%	19.09%	18.41%	17.57%	11.56%	15.95%	10.99%	6.85%	14.56%	9.68%	14.33%	3.51%	17.73%	16.92%	20.23%	9.90%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	158	24	24	17	7	7	1	0	0	2	33	1	3	6	22	11					
		2.51%	3.03%	2.73%	2.87%	2.02%	1.16%	1.10%	0.00%	0.00%	2.15%	5.14%	1.75%	0.60%	2.99%	2.57%	2.79%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2784	321	320	271	196	288	60	102	57	45	218	34	272	113	281	206					
		44.23%	40.58%	36.36%	45.78%	56.65%	47.84%	65.93%	69.86%	55.34%	48.39%	33.96%	59.65%	54.18%	56.22%	32.87%	52.28%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	54	8	7	4	2	5	1	3	1	1	7	0	4	0	8	3					
		0.86%	1.01%	0.80%	0.68%	0.58%	0.83%	1.10%	2.05%	0.97%	1.08%	1.09%	0.00%	0.80%	0.00%	0.94%	0.76%					
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
