Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																															
Дата голосования: 04.12.2011																															
																															
Наименование Избирательной комиссии:    Бикинская																															
																															
Сводная таблица результатов выборов																															
																															
		Сумма	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460					
1	"Число избирателей, внесенных в список избирателей"	19720	854	674	983	764	880	2205	1405	845	796	643	1380	1211	1137	665	222	649	78	423	458	127	1081	824	871	545					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	19993	830	650	940	710	840	2230	1453	820	795	600	1387	1200	1133	670	220	650	80	440	465	130	1530	800	870	550					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	22	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	9701	322	217	550	280	406	1594	918	326	319	296	703	669	473	284	131	273	31	154	225	87	586	373	290	194					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	849	46	24	11	81	40	79	43	31	30	20	41	31	50	32	3	53	32	38	12	6	21	38	60	27					
6	Число погашенных избирательных бюллетеней	9421	440	409	379	349	394	557	492	463	446	284	643	500	610	354	86	324	17	248	228	37	923	389	520	329					
7	Число избирательных бюллетеней в переносных ящиках для голосования	871	68	24	11	81	40	79	43	31	30	20	41	31	50	32	3	53	32	38	12	6	21	38	60	27					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9701	322	217	550	280	406	1594	918	326	319	296	703	669	473	284	131	273	31	154	225	87	586	373	290	194					
9	Число недействительных избирательных бюллетеней	170	6	4	10	9	11	24	11	9	4	4	13	7	9	4	2	2	2	2	2	1	15	8	5	6					
10	Число действительных избирательных бюллетеней	10402	384	237	551	352	435	1649	950	348	345	312	731	693	514	312	132	324	61	190	235	92	592	403	345	215					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	180	5	5	10	5	6	15	11	8	8	7	7	7	9	5	10	5	5	8	5	5	13	8	7	6					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	106	5	0	7	0	2	13	8	1	5	5	4	2	5	1	9	4	5	8	2	0	10	4	4	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	69	9	1	7	0	4	8	3	1	0	3	5	8	1	0	4	2	1	2	1	2	4	0	2	1					
14	Число погашенных неиспользованных открепительных удостоверений	74	0	5	3	5	4	2	3	7	3	2	3	5	4	4	1	1	0	0	3	5	3	4	3	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	20	0	0	6	0	1	1	0	1	1	0	0	2	2	0	2	0	2	0	0	0	2	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																															
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1128	38	18	55	43	51	113	63	37	37	38	100	129	74	28	9	51	3	16	21	6	69	48	57	24					
		10.67%	9.74%	7.47%	9.80%	11.91%	11.43%	6.75%	6.56%	10.36%	10.60%	12.03%	13.44%	18.43%	14.15%	8.86%	6.72%	15.64%	4.76%	8.33%	8.86%	6.45%	11.37%	11.68%	16.29%	10.86%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2386	80	65	125	90	115	383	230	94	104	75	168	118	152	67	33	64	19	41	47	12	152	55	47	50					
		22.57%	20.51%	26.97%	22.28%	24.93%	25.78%	22.89%	23.93%	26.33%	29.80%	23.73%	22.58%	16.86%	29.06%	21.20%	24.63%	19.63%	30.16%	21.35%	19.83%	12.90%	25.04%	13.38%	13.43%	22.62%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	133	7	1	9	7	5	24	15	4	4	4	13	11	7	0	1	0	0	2	2	0	11	0	3	3					
		1.26%	1.79%	0.41%	1.60%	1.94%	1.12%	1.43%	1.56%	1.12%	1.15%	1.27%	1.75%	1.57%	1.34%	0.00%	0.75%	0.00%	0.00%	1.04%	0.84%	0.00%	1.81%	0.00%	0.86%	1.36%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1474	57	36	72	57	75	174	95	58	59	51	152	140	61	53	10	80	7	21	27	6	54	58	45	26					
		13.94%	14.62%	14.94%	12.83%	15.79%	16.82%	10.40%	9.89%	16.25%	16.91%	16.14%	20.43%	20.00%	11.66%	16.77%	7.46%	24.54%	11.11%	10.94%	11.39%	6.45%	8.90%	14.11%	12.86%	11.76%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	165	9	3	12	4	7	19	9	6	6	8	17	10	16	2	1	4	2	3	0	1	11	7	4	4					
		1.56%	2.31%	1.24%	2.14%	1.11%	1.57%	1.14%	0.94%	1.68%	1.72%	2.53%	2.28%	1.43%	3.06%	0.63%	0.75%	1.23%	3.17%	1.56%	0.00%	1.08%	1.81%	1.70%	1.14%	1.81%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5074	192	113	277	149	181	932	533	145	134	136	277	283	201	159	78	124	30	106	136	67	292	233	188	108					
		47.99%	49.23%	46.89%	49.38%	41.27%	40.58%	55.71%	55.46%	40.62%	38.40%	43.04%	37.23%	40.43%	38.43%	50.32%	58.21%	38.04%	47.62%	55.21%	57.38%	72.04%	48.11%	56.69%	53.71%	48.87%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	42	1	1	1	2	1	4	5	4	1	0	4	2	3	3	0	1	0	1	2	0	3	2	1	0					
		0.40%	0.26%	0.41%	0.18%	0.55%	0.22%	0.24%	0.52%	1.12%	0.29%	0.00%	0.54%	0.29%	0.57%	0.95%	0.00%	0.31%	0.00%	0.52%	0.84%	0.00%	0.49%	0.49%	0.29%	0.00%					
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
