Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																															
Дата голосования: 18.09.2016																																															
																																															
Наименование Избирательной комиссии:    Режевская 																																															
																																															
Сводная таблица итогов голосования по федеральному избирательному округу																																															
																																															
		Сумма	УИК №720	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	38892	100	1839	2169	2562	2227	2248	1391	2345	1513	1009	1791	1387	1926	1956	1768	1869	1417	352	386	744	293	985	158	545	170	525	961	203	945	182	682	1265	120	253	484	122									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	38100	150	1850	2150	2500	2250	2200	1350	2350	1500	1000	1750	1350	1900	1950	1750	1850	1400	300	350	700	250	1000	150	500	150	500	950	200	900	150	650	1250	100	250	400	100									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	12178	100	484	726	832	768	490	329	602	391	334	678	574	637	534	533	570	497	209	108	206	111	342	66	203	73	117	284	57	220	52	234	396	53	81	226	61									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	583	0	9	7	13	26	17	16	23	8	11	14	14	22	33	27	11	15	59	26	8	5	26	2	11	8	16	22	11	16	28	17	40	7	8	3	4									
6	Число погашенных избирательных бюллетеней	25339	50	1357	1417	1655	1456	1693	1005	1725	1101	655	1058	762	1241	1383	1190	1269	888	32	216	486	134	632	82	286	69	367	644	132	664	70	399	814	40	161	171	35									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	583	0	9	7	13	26	17	16	23	8	11	14	14	22	33	27	11	15	59	26	8	5	26	2	11	8	16	22	11	16	28	17	40	7	8	3	4									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	12177	100	484	726	831	768	490	329	602	391	334	678	574	637	534	533	570	497	209	108	206	111	342	66	203	73	117	284	57	220	52	234	396	53	81	226	61									
9	Число недействительных избирательных бюллетеней	259	4	10	17	13	21	8	3	11	4	3	32	15	14	9	9	8	12	11	2	3	0	10	1	5	2	4	6	2	3	2	4	6	0	0	3	2									
10	Число действительных избирательных бюллетеней	12501	96	483	716	831	773	499	342	614	395	342	660	573	645	558	551	573	500	257	132	211	116	358	67	209	79	129	300	66	233	78	247	430	60	89	226	63									
