Выборы Президента Российской Федерации																				
																				
"Наименование Избирательной комиссии:    Калининград, Октябрьская"																				
																				
Итоги голосования 																				
																				
		Сумма	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288					
1	"Число избирателей, внесенных в список"	34143	2267	2321	2783	2204	2498	2765	2828	2700	2668	2661	2738	2831	2879					
2	Число полученных избирательных бюллетеней	33300	2200	2200	2700	2200	2500	2700	2700	2600	2600	2600	2600	2800	2900					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	16263	1235	1248	1436	948	1170	1358	1359	1387	1172	1160	1213	1230	1347					
5	"Число избирательных бюллетеней, выданных вне помещения"	351	33	59	30	10	23	22	21	23	26	17	25	20	42					
6	Число погашенных избирательных бюллетеней	16686	932	893	1234	1242	1307	1320	1320	1190	1402	1423	1362	1550	1511					
7	Число избирательных бюллетеней в переносных ящиках	351	33	59	30	10	23	22	21	23	26	17	25	20	42					
8	Число бюллетеней в стационарных ящиках для голосования	16245	1234	1248	1435	947	1170	1350	1359	1387	1170	1160	1210	1228	1347					
9	Число недействительных избирательных бюллетеней	119	6	5	10	12	7	5	6	10	4	14	15	8	17					
10	Число действительных избирательных бюллетеней	16477	1261	1302	1455	945	1186	1367	1374	1400	1192	1163	1220	1240	1372					
11	Число полученных открепительных  удостоверений	325	25	25	25	25	25	25	25	25	25	25	25	25	25					
12	Число выданных открепительных удостоверений	78	6	6	7	7	4	5	5	3	10	6	4	4	11					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	113	16	8	9	9	10	9	17	12	5	5	6	3	4					
14	Число неиспользованных открепительных удостоверений	247	19	19	18	18	21	20	20	22	15	19	21	21	14					
15	"Число открепительных удостоверений, выданных в ТИК"	3	1	0	1	0	0	0	0	0	0	0	0	0	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																				
18	. Глазьев Сергей Юрьевич	1023	88	103	92	57	83	93	88	101	75	57	50	63	73					
		6.16%	6.95%	7.88%	6.28%	5.96%	6.96%	6.78%	6.38%	7.16%	6.27%	4.84%	4.05%	5.05%	5.26%					
19	. Малышкин Олег Александрович	266	9	17	26	20	22	26	14	23	21	23	24	20	21					
		1.60%	0.71%	1.30%	1.77%	2.09%	1.84%	1.90%	1.01%	1.63%	1.76%	1.95%	1.94%	1.60%	1.51%					
20	. Миронов Сергей Михайлович	226	26	19	14	17	12	21	26	14	24	14	14	12	13					
		1.36%	2.05%	1.45%	0.96%	1.78%	1.01%	1.53%	1.88%	0.99%	2.01%	1.19%	1.13%	0.96%	0.94%					
21	. Путин Владимир Владимирович	10601	796	822	923	617	762	860	897	907	781	783	794	809	850					
		63.88%	62.83%	62.89%	63.00%	64.47%	63.87%	62.68%	65.00%	64.33%	65.30%	66.53%	64.29%	64.82%	61.20%					
22	. Хакамада Ирина Муцуовна	1154	109	99	135	75	64	120	93	100	82	75	58	68	76					
		6.95%	8.60%	7.57%	9.22%	7.84%	5.36%	8.75%	6.74%	7.09%	6.86%	6.37%	4.70%	5.45%	5.47%					
23	. Харитонов Николай Михайлович	2259	175	182	166	104	175	168	190	180	133	143	215	175	253					
		13.61%	13.81%	13.93%	11.33%	10.87%	14.67%	12.24%	13.77%	12.77%	11.12%	12.15%	17.41%	14.02%	18.21%					
																				
24	Против всех	948	58	60	99	55	68	79	66	75	76	68	65	93	86					
		5.71%	4.58%	4.59%	6.76%	5.75%	5.70%	5.76%	4.78%	5.32%	6.35%	5.78%	5.26%	7.45%	6.19%					
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
