Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																					
Дата голосования: 02.12.2007																																					
																																					
Наименование Избирательной комиссии:    Даниловский район																																					
																																					
Сводная таблица результатов выборов																																					
																																					
		Сумма	УИК №1675	УИК №1676	УИК №1677	УИК №1678	УИК №1679	УИК №1680	УИК №1681	УИК №1682	УИК №1683	УИК №1684	УИК №1685	УИК №1686	УИК №1687	УИК №1688	УИК №1689	УИК №1690	УИК №1691	УИК №1692	УИК №1693	УИК №1694	УИК №1695	УИК №1696	УИК №1697	УИК №1698	УИК №1699	УИК №1700	УИК №1701	УИК №3231	УИК №3232	УИК №3233					
1	"Число избирателей, внесенных в списки избирателей"	60354	2253	2524	2018	2102	2349	2030	2274	2509	1759	2469	2778	2772	2811	905	2063	2186	2564	2250	2527	1412	1876	2278	2640	2636	1844	2337	1033	695	274	186					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	51000	2000	2000	1500	1500	2000	2000	2000	2000	1500	2000	2500	2700	2500	700	1500	1500	2000	2000	2000	1100	1500	2000	2000	2500	1500	2000	900	1000	400	200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	35582	1627	1910	1026	998	1324	1262	969	1329	1183	1483	1376	2539	1189	597	1078	1076	1664	1080	1205	829	903	1764	1371	1194	984	1627	862	673	274	186					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1002	39	68	38	23	51	45	29	23	42	39	89	42	29	50	33	30	35	36	37	16	36	32	23	23	25	40	29	0	0	0					
6	Число погашенных избирательных бюллетеней	14416	334	22	436	479	625	693	1002	648	275	478	1035	119	1282	53	389	394	301	884	758	255	561	204	606	1283	491	333	9	327	126	14					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1002	39	68	38	23	51	45	29	23	42	39	89	42	29	50	33	30	35	36	37	16	36	32	23	23	25	40	29	0	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	35443	1624	1907	1024	997	1317	1210	960	1327	1181	1479	1376	2539	1185	595	1069	1076	1662	1078	1205	825	901	1764	1367	1194	984	1627	839	671	274	186					
9	Число недействительных избирательных бюллетеней	475	14	34	21	13	27	16	12	22	13	14	31	8	22	12	16	24	16	19	16	8	8	14	19	17	14	14	3	24	4	0					
10	Число действительных избирательных бюллетеней	35970	1649	1941	1041	1007	1341	1239	977	1328	1210	1504	1434	2573	1192	633	1086	1082	1681	1095	1226	833	929	1782	1371	1200	995	1653	865	647	270	186					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1135	60	50	40	50	40	50	50	50	40	40	60	20	50	20	40	45	45	40	40	30	30	50	45	50	30	55	15	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	986	51	45	35	43	33	39	35	45	22	33	57	15	49	12	34	43	45	30	40	30	30	42	38	46	24	55	15	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	1951	31	83	37	21	199	60	34	70	79	79	36	44	102	54	18	45	91	16	20	21	94	66	219	51	12	46	67	27	43	186					
14	Число погашенных неиспользованных открепительных удостоверений	149	9	5	5	7	7	11	15	5	18	7	3	5	1	8	6	2	0	10	0	0	0	8	7	4	6	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	481	9	10	16	15	14	13	12	13	24	25	3	4	19	3	11	19	22	12	27	24	30	31	31	23	21	35	15	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																					
18	1.Политическая партия «Аграрная партия России»	904	37	43	32	25	49	45	38	38	20	48	47	24	39	10	19	28	34	37	27	25	29	28	44	33	8	50	19	18	5	5					
