Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																				
Дата голосования: 04.12.2011																																				
																																				
Наименование Избирательной комиссии:    Даниловский район																																				
																																				
Сводная таблица результатов выборов																																				
																																				
		Сумма	УИК №1680	УИК №1681	УИК №1682	УИК №1683	УИК №1684	УИК №1685	УИК №1686	УИК №1687	УИК №1688	УИК №1689	УИК №1690	УИК №1691	УИК №1692	УИК №1693	УИК №1694	УИК №1695	УИК №1696	УИК №1697	УИК №1698	УИК №1699	УИК №1700	УИК №1701	УИК №1702	УИК №1703	УИК №1704	УИК №1705	УИК №1706	УИК №3324	УИК №3325					
1	"Число избирателей, внесенных в список избирателей"	53899	2317	2399	1936	1838	2033	2313	2086	2510	1080	1704	1832	1124	1063	2386	1992	2036	2507	2192	2397	1384	1717	2143	2249	2519	1850	2295	892	750	355					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	47178	2000	2100	1500	1500	2000	2000	2000	2000	1500	1500	1500	1000	1000	2478	1500	1500	2000	2000	2000	1000	1500	2000	2000	2000	1500	2000	900	800	400					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	37235	1668	2029	1284	1269	1498	1126	1464	1269	1059	980	1011	765	792	2357	1250	1298	1203	1575	1955	979	1404	1293	1037	1613	1425	1929	786	737	180					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	986	21	45	25	18	43	36	12	25	21	24	59	33	5	29	63	96	27	21	30	21	32	19	24	21	21	24	16	0	175					
6	Число погашенных избирательных бюллетеней	8957	311	26	191	213	459	838	524	706	420	496	430	202	203	92	187	106	770	404	15	0	64	688	939	366	54	47	98	63	45					
7	Число избирательных бюллетеней в переносных ящиках для голосования	986	21	45	25	18	43	36	12	25	21	24	59	33	5	29	63	96	27	21	30	21	32	19	24	21	21	24	16	0	175					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	37124	1647	2029	1284	1254	1498	1126	1464	1255	1059	980	1002	765	792	2357	1250	1298	1194	1554	1955	975	1404	1293	1020	1613	1425	1929	786	736	180					
9	Число недействительных избирательных бюллетеней	741	39	240	8	25	17	69	0	18	8	26	29	19	5	29	11	12	22	8	0	7	0	16	21	23	36	43	0	5	5					
10	Число действительных избирательных бюллетеней	37369	1629	1834	1301	1247	1524	1093	1476	1262	1072	978	1032	779	792	2357	1302	1382	1199	1567	1985	989	1436	1296	1023	1611	1410	1910	802	731	350					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1240	50	50	45	45	50	50	50	50	35	35	50	30	35	50	45	45	60	60	50	35	35	50	50	70	35	60	20	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1185	50	49	45	43	48	38	49	50	35	25	49	30	21	48	45	44	60	59	50	35	35	50	48	69	33	57	20	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1226	27	103	19	19	52	18	40	24	27	19	32	21	92	97	45	18	32	28	23	31	101	59	27	10	22	36	10	128	66					
14	Число погашенных неиспользованных открепительных удостоверений	55	0	1	0	2	2	12	1	0	0	10	1	0	14	2	0	1	0	1	0	0	0	0	2	1	2	3	0	0	0					
