Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																								
Дата голосования: 07.12.2003 0:00:00																																								
																																								
Наименование Избирательной комиссии:    Октябрьская																																								
																																								
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																								
																																								
		Сумма	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488					
1	"Число избирателей, внесенных в списки"	16879	507	113	253	347	207	91	170	487	2021	145	150	513	142	271	92	238	409	205	114	453	118	30	248	98	1081	66	126	336	1619	2334	1533	1527	835					
2	"Число бюллетеней, полученных участковыми комиссиями"	15299	446	100	229	308	181	78	151	441	1862	142	132	448	127	239	84	238	363	185	126	409	112	47	227	92	936	57	121	293	1409	2027	1350	1623	716					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	8802	296	73	180	241	137	78	115	267	940	101	105	346	113	175	36	104	207	136	100	268	88	24	143	78	543	37	53	184	561	929	744	950	450					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	589	18	5	11	22	4	0	5	15	9	2	9	0	0	12	29	14	25	13	0	33	5	6	11	5	31	3	2	14	67	83	22	114	0					
6	Число погашенных бюллетеней	5908	132	22	38	45	40	0	31	159	913	39	18	102	14	52	19	120	131	36	26	108	19	17	73	9	362	17	66	95	781	1015	584	559	266					
7	Число бюллетеней в переносных ящиках для голосования	587	18	5	11	22	4	0	5	15	9	2	9	0	0	12	29	14	25	13	0	33	5	6	11	5	31	3	2	14	67	82	22	113	0					
8	Число бюллетеней в стационарных ящиках для голосования	8801	296	73	180	241	137	78	115	267	940	101	105	346	113	175	36	104	207	136	100	268	88	24	143	78	542	37	53	184	561	928	744	951	450					
9	Число недействительных бюллетеней	129	5	2	2	1	4	0	4	11	10	2	1	9	0	4	0	2	3	4	0	0	7	0	2	1	5	0	0	0	11	8	10	20	1					
10	Число действительных бюллетеней	9259	309	76	189	262	137	78	116	271	939	101	113	337	113	183	65	116	229	145	100	301	86	30	152	82	568	40	55	198	617	1002	756	1044	449					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	127	5	2	3	3	3	2	3	4	10	3	3	4	3	3	2	4	4	2	2	4	2	2	3	2	6	2	2	4	6	8	6	6	9					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	38	1	0	0	0	0	0	0	1	6	1	0	1	0	1	0	1	1	1	0	0	0	0	0	0	4	0	0	1	3	5	3	0	8					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	31	2	0	1	1	1	0	2	0	3	0	0	1	0	1	0	0	0	1	1	0	0	0	2	1	0	0	0	2	0	9	1	0	2					
14	Число погашенных открепительных удостоверений	89	4	2	3	3	3	2	3	3	4	2	3	3	3	2	2	3	3	1	2	4	2	2	3	2	2	2	2	3	3	3	3	6	1					
15	Число открепительных удостоверений выданных ТИК	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																								
18	"1. ""ЕДИНЕНИЕ"""	168	8	2	9	3	2	4	3	5	19	0	0	6	6	8	2	6	5	5	3	7	1	1	2	0	3	1	2	1	5	6	9	26	8					
		1.78%	2.54%	2.56%	4.71%	1.14%	1.41%	5.12%	2.5%	1.77%	2.00%	0.0%	0.0%	1.73%	5.30%	4.27%	3.07%	5.08%	2.15%	3.35%	3.0%	2.32%	1.07%	3.33%	1.29%	0.0%	0.52%	2.5%	3.63%	0.50%	0.79%	0.59%	1.17%	2.44%	1.77%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	120	2	0	2	0	3	0	0	3	5	1	0	5	0	1	0	2	1	1	0	1	0	0	5	0	4	0	0	0	3	5	5	68	3					
		1.27%	0.63%	0.0%	1.04%	0.0%	2.12%	0.0%	0.0%	1.06%	0.52%	0.97%	0.0%	1.44%	0.0%	0.53%	0.0%	1.69%	0.43%	0.67%	0.0%	0.33%	0.0%	0.0%	3.24%	0.0%	0.69%	0.0%	0.0%	0.0%	0.47%	0.49%	0.65%	6.39%	0.66%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	308	16	3	13	3	7	0	4	14	34	4	8	12	1	6	1	8	12	0	3	6	0	5	6	2	13	0	4	15	20	24	12	45	7					
		3.28%	5.09%	3.84%	6.80%	1.14%	4.96%	0.0%	3.33%	4.96%	3.58%	3.88%	7.01%	3.46%	0.88%	3.20%	1.53%	6.77%	5.17%	0.0%	3.0%	1.99%	0.0%	16.66%	3.89%	2.40%	2.26%	0.0%	7.27%	7.57%	3.18%	2.37%	1.56%	4.22%	1.55%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	134	5	0	0	4	0	1	2	10	14	0	5	9	2	2	2	0	6	1	0	6	1	0	1	0	8	0	0	0	4	10	4	34	3					
		1.42%	1.59%	0.0%	0.0%	1.52%	0.0%	1.28%	1.66%	3.54%	1.47%	0.0%	4.38%	2.60%	1.76%	1.06%	3.07%	0.0%	2.58%	0.67%	0.0%	1.99%	1.07%	0.0%	0.64%	0.0%	1.39%	0.0%	0.0%	0.0%	0.63%	0.99%	0.52%	3.19%	0.66%					
22	"5. ""За Русь Святую"""	59	3	2	0	1	0	0	0	0	10	1	0	1	0	1	0	1	1	2	0	1	1	0	1	1	3	0	0	2	5	7	3	12	0					
		0.62%	0.95%	2.56%	0.0%	0.38%	0.0%	0.0%	0.0%	0.0%	1.05%	0.97%	0.0%	0.28%	0.0%	0.53%	0.0%	0.84%	0.43%	1.34%	0.0%	0.33%	1.07%	0.0%	0.64%	1.20%	0.52%	0.0%	0.0%	1.01%	0.79%	0.69%	0.39%	1.12%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	33	0	0	1	1	1	0	0	0	4	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	1	0	0	3	4	2	2	10	0					
