Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																													
Дата голосования: 02.12.2007																													
																													
"Наименование Избирательной комиссии:    г. Грозный, Октябрьская"																													
																													
Сводная таблица результатов выборов																													
																													
		Сумма	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №430					
1	"Число избирателей, внесенных в списки избирателей"	40334	1956	2002	1946	1954	1924	2233	1380	1603	1402	1172	1946	2401	1320	1084	2252	1503	1503	1170	2250	2225	2408	2700					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	40334	1956	2002	1946	1954	1924	2233	1380	1603	1402	1172	1946	2401	1320	1084	2252	1503	1503	1170	2250	2225	2408	2700					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	39632	1949	1981	1929	1940	1901	2219	1362	1597	1381	1162	1939	2385	1301	1075	2248	1496	1481	1165	2231	1833	2377	2680					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	501	2	12	11	0	6	4	9	0	5	3	4	10	7	6	1	4	5	0	10	384	11	7					
6	Число погашенных избирательных бюллетеней	201	5	9	6	14	17	10	9	6	16	7	3	6	12	3	3	3	17	5	9	8	20	13					
7	Число избирательных бюллетеней в переносных ящиках для голосования	501	2	12	11	0	6	4	9	0	5	3	4	10	7	6	1	4	5	0	10	384	11	7					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	39568	1948	1971	1929	1926	1894	2219	1361	1593	1381	1162	1939	2382	1299	1075	2248	1490	1481	1161	2229	1833	2377	2670					
9	Число недействительных избирательных бюллетеней	29	2	0	0	1	0	11	1	0	0	0	0	0	7	2	5	0	0	0	0	0	0	0					
10	Число действительных избирательных бюллетеней	40040	1948	1983	1940	1925	1900	2212	1369	1593	1386	1165	1943	2392	1299	1079	2244	1494	1486	1161	2239	2217	2388	2677					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	500	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	35	35	35	35					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	4	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255					
14	Число погашенных неиспользованных открепительных удостоверений	496	20	20	20	20	20	20	20	19	20	18	20	20	20	20	19	20	20	20	35	35	35	35					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																													
18	1.Политическая партия «Аграрная партия России»	12	1	2	1	0	0	0	0	0	0	0	0	5	0	0	0	0	2	0	1	0	0	0					
		0.03%	0.05%	0.10%	0.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.04%	0.00%	0.00%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	17	0	0	3	0	0	0	2	3	0	0	0	0	0	2	0	0	0	0	6	0	1	0					
		0.04%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.15%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.04%	0.00%					
20	3.Политическая партия «Демократическая партия России»	19	2	3	0	1	0	2	0	0	0	0	3	0	1	2	0	0	0	0	5	0	0	0					
		0.05%	0.10%	0.15%	0.00%	0.05%	0.00%	0.09%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.08%	0.19%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	48	4	3	9	3	2	4	0	3	0	1	2	4	2	1	0	0	3	0	7	0	0	0					
		0.12%	0.21%	0.15%	0.46%	0.16%	0.11%	0.18%	0.00%	0.19%	0.00%	0.09%	0.10%	0.17%	0.15%	0.09%	0.00%	0.00%	0.20%	0.00%	0.31%	0.00%	0.00%	0.00%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	41	0	1	7	5	3	7	0	1	1	3	0	5	0	0	0	0	0	0	8	0	0	0					
		0.10%	0.00%	0.05%	0.36%	0.26%	0.16%	0.31%	0.00%	0.06%	0.07%	0.26%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	17	0	0	5	2	3	2	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0					
		0.04%	0.00%	0.00%	0.26%	0.10%	0.16%	0.09%	0.00%	0.19%	0.00%	0.00%	0.00%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	34	0	3	5	2	4	0	3	0	0	0	0	0	0	0	0	0	2	0	9	0	5	1					
		0.08%	0.00%	0.15%	0.26%	0.10%	0.21%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.40%	0.00%	0.21%	0.04%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	34	0	0	3	0	0	0	0	1	1	3	8	0	0	0	6	0	0	0	0	9	1	2					
		0.08%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.06%	0.07%	0.26%	0.41%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.41%	0.04%	0.07%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	33	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	4	0	5	1	2	10	4					
		0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.46%	0.00%	0.27%	0.00%	0.43%	0.04%	0.09%	0.42%	0.15%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	39763	1941	1971	1907	1912	1888	2197	1364	1582	1384	1158	1928	2371	1292	1069	2235	1487	1479	1153	2202	2204	2369	2670					
		99.24%	99.54%	99.39%	98.30%	99.27%	99.37%	98.83%	99.56%	99.31%	99.86%	99.40%	99.23%	99.12%	98.93%	98.89%	99.38%	99.53%	99.53%	99.31%	98.35%	99.41%	99.20%	99.74%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	22	0	0	0	0	0	0	0	0	0	0	2	5	2	0	3	3	0	3	0	2	2	0					
		0.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	0.21%	0.15%	0.00%	0.13%	0.20%	0.00%	0.26%	0.00%	0.09%	0.08%	0.00%					
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
