Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																			
Дата голосования: 07.12.2003 0:00:00																																			
																																			
Наименование Избирательной комиссии:    Кобяйская																																			
																																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																			
																																			
		Сумма	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207					
1	"Число избирателей, внесенных в списки"	8322	364	153	408	456	163	395	354	365	378	232	104	312	592	578	330	247	311	187	291	133	108	81	41	643	255	121	266	454					
2	"Число бюллетеней, полученных участковыми комиссиями"	8440	350	200	350	400	150	350	350	340	340	230	140	320	600	600	360	270	340	220	300	180	130	90	60	660	260	140	270	440					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	85	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	1	0	0	13	3	2	8	42					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	5515	179	132	211	259	64	123	187	210	181	138	79	226	462	449	274	217	222	160	190	126	92	74	41	451	219	119	183	247					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	703	29	21	25	47	44	75	37	25	25	48	8	19	76	39	24	20	20	11	36	7	0	5	0	25	0	0	28	9					
6	Число погашенных бюллетеней	2137	142	47	114	94	42	152	126	105	134	44	37	75	62	112	62	33	98	49	74	47	37	11	19	171	38	19	51	142					
7	Число бюллетеней в переносных ящиках для голосования	788	29	21	25	47	44	75	37	25	25	48	24	19	76	39	24	20	20	11	36	7	1	5	0	38	3	2	36	51					
8	Число бюллетеней в стационарных ящиках для голосования	5515	179	132	211	259	64	123	187	210	181	138	79	226	462	449	274	217	222	160	190	126	92	74	41	451	219	119	183	247					
9	Число недействительных бюллетеней	129	1	1	1	7	0	0	1	5	1	0	0	1	7	21	22	4	4	3	1	1	2	0	0	40	4	0	2	0					
10	Число действительных бюллетеней	6174	207	152	235	299	108	198	223	230	205	186	103	244	531	467	276	233	238	168	225	132	91	79	41	449	218	121	217	298					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	195	5	5	5	5	3	5	5	7	7	5	20	8	7	13	10	11	8	5	5	4	3	3	3	17	8	3	5	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	98	1	3	3	4	1	2	4	5	1	2	16	5	5	13	9	8	1	1	0	2	0	0	0	8	0	1	0	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	41	0	5	1	0	0	0	2	2	1	0	0	2	0	2	0	8	1	0	2	2	0	1	0	5	1	1	2	3					
14	Число погашенных открепительных удостоверений	97	4	2	2	1	2	3	1	2	6	3	4	3	2	0	1	3	7	4	5	2	3	3	3	9	8	2	5	7					
15	Число открепительных удостоверений выданных ТИК	5	0	0	0	1	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																			
