Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																								
Дата голосования: 04.12.2011																								
																								
Наименование Избирательной комиссии:    Ольхонская																								
																								
Сводная таблица результатов выборов																								
																								
		Сумма	УИК №1176	УИК №1177	УИК №1178	УИК №1179	УИК №1180	УИК №1181	УИК №1182	УИК №1183	УИК №1184	УИК №1185	УИК №1186	УИК №1187	УИК №1188	УИК №1189	УИК №1190	УИК №1191	УИК №1192					
1	"Число избирателей, внесенных в список избирателей"	6879	48	824	178	47	336	109	124	2869	134	147	301	176	379	19	131	934	123					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	6915	44	838	191	50	344	116	127	2840	141	154	311	170	386	18	131	930	124					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	3567	27	367	124	30	236	55	52	1403	77	70	132	90	169	13	63	598	61					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	564	6	85	3	4	17	16	40	113	30	35	55	5	28	3	30	53	41					
6	Число погашенных избирательных бюллетеней	2784	11	386	64	16	91	45	35	1324	34	49	124	75	189	2	38	279	22					
7	Число избирательных бюллетеней в переносных ящиках для голосования	564	6	85	3	4	17	16	40	113	30	35	55	5	28	3	30	53	41					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	3567	27	367	124	30	236	55	52	1403	77	70	132	90	169	13	63	598	61					
9	Число недействительных избирательных бюллетеней	46	0	3	0	2	2	0	0	24	0	0	1	1	0	0	0	10	3					
10	Число действительных избирательных бюллетеней	4085	33	449	127	32	251	71	92	1492	107	105	186	94	197	16	93	641	99					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	255	3	35	11	5	12	5	5	90	5	6	10	10	15	3	5	30	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	143	0	13	8	1	12	1	0	67	5	3	3	0	15	3	5	7	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	79	3	5	1	2	2	0	4	31	1	1	2	2	3	6	5	11	0					
14	Число погашенных неиспользованных открепительных удостоверений	112	3	22	3	4	0	4	5	23	0	3	7	10	0	0	0	23	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																								
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	624	7	66	23	4	26	10	15	301	10	22	27	10	8	1	11	68	15					
		15.11%	21.21%	14.60%	18.11%	11.76%	10.28%	14.08%	16.30%	19.85%	9.35%	20.95%	14.44%	10.53%	4.06%	6.25%	11.83%	10.45%	14.71%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	391	9	46	9	6	46	1	9	127	1	1	8	22	1	1	2	101	1					
		9.47%	27.27%	10.18%	7.09%	17.65%	18.18%	1.41%	9.78%	8.38%	0.93%	0.95%	4.28%	23.16%	0.51%	6.25%	2.15%	15.51%	0.98%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	46	1	3	0	1	6	0	1	13	1	2	3	4	1	0	1	9	0					
		1.11%	3.03%	0.66%	0.00%	2.94%	2.37%	0.00%	1.09%	0.86%	0.93%	1.90%	1.60%	4.21%	0.51%	0.00%	1.08%	1.38%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	720	6	95	22	7	37	15	12	315	8	5	19	9	19	0	29	110	12					
		17.43%	18.18%	21.02%	17.32%	20.59%	14.62%	21.13%	13.04%	20.78%	7.48%	4.76%	10.16%	9.47%	9.64%	0.00%	31.18%	16.90%	11.76%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	59	0	6	4	1	4	1	1	18	0	0	1	2	0	0	2	19	0					
		1.43%	0.00%	1.33%	3.15%	2.94%	1.58%	1.41%	1.09%	1.19%	0.00%	0.00%	0.53%	2.11%	0.00%	0.00%	2.15%	2.92%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2228	10	231	69	12	128	43	54	714	86	74	128	46	168	14	47	333	71					
		53.93%	30.30%	51.11%	54.33%	35.29%	50.59%	60.56%	58.70%	47.10%	80.37%	70.48%	68.45%	48.42%	85.28%	87.50%	50.54%	51.15%	69.61%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	17	0	2	0	1	4	1	0	4	1	1	0	1	0	0	1	1	0					
		0.41%	0.00%	0.44%	0.00%	2.94%	1.58%	1.41%	0.00%	0.26%	0.93%	0.95%	0.00%	1.05%	0.00%	0.00%	1.08%	0.15%	0.00%					
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
