Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																												
Дата голосования: 02.12.2007																												
																												
Наименование Избирательной комиссии:    Поворинская																												
																												
Сводная таблица результатов выборов																												
																												
		Сумма	УИК №3001	УИК №3002	УИК №3003	УИК №3004	УИК №3005	УИК №3006	УИК №3007	УИК №3008	УИК №3009	УИК №3010	УИК №3011	УИК №3012	УИК №3013	УИК №3014	УИК №3015	УИК №3016	УИК №3017	УИК №3018	УИК №3019	УИК №3020	УИК №3021					
1	"Число избирателей, внесенных в списки избирателей"	26914	400	2885	3007	2196	2220	2160	1871	1032	1945	538	1005	1172	2056	1165	314	557	147	1010	288	529	417					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	27000	400	2900	2950	2200	2100	2150	1900	1050	2000	500	1000	1150	2050	1150	300	550	150	1250	300	550	400					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	15873	296	1712	1849	1327	1219	1076	959	770	1339	321	539	677	1195	521	160	257	88	692	227	362	287					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	4148	86	312	268	244	197	202	300	175	233	110	176	163	359	359	134	253	46	318	34	119	60					
6	Число погашенных избирательных бюллетеней	6979	18	876	833	629	684	872	641	105	428	69	285	310	496	270	6	40	16	240	39	69	53					
7	Число избирательных бюллетеней в переносных ящиках для голосования	4148	86	312	268	244	197	202	300	175	233	110	176	163	359	359	134	253	46	318	34	119	60					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	15873	296	1712	1849	1327	1219	1076	959	770	1339	321	539	677	1195	521	160	257	88	692	227	362	287					
9	Число недействительных избирательных бюллетеней	211	4	47	0	1	17	17	3	32	29	11	6	8	16	5	1	1	0	4	4	3	2					
10	Число действительных избирательных бюллетеней	19810	378	1977	2117	1570	1399	1261	1256	913	1543	420	709	832	1538	875	293	509	134	1006	257	478	345					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	793	13	62	67	38	26	25	27	37	55	23	28	10	30	41	28	35	12	109	30	54	43					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	793	13	62	67	38	26	25	27	37	55	23	28	10	30	41	28	35	12	109	30	54	43					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	233	2	9	39	61	16	11	13	13	10	2	7	9	16	3	4	2	4	7	2	2	1					
