Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																															
Дата голосования: 04.12.2011																																															
																																															
Наименование Избирательной комиссии:    Олекминская																																															
																																															
Сводная таблица результатов выборов																																															
																																															
		Сумма	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494					
1	"Число избирателей, внесенных в список избирателей"	17630	33	825	241	60	301	274	849	472	80	397	221	278	387	257	617	241	719	244	357	435	208	127	445	87	577	188	186	116	465	439	1219	1061	1114	1224	671	549	855	233	383	195					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	16325	32	853	239	65	298	275	867	530	88	410	197	297	418	275	631	240	734	248	340	458	226	129	456	86	582	177	208	124	653	451	821	788	866	894	538	445	678	212	310	186					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	639	0	296	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	24	36	5	0	0	0	0	0	0	0	245	0	0	14	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	10363	27	359	214	60	211	224	580	328	51	312	181	170	272	201	432	198	500	168	170	316	147	106	246	66	498	145	160	80	155	293	608	437	499	556	237	222	436	181	187	130					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1235	2	59	15	0	17	16	63	61	20	29	16	33	34	8	37	2	72	14	21	17	19	4	77	0	25	6	9	7	22	66	83	92	79	71	48	25	19	6	15	26					
6	Число погашенных избирательных бюллетеней	4088	3	139	10	5	70	35	224	141	17	69	0	94	112	47	162	40	162	66	125	89	55	19	133	20	59	26	39	37	231	92	130	245	288	267	253	198	223	25	108	30					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1874	2	355	15	0	17	16	63	61	20	29	16	33	34	27	37	2	72	14	45	53	24	4	77	0	25	6	9	7	267	66	83	106	79	71	48	25	19	6	15	26					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	10363	27	359	214	60	211	224	580	328	51	312	181	170	272	201	432	198	500	168	170	316	147	106	246	66	498	145	160	80	155	293	608	437	499	556	237	222	436	181	187	130					
9	Число недействительных избирательных бюллетеней	130	0	2	1	0	1	3	7	4	0	1	0	2	0	1	7	4	10	0	5	3	2	4	4	0	3	0	0	0	6	4	5	6	11	11	4	0	4	8	3	4					
10	Число действительных избирательных бюллетеней	12107	29	712	228	60	227	237	636	385	71	340	197	201	306	227	462	196	562	182	210	366	169	106	319	66	520	151	169	87	416	355	686	537	567	616	281	247	451	179	199	152					
