Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																															
Дата голосования: 02.12.2007																																															
																																															
Наименование Избирательной комиссии:    Олекминская																																															
																																															
Сводная таблица результатов выборов																																															
																																															
		Сумма	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509					
1	"Число избирателей, внесенных в списки избирателей"	17148	38	505	261	86	336	300	812	477	79	571	73	298	364	274	595	272	738	226	277	492	232	134	457	80	575	138	183	116	352	467	1060	974	1126	1430	625	555	777	189	365	239					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	15679	39	531	242	73	370	316	820	520	82	602	69	276	373	267	589	282	705	225	279	505	252	130	450	83	590	149	196	121	449	460	824	733	849	950	478	427	561	198	351	263					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	165	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	42	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	11739	32	393	201	65	274	265	660	384	48	432	69	238	278	214	468	203	523	198	180	359	156	111	324	74	428	124	150	101	184	337	621	556	678	783	324	302	459	154	262	127					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1060	2	45	38	6	18	16	36	26	17	47	0	23	15	9	41	3	88	9	17	15	38	0	46	0	69	8	5	0	12	38	35	82	64	61	23	35	34	5	9	25					
6	Число погашенных избирательных бюллетеней	2715	5	93	3	2	78	35	124	110	17	123	0	15	80	26	80	76	94	18	82	89	58	19	80	9	93	17	41	20	148	85	168	95	107	106	131	90	68	39	80	111					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1221	2	45	38	6	18	16	36	26	17	47	0	23	15	27	41	3	88	9	17	57	38	0	46	0	65	8	5	0	117	38	35	82	64	61	23	35	34	5	9	25					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	11736	32	393	201	65	274	265	660	384	48	432	69	238	278	214	468	203	523	198	180	359	156	111	324	74	428	124	150	101	184	337	621	556	678	783	324	302	456	154	262	127					
9	Число недействительных избирательных бюллетеней	141	0	1	0	0	2	5	11	5	1	3	1	4	2	2	12	5	20	4	2	3	0	2	3	3	4	0	0	1	6	4	5	6	9	2	1	3	4	3	1	1					
10	Число действительных избирательных бюллетеней	12816	34	437	239	71	290	276	685	405	64	476	68	257	291	239	497	201	591	203	195	413	194	109	367	71	489	132	155	100	295	371	651	632	733	842	346	334	486	156	270	151					
