Выборы Президента Российской Федерации																																																																																											
Дата голосования: 04.03.2012																																																																																											
																																																																																											
Наименование Избирательной комиссии:    Подольская городская																																																																																											
																																																																																											
Сводная таблица итогов голосования																																																																																											
																																																																																											
	Число участковых избирательных комиссий	80																																																																																									
	Число участковых избирательных комиссий, приступивших к передаче сведений	80																																																																																									
																																																																																											
		Сумма	УИК №2163	УИК №2164	УИК №2165	УИК №2166	УИК №2167	УИК №2168	УИК №2169	УИК №2170	УИК №2171	УИК №2172	УИК №2173	УИК №2174	УИК №2175	УИК №2176	УИК №2177	УИК №2178	УИК №2179	УИК №2180	УИК №2181	УИК №2182	УИК №2183	УИК №2184	УИК №2185	УИК №2186	УИК №2187	УИК №2188	УИК №2189	УИК №2190	УИК №2191	УИК №2192	УИК №2193	УИК №2194	УИК №2195	УИК №2196	УИК №2197	УИК №2198	УИК №2199	УИК №2200	УИК №2201	УИК №2202	УИК №2203	УИК №2204	УИК №2205	УИК №2206	УИК №2207	УИК №2208	УИК №2209	УИК №2210	УИК №2211	УИК №2212	УИК №2213	УИК №2214	УИК №2215	УИК №2216	УИК №2217	УИК №2218	УИК №2219	УИК №2220	УИК №2221	УИК №2222	УИК №2223	УИК №2224	УИК №2225	УИК №2226	УИК №2227	УИК №2228	УИК №2229	УИК №2230	УИК №2231	УИК №2232	УИК №2233	УИК №2234	УИК №2235	УИК №2236	УИК №2237	УИК №2238	УИК №2239	УИК №2240	УИК №2241	УИК №2242									
1	Число избирателей, включенных в список избирателей	166009	2715	2621	1634	1584	2669	2600	2736	2641	741	673	1955	1370	721	2084	2879	2596	1393	2300	1930	1765	2377	2617	1447	2060	2749	1714	3072	2845	2669	2645	2310	1921	1931	2485	2539	2241	2562	2635	1602	2380	2069	3836	2495	2253	1974	2603	2603	1345	1992	2354	2253	1082	2210	2326	1210	1928	2693	2683	2238	2433	838	1229	2050	1147	1342	2071	2572	2505	1740	2620	2190	1602	2402	2781	2609	1586	2636	283	666	152									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	153500	2600	2500	1500	1500	2300	2400	2500	2500	600	600	1900	1300	600	2000	2600	2500	1200	2200	1800	1600	2300	2500	1300	2000	2600	1600	2500	2500	2500	2500	2200	1800	1800	2400	2400	2000	2400	2500	1500	2200	1700	3300	2300	2100	1800	2400	2400	1200	1900	2200	2100	1000	2100	2200	1100	1800	2500	2500	2100	2200	600	1000	1900	1000	1200	1800	2000	2200	1500	2400	1900	1500	2200	2600	2400	1500	2500	1000	1000	200									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	108080	2054	1814	897	1083	1536	1562	1757	1350	369	402	1108	1142	466	1494	1982	1763	897	1545	1393	1312	1785	1771	831	1327	1617	1194	1890	1632	1977	1503	1732	1114	1593	1342	1513	1792	1737	2038	924	1430	1640	2012	1457	1654	1142	1744	1754	795	1302	1418	1326	838	1423	1543	703	1331	1764	1840	1805	1278	488	609	1522	533	925	1269	1676	1670	1092	1651	1359	857	1777	1980	1804	1243	1471	76	489	152									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	11166	146	190	215	7	20	178	11	27	37	5	14	18	29	67	60	149	29	61	96	29	159	151	79	195	130	213	208	126	153	108	188	111	100	195	202	13	226	83	17	308	16	370	814	261	299	157	229	125	85	343	330	95	143	149	193	97	154	95	97	168	56	190	86	110	54	144	54	200	163	72	239	80	14	89	253	18	399	195	177	0									
6	Число погашенных избирательных бюллетеней	34254	400	496	388	410	744	660	732	1123	194	193	778	140	105	439	558	588	274	594	311	259	356	578	390	478	853	193	402	742	370	889	280	575	107	863	685	195	437	379	559	462	44	918	29	185	359	499	417	280	513	439	444	67	534	508	204	372	582	565	198	754	56	201	292	357	221	387	270	330	245	677	302	563	409	531	343	239	630	729	334	48									
