Выборы Президента Российской Федерации																																																																																						
Дата голосования: 02.03.2008																																																																																						
																																																																																						
Наименование Избирательной комиссии:    Подольская городская																																																																																						
																																																																																						
Сводная таблица результатов выборов																																																																																						
																																																																																						
	Число участковых избирательных комиссий	79																																																																																				
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	79																																																																																				
																																																																																						
		Сумма	УИК №2149	УИК №2150	УИК №2151	УИК №2152	УИК №2153	УИК №2154	УИК №2155	УИК №2156	УИК №2157	УИК №2158	УИК №2159	УИК №2160	УИК №2161	УИК №2162	УИК №2163	УИК №2164	УИК №2165	УИК №2166	УИК №2167	УИК №2168	УИК №2169	УИК №2170	УИК №2171	УИК №2172	УИК №2173	УИК №2174	УИК №2175	УИК №2176	УИК №2177	УИК №2178	УИК №2179	УИК №2180	УИК №2181	УИК №2182	УИК №2183	УИК №2184	УИК №2185	УИК №2186	УИК №2187	УИК №2188	УИК №2189	УИК №2190	УИК №2191	УИК №2192	УИК №2193	УИК №2194	УИК №2195	УИК №2196	УИК №2197	УИК №2198	УИК №2199	УИК №2200	УИК №2201	УИК №2202	УИК №2203	УИК №2204	УИК №2205	УИК №2206	УИК №2207	УИК №2208	УИК №2209	УИК №2210	УИК №2211	УИК №2212	УИК №2213	УИК №2214	УИК №2215	УИК №2216	УИК №2217	УИК №2218	УИК №2219	УИК №2220	УИК №2221	УИК №2222	УИК №2223	УИК №2224	УИК №2225	УИК №2226	УИК №2227					
1	"Число избирателей, включенных в списки избирателей"	159508	2809	2839	2113	2263	2409	2166	2905	617	601	1630	1082	690	2098	2614	2852	1364	2272	2100	1835	2400	2739	1410	2316	2803	1940	2741	2754	2708	2854	2158	2077	1913	2881	2733	2338	2175	2706	1515	2373	1703	2551	2097	1919	2582	2663	1268	1778	2523	2370	1103	2378	2404	1128	2016	2425	2636	2315	2156	763	1179	2133	1153	1268	2128	2124	2516	1647	2608	2188	1586	2155	2790	2477	1833	2722	101	588	620	121					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	147650	2600	2600	2000	1900	2300	2000	2700	600	600	1500	1000	600	1900	2400	2600	1300	2100	1900	1700	2200	2500	1200	2000	2600	1800	2500	2500	2500	2600	2000	1900	1800	2600	2600	2200	2000	2500	1400	2200	1500	2300	1900	1750	2400	2400	1200	1700	2300	2050	1000	2200	2400	1050	1800	2200	2500	2150	1950	700	1150	1950	1050	1200	1900	1950	2300	1500	2400	2000	1500	1950	2500	2200	1700	2500	150	1000	1200	200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	117583	2367	2569	1536	1644	1915	1571	1814	415	421	1133	977	572	1484	1843	2013	1052	1851	1679	1434	1637	2137	911	1881	2135	1483	1695	1920	2105	2001	1627	1525	1580	2500	1539	1820	1600	2286	1187	1327	990	1662	1381	992	2110	2231	1041	858	1877	1817	909	1871	1762	993	1683	1840	2142	2080	1300	384	803	1626	908	825	1709	1841	1752	1213	1480	1433	1119	1549	2085	1603	1480	2143	101	232	451	121					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	3718	25	18	131	12	23	9	18	9	0	28	11	13	26	19	55	22	28	27	10	19	29	20	35	171	37	17	135	22	26	66	51	30	38	37	11	22	26	13	14	16	441	233	26	27	42	30	50	47	53	8	21	50	11	15	25	17	34	150	15	86	34	6	10	12	20	26	23	28	176	19	10	35	51	16	27	0	356	169	0					
6	Число погашенных избирательных бюллетеней	26349	208	13	333	244	362	420	868	176	179	339	12	15	390	538	532	226	221	194	256	544	334	269	84	294	280	788	445	373	573	307	324	190	62	1024	369	378	188	200	859	494	197	286	732	263	127	129	792	376	180	83	308	588	46	102	335	341	36	500	301	261	290	136	365	179	89	522	264	892	391	362	391	380	546	204	330	49	412	580	79					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3718	25	18	131	12	23	9	18	9	0	28	11	13	26	19	55	22	28	27	10	19	29	20	35	171	37	17	135	22	26	66	51	30	38	37	11	22	26	13	14	16	441	233	26	27	42	30	50	47	53	8	21	50	11	15	25	17	34	150	15	86	34	6	10	12	20	26	23	28	176	19	10	35	51	16	27	0	356	169	0					
8	Число бюллетеней в стационарных ящиках для голосования	117321	2367	2559	1536	1641	1905	1571	1805	415	419	1133	977	572	1484	1830	2013	1040	1847	1679	1434	1637	2125	911	1881	2128	1472	1687	1913	2097	1991	1627	1525	1580	2500	1539	1820	1589	2286	1182	1327	989	1652	1371	988	2083	2231	1041	858	1877	1817	909	1871	1762	993	1680	1837	2126	2080	1290	384	803	1626	898	825	1707	1838	1749	1212	1480	1433	1118	1546	2078	1597	1480	2143	101	232	451	121					
9	Число недействительных избирательных бюллетеней	1750	19	36	9	25	33	23	32	3	3	15	10	7	29	40	45	12	20	44	21	35	70	15	22	20	14	35	27	34	23	33	21	29	18	23	25	12	26	10	42	23	25	23	23	0	27	19	10	25	19	4	28	13	11	24	29	5	72	4	3	9	17	18	17	19	19	27	15	29	99	19	21	15	15	20	28	0	2	14	0					
10	Число действительных избирательных бюллетеней	119289	2373	2541	1658	1628	1895	1557	1791	421	416	1146	978	578	1481	1809	2023	1050	1855	1662	1423	1621	2084	916	1894	2279	1495	1669	2021	2085	1994	1660	1555	1581	2520	1553	1806	1599	2286	1185	1299	982	2068	1581	991	2110	2246	1052	898	1899	1851	913	1864	1799	993	1671	1833	2138	2042	1436	396	880	1643	886	818	1700	1839	1748	1220	1479	1510	1118	1535	2098	1633	1476	2142	101	586	606	121					
