Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																													
Дата голосования: 02.12.2007																																													
																																													
Наименование Избирательной комиссии:    Долгопрудненская городская																																													
																																													
Сводная таблица результатов выборов																																													
																																													
		Сумма	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338					
1	"Число избирателей, внесенных в списки избирателей"	62740	364	1598	832	1228	1607	1313	1915	1100	2133	361	2200	1880	2523	2176	1679	1319	2060	2866	2770	2546	2462	748	1708	1702	1869	1988	2996	1543	3017	210	2205	2848	1081	837	856	974	942	284					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	49559	260	1214	635	994	1317	1009	1509	857	1700	400	1740	1470	1982	1759	1302	1100	1666	2307	2129	2144	2100	601	1269	1325	1526	1551	2287	1190	2332	161	1762	2049	814	652	661	800	705	280					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	39122	226	1125	469	673	931	998	1016	587	1347	312	1314	1104	1550	1322	989	858	1271	1678	1606	1897	1894	513	998	1071	1031	1137	1761	978	1931	105	1571	1772	630	469	498	691	574	225					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1234	16	1	33	9	52	10	34	18	24	0	60	39	35	40	20	19	20	19	66	30	19	23	14	21	29	31	40	151	33	7	35	28	86	29	47	26	58	12					
6	Число погашенных избирательных бюллетеней	9202	18	88	133	312	334	1	459	252	328	88	366	327	397	397	293	223	375	610	457	217	187	65	257	233	466	383	486	61	368	49	156	249	98	154	116	83	73	43					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1234	16	1	33	9	52	10	34	18	24	0	60	39	35	40	20	19	20	19	66	30	19	23	14	21	29	31	40	151	33	7	35	28	86	29	47	26	58	12					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	39027	226	1123	469	673	931	998	1015	587	1347	311	1312	1104	1547	1321	989	858	1270	1659	1602	1897	1866	512	998	1071	1029	1134	1761	978	1931	105	1551	1772	630	469	496	690	570	225					
9	Число недействительных избирательных бюллетеней	568	2	24	8	13	14	10	15	10	17	3	23	7	22	23	16	14	27	21	18	34	28	8	5	19	17	24	28	13	24	1	23	20	9	2	7	9	10	0					
10	Число действительных избирательных бюллетеней	39693	240	1100	494	669	969	998	1034	595	1354	308	1349	1136	1560	1338	993	863	1263	1657	1650	1893	1857	527	1007	1073	1041	1141	1773	1116	1940	111	1563	1780	707	496	536	707	618	237					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1609	10	4	25	30	30	30	30	30	77	0	67	40	56	70	40	30	50	80	80	80	90	20	30	30	40	50	90	40	90	10	70	60	25	25	25	30	25	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1022	1	0	15	13	30	15	24	19	40	0	35	40	52	55	21	19	38	54	53	48	40	11	19	28	35	28	35	33	34	3	43	55	13	19	17	17	20	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	1251	12	21	27	7	31	44	16	28	55	0	35	36	37	53	20	17	42	40	72	18	52	11	16	43	11	30	15	25	37	4	42	25	100	29	56	38	32	74					
14	Число погашенных неиспользованных открепительных удостоверений	587	9	4	10	17	0	15	6	11	37	0	32	0	4	15	19	11	12	26	27	32	50	9	11	2	5	22	55	7	56	7	27	5	12	6	8	13	5	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	41	0	0	15	0	1	0	2	0	1	0	2	0	2	1	2	0	2	2	2	2	1	0	0	2	0	2	0	0	1	0	1	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																													
18	1.Политическая партия «Аграрная партия России»	1145	4	31	21	18	28	5	42	21	51	6	50	22	65	45	41	26	53	5	47	40	26	31	44	32	44	40	67	33	52	4	34	22	29	12	16	19	15	4					
		2.84%	1.65%	2.76%	4.18%	2.64%	2.85%	0.50%	4.00%	3.47%	3.72%	1.93%	3.64%	1.92%	4.11%	3.31%	4.06%	2.96%	4.11%	0.30%	2.82%	2.08%	1.38%	5.79%	4.35%	2.93%	4.16%	3.43%	3.72%	2.92%	2.65%	3.57%	2.14%	1.22%	4.05%	2.41%	2.95%	2.65%	2.39%	1.69%					
19	2.Всероссийская политическая партия «Гражданская Сила»	786	6	57	20	24	22	1	30	14	45	2	28	24	38	25	12	20	21	0	23	22	33	6	24	32	22	17	46	31	36	4	21	25	13	1	10	10	21	0					
		1.95%	2.48%	5.07%	3.98%	3.52%	2.24%	0.10%	2.86%	2.31%	3.28%	0.64%	2.04%	2.10%	2.40%	1.84%	1.19%	2.28%	1.63%	0.00%	1.38%	1.14%	1.75%	1.12%	2.37%	2.93%	2.08%	1.46%	2.55%	2.75%	1.83%	3.57%	1.32%	1.39%	1.82%	0.20%	1.84%	1.40%	3.34%	0.00%					
20	3.Политическая партия «Демократическая партия России»	59	2	6	1	0	0	0	0	1	6	0	2	3	5	3	1	2	1	0	3	2	4	1	1	1	3	1	2	2	0	0	0	5	1	0	0	0	0	0					
		0.15%	0.83%	0.53%	0.20%	0.00%	0.00%	0.00%	0.00%	0.17%	0.44%	0.00%	0.15%	0.26%	0.32%	0.22%	0.10%	0.23%	0.08%	0.00%	0.18%	0.10%	0.21%	0.19%	0.10%	0.09%	0.28%	0.09%	0.11%	0.18%	0.00%	0.00%	0.00%	0.28%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	5267	26	160	69	98	173	93	145	99	200	41	188	179	263	219	191	136	190	243	189	153	235	89	123	129	146	152	243	103	229	13	185	187	108	66	61	69	62	12					
		13.08%	10.74%	14.23%	13.75%	14.37%	17.60%	9.23%	13.82%	16.36%	14.59%	13.18%	13.70%	15.66%	16.62%	16.09%	18.93%	15.51%	14.73%	14.48%	11.33%	7.94%	12.47%	16.64%	12.15%	11.81%	13.80%	13.05%	13.49%	9.12%	11.66%	11.61%	11.66%	10.39%	15.08%	13.25%	11.23%	9.64%	9.87%	5.06%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	943	6	224	14	36	38	10	37	13	39	2	31	34	39	38	16	19	20	10	29	23	35	9	20	16	24	25	28	17	33	2	12	11	9	0	1	15	8	0					
		2.34%	2.48%	19.93%	2.79%	5.28%	3.87%	0.99%	3.53%	2.15%	2.84%	0.64%	2.26%	2.97%	2.47%	2.79%	1.59%	2.17%	1.55%	0.60%	1.74%	1.19%	1.86%	1.68%	1.98%	1.47%	2.27%	2.15%	1.55%	1.51%	1.68%	1.79%	0.76%	0.61%	1.26%	0.00%	0.18%	2.09%	1.27%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	115	0	2	4	3	4	1	4	1	1	3	4	6	2	7	7	2	4	0	9	5	0	3	2	3	3	8	2	1	6	1	4	5	3	1	0	1	3	0					
		0.29%	0.00%	0.18%	0.80%	0.44%	0.41%	0.10%	0.38%	0.17%	0.07%	0.96%	0.29%	0.52%	0.13%	0.51%	0.69%	0.23%	0.31%	0.00%	0.54%	0.26%	0.00%	0.56%	0.20%	0.27%	0.28%	0.69%	0.11%	0.09%	0.31%	0.89%	0.25%	0.28%	0.42%	0.20%	0.00%	0.14%	0.48%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	2758	22	82	39	36	67	27	87	33	90	12	85	79	126	90	63	64	110	46	155	116	140	40	79	101	84	113	143	72	135	9	16	114	38	46	48	39	65	47					
		6.85%	9.09%	7.30%	7.77%	5.28%	6.82%	2.68%	8.29%	5.45%	6.56%	3.86%	6.20%	6.91%	7.96%	6.61%	6.24%	7.30%	8.53%	2.74%	9.29%	6.02%	7.43%	7.48%	7.81%	9.25%	7.94%	9.70%	7.94%	6.38%	6.87%	8.04%	1.01%	6.33%	5.31%	9.24%	8.84%	5.45%	10.35%	19.83%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	3163	19	56	48	72	96	13	101	69	146	29	113	12	151	100	99	70	143	166	145	162	112	46	60	80	94	133	157	87	165	5	26	127	55	45	40	64	49	8					
		7.86%	7.85%	4.98%	9.56%	10.56%	9.77%	1.29%	9.63%	11.40%	10.65%	9.32%	8.24%	1.05%	9.54%	7.35%	9.81%	7.98%	11.09%	9.89%	8.69%	8.41%	5.94%	8.60%	5.93%	7.33%	8.88%	11.42%	8.72%	7.71%	8.40%	4.46%	1.64%	7.06%	7.68%	9.04%	7.37%	8.94%	7.80%	3.38%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	457	7	12	10	13	18	5	17	5	15	4	29	18	18	19	10	10	17	0	16	15	23	5	9	11	9	8	14	11	26	3	14	15	10	11	7	11	11	1					
		1.14%	2.89%	1.07%	1.99%	1.91%	1.83%	0.50%	1.62%	0.83%	1.09%	1.29%	2.11%	1.57%	1.14%	1.40%	0.99%	1.14%	1.32%	0.00%	0.96%	0.78%	1.22%	0.93%	0.89%	1.01%	0.85%	0.69%	0.78%	0.97%	1.32%	2.68%	0.88%	0.83%	1.40%	2.21%	1.29%	1.54%	1.75%	0.42%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	23742	140	397	240	340	471	831	525	324	698	206	789	706	784	723	532	482	671	1172	1000	1325	1164	285	612	642	586	605	1017	704	1206	64	1206	1243	415	302	340	459	371	165					
		58.97%	57.85%	35.32%	47.81%	49.85%	47.91%	82.44%	50.05%	53.55%	50.91%	66.24%	57.51%	61.77%	49.56%	53.12%	52.73%	54.96%	52.02%	69.85%	59.95%	68.76%	61.75%	53.27%	60.47%	58.79%	55.39%	51.93%	56.47%	62.36%	61.41%	57.14%	76.04%	69.06%	57.96%	60.64%	62.62%	64.11%	59.08%	69.62%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	1258	8	73	28	29	52	12	46	15	63	3	30	53	69	69	21	32	33	15	34	30	85	12	33	26	26	39	54	55	52	6	45	26	26	12	13	20	13	0					
		3.12%	3.31%	6.49%	5.58%	4.25%	5.29%	1.19%	4.39%	2.48%	4.60%	0.96%	2.19%	4.64%	4.36%	5.07%	2.08%	3.65%	2.56%	0.89%	2.04%	1.56%	4.51%	2.24%	3.26%	2.38%	2.46%	3.35%	2.99%	4.87%	2.65%	5.36%	2.84%	1.44%	3.63%	2.41%	2.39%	2.79%	2.07%	0.00%					
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
