Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																					
Дата голосования: 02.12.2007																																					
																																					
"Наименование Избирательной комиссии:    Орел, Железнодорожная"																																					
																																					
Сводная таблица результатов выборов																																					
																																					
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №785					
1	"Число избирателей, внесенных в списки избирателей"	57282	2705	1933	2260	1678	1804	2310	2430	2645	2330	2250	1588	1911	2266	2149	1788	1343	1314	1194	1668	772	2339	2262	2564	1865	1871	2343	2319	800	1910	671					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	51680	2440	1760	2040	1520	1620	2070	2200	2370	2110	2030	1400	1720	2030	1930	1610	1260	1180	1070	1490	700	2120	2040	2300	1660	1680	2100	2080	720	1720	710					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	32844	1828	1308	1500	1031	1152	1370	1391	1609	1474	1374	753	1109	1218	1097	1018	748	751	659	989	428	1193	1100	1276	975	938	1105	1376	493	1082	499					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2166	55	30	54	51	47	69	57	52	76	83	118	106	39	56	70	46	14	42	63	37	91	139	97	85	105	163	81	32	36	172					
6	Число погашенных избирательных бюллетеней	16670	557	422	486	438	421	631	752	709	560	573	529	505	773	777	522	466	415	369	438	235	836	801	927	600	637	832	623	195	602	39					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2166	55	30	54	51	47	69	57	52	76	83	118	106	39	56	70	46	14	42	63	37	91	139	97	85	105	163	81	32	36	172					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	32837	1828	1308	1500	1031	1151	1370	1391	1609	1473	1373	753	1109	1217	1097	1018	748	751	659	989	428	1193	1099	1276	975	938	1105	1374	493	1082	499					
9	Число недействительных избирательных бюллетеней	458	31	19	20	25	6	20	8	22	20	22	13	13	11	11	30	12	13	5	19	7	14	2	15	20	15	11	26	7	13	8					
10	Число действительных избирательных бюллетеней	34545	1852	1319	1534	1057	1192	1419	1440	1639	1529	1434	858	1202	1245	1142	1058	782	752	696	1033	458	1270	1236	1358	1040	1028	1257	1429	518	1105	663					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1764	70	60	70	60	60	70	70	70	70	70	40	60	70	70	60	40	40	40	60	30	70	70	70	60	60	70	70	30	84	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	815	44	38	47	31	26	32	39	31	50	35	13	30	24	26	30	30	14	14	19	14	24	23	22	19	18	35	28	15	44	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	565	24	15	24	25	19	25	22	21	24	20	22	37	15	18	18	13	19	16	21	11	7	16	16	17	13	15	17	16	20	19					
14	Число погашенных неиспользованных открепительных удостоверений	949	26	22	23	29	34	38	31	39	20	35	27	30	46	44	30	10	26	26	41	16	46	47	48	41	42	35	42	15	40	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	36	3	1	2	0	1	0	5	1	2	1	1	0	0	3	1	0	1	1	0	0	1	0	5	2	0	2	2	0	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																					
18	1.Политическая партия «Аграрная партия России»	725	52	36	27	25	30	30	39	25	33	29	24	17	29	27	19	20	11	13	25	10	40	21	21	20	20	23	26	10	14	9					
		2.07%	2.76%	2.69%	1.74%	2.31%	2.50%	2.08%	2.69%	1.51%	2.13%	1.99%	2.76%	1.40%	2.31%	2.34%	1.75%	2.52%	1.44%	1.85%	2.38%	2.15%	3.12%	1.70%	1.53%	1.89%	1.92%	1.81%	1.79%	1.90%	1.25%	1.34%					
19	2.Всероссийская политическая партия «Гражданская Сила»	735	59	42	50	24	26	38	25	45	40	36	9	12	21	19	14	15	18	16	14	8	23	20	30	17	12	28	23	14	34	3					
		2.10%	3.13%	3.14%	3.22%	2.22%	2.17%	2.64%	1.73%	2.71%	2.58%	2.47%	1.03%	0.99%	1.67%	1.65%	1.29%	1.89%	2.35%	2.28%	1.33%	1.72%	1.79%	1.62%	2.18%	1.60%	1.15%	2.21%	1.58%	2.67%	3.04%	0.45%					
20	3.Политическая партия «Демократическая партия России»	88	2	7	5	3	5	1	1	3	3	2	3	4	4	1	3	0	3	2	2	0	3	4	6	4	2	1	1	0	5	8					
		0.25%	0.11%	0.52%	0.32%	0.28%	0.42%	0.07%	0.07%	0.18%	0.19%	0.14%	0.34%	0.33%	0.32%	0.09%	0.28%	0.00%	0.39%	0.29%	0.19%	0.00%	0.23%	0.32%	0.44%	0.38%	0.19%	0.08%	0.07%	0.00%	0.45%	1.19%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	7928	442	376	415	266	305	342	345	399	368	330	168	223	262	231	260	181	190	162	305	119	217	303	362	201	246	167	356	114	245	28					
		22.65%	23.47%	28.10%	26.71%	24.58%	25.46%	23.77%	23.83%	24.02%	23.76%	22.66%	19.29%	18.35%	20.86%	20.03%	23.90%	22.80%	24.84%	23.11%	28.99%	25.59%	16.90%	24.47%	26.37%	18.96%	23.59%	13.17%	24.47%	21.71%	21.91%	4.17%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	346	29	11	18	6	13	12	19	16	23	15	10	14	8	11	18	12	9	19	5	4	12	6	12	8	2	15	7	3	9	0					
		0.99%	1.54%	0.82%	1.16%	0.55%	1.09%	0.83%	1.31%	0.96%	1.48%	1.03%	1.15%	1.15%	0.64%	0.95%	1.65%	1.51%	1.18%	2.71%	0.48%	0.86%	0.93%	0.48%	0.87%	0.75%	0.19%	1.18%	0.48%	0.57%	0.81%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	103	8	5	5	2	4	1	4	4	3	6	3	4	4	2	5	6	2	3	3	1	2	3	5	2	1	2	6	0	3	4					
		0.29%	0.42%	0.37%	0.32%	0.18%	0.33%	0.07%	0.28%	0.24%	0.19%	0.41%	0.34%	0.33%	0.32%	0.17%	0.46%	0.76%	0.26%	0.43%	0.29%	0.22%	0.16%	0.24%	0.36%	0.19%	0.10%	0.16%	0.41%	0.00%	0.27%	0.60%					
24	7.Политическая партия «Либерально-демократическая партия России»	3430	167	121	146	99	129	134	144	148	123	132	71	137	170	139	106	82	70	62	110	45	103	133	145	92	115	146	160	42	114	45					
		9.80%	8.87%	9.04%	9.40%	9.15%	10.77%	9.31%	9.94%	8.91%	7.94%	9.07%	8.15%	11.28%	13.54%	12.06%	9.74%	10.33%	9.15%	8.84%	10.46%	9.68%	8.02%	10.74%	10.56%	8.68%	11.03%	11.51%	10.99%	8.00%	10.20%	6.71%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	2903	182	116	123	80	124	128	121	141	136	117	68	88	106	81	113	87	57	51	84	31	105	125	110	90	83	107	100	52	76	21					
		8.29%	9.67%	8.67%	7.92%	7.39%	10.35%	8.90%	8.36%	8.49%	8.78%	8.04%	7.81%	7.24%	8.44%	7.03%	10.39%	10.96%	7.45%	7.28%	7.98%	6.67%	8.18%	10.10%	8.01%	8.49%	7.96%	8.44%	6.87%	9.90%	6.80%	3.13%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	586	39	11	34	8	29	28	38	33	28	31	19	12	29	16	6	15	12	8	18	10	19	16	22	18	13	17	20	1	24	12					
		1.67%	2.07%	0.82%	2.19%	0.74%	2.42%	1.95%	2.62%	1.99%	1.81%	2.13%	2.18%	0.99%	2.31%	1.39%	0.55%	1.89%	1.57%	1.14%	1.71%	2.15%	1.48%	1.29%	1.60%	1.70%	1.25%	1.34%	1.37%	0.19%	2.15%	1.79%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	17190	820	569	681	530	503	688	683	809	739	704	477	683	595	604	499	356	374	349	445	223	731	591	626	574	522	741	702	279	566	527					
		49.11%	43.55%	42.53%	43.82%	48.98%	41.99%	47.81%	47.17%	48.71%	47.71%	48.35%	54.76%	56.21%	47.37%	52.39%	45.86%	44.84%	48.89%	49.79%	42.30%	47.96%	56.93%	47.74%	45.59%	54.15%	50.05%	58.44%	48.25%	53.14%	50.63%	78.54%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	511	52	25	30	14	24	17	21	16	33	32	6	8	17	11	15	8	6	11	22	7	15	14	19	14	12	10	28	3	15	6					
		1.46%	2.76%	1.87%	1.93%	1.29%	2.00%	1.18%	1.45%	0.96%	2.13%	2.20%	0.69%	0.66%	1.35%	0.95%	1.38%	1.01%	0.78%	1.57%	2.09%	1.51%	1.17%	1.13%	1.38%	1.32%	1.15%	0.79%	1.92%	0.57%	1.34%	0.89%					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
