Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																											
Дата голосования: 04.12.2011																																											
																																											
"Наименование Избирательной комиссии:    Оренбург, Центральная"																																											
																																											
Сводная таблица результатов выборов																																											
																																											
		Сумма	УИК №1083	УИК №1084	УИК №1085	УИК №1086	УИК №1087	УИК №1088	УИК №1089	УИК №1090	УИК №1091	УИК №1092	УИК №1093	УИК №1094	УИК №1095	УИК №1096	УИК №1097	УИК №1098	УИК №1099	УИК №1100	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118					
1	"Число избирателей, внесенных в список избирателей"	77865	1273	1933	2533	395	2012	2547	2506	1855	2088	1619	2151	2546	2422	2137	2442	2243	2736	2148	2659	2181	2166	2508	1883	2993	2221	2729	2837	1857	1757	1986	1783	2049	2745	2358	2255	1312					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	67820	1000	1800	2200	320	1700	2200	2100	1500	1800	1500	1700	2000	2300	1900	2100	2000	2400	1700	2300	2000	1900	2400	1700	2600	2000	2200	2500	1600	1500	1800	1600	1800	2400	2100	2100	1100					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	33848	536	635	849	194	756	897	943	886	818	834	845	1343	1002	853	1374	1069	1012	814	1029	815	997	1218	706	1459	1004	1051	1269	669	991	1040	827	1052	1188	1115	1042	716					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1894	13	43	41	11	62	77	13	141	39	39	140	66	61	52	24	24	19	156	58	26	33	33	70	45	72	157	41	36	61	48	18	42	18	44	33	38					
6	Число погашенных избирательных бюллетеней	32078	451	1122	1310	115	882	1226	1144	473	943	627	715	591	1237	995	702	907	1369	730	1213	1159	870	1149	924	1096	924	992	1190	895	448	712	755	706	1194	941	1025	346					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1894	13	43	41	11	62	77	13	141	39	39	140	66	61	52	24	24	19	156	58	26	33	33	70	45	72	157	41	36	61	48	18	42	18	44	33	38					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	33843	536	635	849	194	756	896	943	885	818	834	845	1343	1002	853	1374	1069	1012	814	1029	815	997	1218	706	1459	1004	1051	1269	669	991	1040	827	1052	1187	1114	1041	716					
9	Число недействительных избирательных бюллетеней	559	6	4	17	2	8	20	17	21	20	14	11	23	21	8	34	14	10	17	19	20	11	16	18	22	28	16	13	9	20	23	15	15	14	16	5	12					
10	Число действительных избирательных бюллетеней	35178	543	674	873	203	810	953	939	1005	837	859	974	1386	1042	897	1364	1079	1021	953	1068	821	1019	1235	758	1482	1048	1192	1297	696	1032	1065	830	1079	1191	1142	1069	742					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	970	10	15	25	10	25	25	25	30	20	25	20	30	40	30	50	30	40	20	30	30	25	30	15	30	30	40	25	30	25	25	25	35	30	25	30	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	693	7	11	25	2	20	24	21	16	15	18	11	29	25	14	32	12	23	19	15	17	21	29	11	21	18	21	20	30	15	22	18	29	25	23	25	9					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	654	16	15	10	12	14	16	36	15	9	30	33	24	14	15	32	21	5	20	29	17	10	21	19	13	13	31	13	5	34	17	12	14	12	17	28	12					
14	Число погашенных неиспользованных открепительных удостоверений	277	3	4	0	8	5	1	4	14	5	7	9	1	15	16	18	18	17	1	15	13	4	1	4	9	12	19	5	0	10	3	7	6	5	2	5	11					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	30	0	0	3	0	0	1	0	1	1	0	1	0	0	0	1	0	1	0	0	1	0	1	1	1	1	0	3	1	3	2	4	1	0	0	2	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																											
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	7964	140	179	205	55	165	231	221	246	177	227	218	210	219	201	299	261	204	190	225	227	258	306	174	354	217	269	279	141	260	234	185	241	254	284	258	150					
		22.29%	25.50%	26.40%	23.03%	26.83%	20.17%	23.74%	23.12%	23.98%	20.65%	26.00%	22.13%	14.90%	20.60%	22.21%	21.39%	23.88%	19.79%	19.59%	20.70%	26.99%	25.05%	24.46%	22.42%	23.54%	20.17%	22.27%	21.30%	20.00%	24.71%	21.51%	21.89%	22.03%	21.08%	24.53%	24.02%	19.89%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	6346	105	145	163	37	174	160	165	139	133	128	148	262	221	132	223	220	224	195	219	168	182	221	132	239	160	242	231	153	166	170	175	169	207	203	212	123					
		17.76%	19.13%	21.39%	18.31%	18.05%	21.27%	16.44%	17.26%	13.55%	15.52%	14.66%	15.03%	18.59%	20.79%	14.59%	15.95%	20.13%	21.73%	20.10%	20.15%	19.98%	17.67%	17.67%	17.01%	15.89%	14.87%	20.03%	17.63%	21.70%	15.78%	15.63%	20.71%	15.45%	17.18%	17.53%	19.74%	16.31%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	505	4	7	8	9	9	16	16	20	6	14	14	15	11	6	13	15	8	14	23	6	9	13	9	26	22	20	31	13	17	20	7	19	23	13	15	14					
		1.41%	0.73%	1.03%	0.90%	4.39%	1.10%	1.64%	1.67%	1.95%	0.70%	1.60%	1.42%	1.06%	1.03%	0.66%	0.93%	1.37%	0.78%	1.44%	2.12%	0.71%	0.87%	1.04%	1.16%	1.73%	2.04%	1.66%	2.37%	1.84%	1.62%	1.84%	0.83%	1.74%	1.91%	1.12%	1.40%	1.86%					
