Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																		
Дата голосования: 02.12.2007																																		
																																		
Наименование Избирательной комиссии:    Сыктывдинская																																		
																																		
Сводная таблица результатов выборов																																		
																																		
		Сумма	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609					
1	"Число избирателей, внесенных в списки избирателей"	18254	286	152	728	305	479	687	1054	295	484	475	863	2506	2043	2209	2534	177	93	635	131	256	671	194	322	94	115	264	202					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	17207	284	168	834	318	496	721	1031	286	515	482	783	1950	1970	1880	2330	167	124	631	135	263	661	190	336	81	117	266	188					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	11532	161	95	489	180	278	357	722	212	295	323	595	1550	1304	1365	1496	115	83	365	118	174	433	122	229	57	77	178	159					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1139	15	9	55	65	38	89	75	23	71	61	23	47	46	135	95	14	10	36	0	44	93	16	27	19	9	17	7					
6	Число погашенных избирательных бюллетеней	4536	108	64	290	73	180	275	234	51	149	98	165	353	620	380	739	38	31	230	17	45	135	52	80	5	31	71	22					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1139	15	9	55	65	38	89	75	23	71	61	23	47	46	135	95	14	10	36	0	44	93	16	27	19	9	17	7					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	11532	161	95	489	180	278	357	722	212	295	323	595	1550	1304	1365	1496	115	83	365	118	174	433	122	229	57	77	178	159					
9	Число недействительных избирательных бюллетеней	132	1	1	2	0	3	3	7	4	4	9	5	15	18	17	17	0	9	2	3	3	2	0	4	1	1	1	0					
10	Число действительных избирательных бюллетеней	12539	175	103	542	245	313	443	790	231	362	375	613	1582	1332	1483	1574	129	84	399	115	215	524	138	252	75	85	194	166					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	498	5	20	96	15	15	22	28	6	11	10	7	44	60	19	70	10	2	10	4	6	7	5	10	0	3	7	6					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	458	5	20	96	15	15	22	28	5	11	10	4	44	57	19	44	9	2	10	4	6	7	5	10	0	3	3	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	341	4	4	12	9	11	2	18	8	14	11	31	27	31	63	29	13	3	14	9	2	8	2	3	3	1	4	5					
14	Число погашенных неиспользованных открепительных удостоверений	40	0	0	0	0	0	0	0	1	0	0	3	0	3	0	26	1	0	0	0	0	0	0	0	0	0	4	2					
