Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																															
Дата голосования: 04.12.2011																															
																															
Наименование Избирательной комиссии:    Сыктывдинская																															
																															
Сводная таблица результатов выборов																															
																															
		Сумма	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585					
1	"Число избирателей, внесенных в список избирателей"	18358	142	881	247	529	759	1095	315	498	476	972	2246	976	2605	891	2500	217	124	634	135	289	681	594	356	196					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	16143	158	950	265	487	697	1012	284	455	445	622	2064	530	2291	602	2175	261	105	569	121	266	623	586	381	194					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	296	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	128	52	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	11680	75	368	196	297	328	626	167	274	303	602	1709	505	1879	566	1719	166	77	385	104	213	472	341	167	141					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	874	13	73	34	32	68	64	8	48	41	20	94	25	98	36	41	9	0	26	0	21	77	16	7	23					
6	Число погашенных избирательных бюллетеней	3293	70	401	35	158	301	322	109	133	101	0	261	0	314	0	415	86	28	158	17	32	66	101	155	30					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1170	13	181	34	32	68	64	8	48	41	20	94	25	98	36	41	9	0	26	0	21	85	144	59	23					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	11678	75	368	196	297	328	626	167	274	303	602	1708	504	1879	566	1719	166	77	385	104	213	472	341	167	141					
9	Число недействительных избирательных бюллетеней	215	0	4	1	9	8	5	4	12	4	19	30	15	28	21	25	1	0	8	1	3	6	7	4	0					
10	Число действительных избирательных бюллетеней	12633	88	545	229	320	388	685	171	310	340	603	1772	514	1949	581	1735	174	77	403	103	231	551	478	222	164					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	674	9	145	30	20	15	25	15	20	20	20	85	35	35	15	55	10	5	20	6	13	17	25	20	14					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	548	9	144	30	20	12	25	4	5	16	3	84	3	25	5	49	9	2	11	3	13	17	25	20	14					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	301	2	7	9	10	9	12	4	8	8	42	13	15	52	37	18	9	3	6	5	5	8	4	12	3					
14	Число погашенных неиспользованных открепительных удостоверений	126	0	1	0	0	3	0	11	15	4	17	1	32	10	10	6	1	3	9	3	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	22	2	1	0	0	1	2	1	0	1	0	5	0	2	1	1	1	0	0	0	0	0	2	2	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																															
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1908	12	90	21	53	72	133	37	42	94	94	234	69	262	111	248	14	16	60	15	57	70	54	24	26					
		14.85%	13.64%	16.39%	9.13%	16.11%	18.18%	19.28%	21.14%	13.04%	27.33%	15.11%	12.99%	13.04%	13.25%	18.44%	14.09%	8.00%	20.78%	14.60%	14.42%	24.36%	12.57%	11.13%	10.62%	15.85%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1559	9	71	20	47	45	95	36	41	36	90	184	69	233	85	216	22	10	52	10	33	72	34	29	20					
		12.13%	10.23%	12.93%	8.70%	14.29%	11.36%	13.77%	20.57%	12.73%	10.47%	14.47%	10.21%	13.04%	11.79%	14.12%	12.27%	12.57%	12.99%	12.65%	9.62%	14.10%	12.93%	7.01%	12.83%	12.20%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	265	0	5	3	8	2	13	4	4	7	17	32	11	42	16	46	6	0	12	1	1	11	6	8	10					
