Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																	
Дата голосования: 18.09.2016																																	
																																	
Наименование Избирательной комиссии:    Тоншаевская																																	
																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																	
																																	
		Сумма	УИК №1974	УИК №1975	УИК №1976	УИК №1977	УИК №1978	УИК №1979	УИК №1980	УИК №1981	УИК №1982	УИК №1983	УИК №1984	УИК №1985	УИК №1986	УИК №1987	УИК №1988	УИК №1989	УИК №1990	УИК №1991	УИК №1992	УИК №1993	УИК №1994	УИК №1995									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	11282	781	784	1371	392	377	335	292	930	724	689	611	667	137	276	249	212	989	351	184	211	437	283									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	11728	790	817	1320	395	390	350	289	996	775	756	635	693	139	284	303	230	1000	376	196	216	465	313									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	7867	553	584	913	244	267	255	162	613	517	471	384	570	85	231	144	146	607	289	144	182	351	155									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1203	19	34	98	93	24	60	56	85	51	49	66	79	47	31	55	17	123	9	31	8	44	124									
6	Число погашенных избирательных бюллетеней	2658	218	199	309	58	99	35	71	298	207	236	185	44	7	22	104	67	270	78	21	26	70	34									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1203	19	34	98	93	24	60	56	85	51	49	66	79	47	31	55	17	123	9	31	8	44	124									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	7867	553	584	913	244	267	255	162	613	517	471	384	570	85	231	144	146	607	289	144	182	351	155									
9	Число недействительных избирательных бюллетеней	71	16	5	12	6	1	2	2	0	2	2	7	0	1	1	0	2	10	1	1	0	0	0									
10	Число действительных избирательных бюллетеней	8999	556	613	999	331	290	313	216	698	566	518	443	649	131	261	199	161	720	297	174	190	395	279									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	380	23	23	38	8	14	10	15	20	20	20	20	20	10	10	10	10	30	15	15	15	19	15									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	289	23	23	31	2	9	10	0	20	20	20	20	18	1	6	10	10	8	15	6	3	19	15									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	78	5	2	4	1	2	4	1	1	0	0	1	4	4	1	2	5	14	11	2	9	4	1									
14	Число погашенных неиспользованных открепительных удостоверений	91	0	0	7	6	5	0	15	0	0	0	0	2	9	4	0	0	22	0	9	12	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	20	0	4	2	1	0	0	0	1	0	2	0	1	0	1	0	1	0	3	2	0	1	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																	
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	58	5	6	11	3	0	4	3	4	3	0	1	1	0	4	1	3	4	1	2	2	0	0									
		0.64%	0.87%	0.97%	1.09%	0.89%	0.00%	1.27%	1.38%	0.57%	0.53%	0.00%	0.22%	0.15%	0.00%	1.53%	0.50%	1.84%	0.55%	0.34%	1.14%	1.05%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	117	5	8	14	7	7	6	3	6	2	0	8	10	1	3	0	3	26	3	0	1	0	4									
		1.29%	0.87%	1.29%	1.38%	2.08%	2.41%	1.90%	1.38%	0.86%	0.35%	0.00%	1.78%	1.54%	0.76%	1.15%	0.00%	1.84%	3.56%	1.01%	0.00%	0.53%	0.00%	1.43%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	113	10	7	15	1	7	3	3	0	7	0	9	5	1	5	1	5	28	2	3	1	0	0									
		1.25%	1.75%	1.13%	1.48%	0.30%	2.41%	0.95%	1.38%	0.00%	1.23%	0.00%	2.00%	0.77%	0.76%	1.91%	0.50%	3.07%	3.84%	0.67%	1.71%	0.53%	0.00%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6696	387	464	729	250	202	237	150	489	483	338	346	555	96	198	136	103	443	210	149	163	321	247									
		73.83%	67.66%	75.08%	72.11%	74.18%	69.42%	75.24%	68.81%	70.06%	85.04%	65.00%	76.89%	85.52%	72.73%	75.57%	68.34%	63.19%	60.68%	70.47%	85.14%	85.79%	81.27%	88.53%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	25	3	1	2	0	1	4	0	0	0	0	3	3	0	1	0	1	4	0	2	0	0	0									
		0.28%	0.52%	0.16%	0.20%	0.00%	0.34%	1.27%	0.00%	0.00%	0.00%	0.00%	0.67%	0.46%	0.00%	0.38%	0.00%	0.61%	0.55%	0.00%	1.14%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	10	0	1	1	1	2	2	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0									
		0.11%	0.00%	0.16%	0.10%	0.30%	0.69%	0.63%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.38%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1002	71	64	118	41	39	30	31	110	23	112	47	36	8	30	39	22	97	29	5	20	16	14									
		11.05%	12.41%	10.36%	11.67%	12.17%	13.40%	9.52%	14.22%	15.76%	4.05%	21.54%	10.44%	5.55%	6.06%	11.45%	19.60%	13.50%	13.29%	9.73%	2.86%	10.53%	4.05%	5.02%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	24	0	2	10	0	0	2	0	0	2	0	0	6	0	0	0	1	1	0	0	0	0	0									
		0.26%	0.00%	0.32%	0.99%	0.00%	0.00%	0.63%	0.00%	0.00%	0.35%	0.00%	0.00%	0.92%	0.00%	0.00%	0.00%	0.61%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	25	2	1	10	0	1	0	1	3	2	0	1	1	0	0	1	0	2	0	0	0	0	0									
		0.28%	0.35%	0.16%	0.99%	0.00%	0.34%	0.00%	0.46%	0.43%	0.35%	0.00%	0.22%	0.15%	0.00%	0.00%	0.50%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	23	1	2	1	1	17	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0									
		0.25%	0.17%	0.32%	0.10%	0.30%	5.84%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.61%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	22	1	0	2	3	2	2	1	0	3	0	0	1	0	0	1	2	4	0	0	0	0	0									
		0.24%	0.17%	0.00%	0.20%	0.89%	0.69%	0.63%	0.46%	0.00%	0.53%	0.00%	0.00%	0.15%	0.00%	0.00%	0.50%	1.23%	0.55%	0.00%	0.00%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	731	52	44	68	14	4	21	22	70	31	68	22	24	22	13	14	18	97	40	12	3	58	14									
		8.06%	9.09%	7.12%	6.73%	4.15%	1.37%	6.67%	10.09%	10.03%	5.46%	13.08%	4.89%	3.70%	16.67%	4.96%	7.04%	11.04%	13.29%	13.42%	6.86%	1.58%	14.68%	5.02%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	34	3	6	14	1	2	0	1	0	1	0	1	1	0	1	0	1	2	0	0	0	0	0									
		0.37%	0.52%	0.97%	1.38%	0.30%	0.69%	0.00%	0.46%	0.00%	0.18%	0.00%	0.22%	0.15%	0.00%	0.38%	0.00%	0.61%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	119	16	7	4	9	6	2	1	16	8	0	5	6	3	5	5	1	12	12	1	0	0	0									
		1.31%	2.80%	1.13%	0.40%	2.67%	2.06%	0.63%	0.46%	2.29%	1.41%	0.00%	1.11%	0.92%	2.27%	1.91%	2.51%	0.61%	1.64%	4.03%	0.57%	0.00%	0.00%	0.00%									
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
