Выборы Президента Российской Федерации																																																																					
Дата голосования: 02.03.2008																																																																					
																																																																					
"Наименование Избирательной комиссии:    Нижний Новгород, Автозаводская Южная"																																																																					
																																																																					
Сводная таблица результатов выборов																																																																					
																																																																					
	Число участковых избирательных комиссий	62																																																																			
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	62																																																																			
																																																																					
		Сумма	УИК №1274	УИК №1275	УИК №1301	УИК №1302	УИК №1303	УИК №1304	УИК №1305	УИК №1306	УИК №1307	УИК №1308	УИК №1309	УИК №1310	УИК №1311	УИК №1312	УИК №1313	УИК №1314	УИК №1315	УИК №1316	УИК №1317	УИК №1318	УИК №1319	УИК №1320	УИК №1321	УИК №1322	УИК №1323	УИК №1324	УИК №1325	УИК №1326	УИК №1327	УИК №1329	УИК №1330	УИК №1331	УИК №1332	УИК №1333	УИК №1334	УИК №1335	УИК №1336	УИК №1337	УИК №1338	УИК №1339	УИК №1340	УИК №1341	УИК №1342	УИК №1343	УИК №1344	УИК №1345	УИК №1346	УИК №1347	УИК №1348	УИК №1349	УИК №1350	УИК №1351	УИК №1352	УИК №1353	УИК №1354	УИК №1355	УИК №1356	УИК №1357	УИК №1358	УИК №1359	УИК №1363	УИК №1365					
1	"Число избирателей, включенных в списки избирателей"	130062	597	300	2469	2305	2103	1409	2109	2055	2677	2140	2527	2778	259	2479	2300	2222	2258	2443	2044	2030	2455	2293	2404	2778	2611	1980	2455	2768	2682	1928	1831	1559	2042	2644	2076	2271	2384	2384	2361	2251	2126	2366	2459	2165	2119	2184	1837	1947	1548	1658	1789	2024	2069	1842	1679	2094	1834	1659	1745	2328	2718	2211					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	128190	590	300	2350	2150	2000	1350	2100	2050	2600	2100	2450	2750	250	2450	2250	2200	2250	2400	2050	2000	2450	2250	2400	2800	2600	1950	2450	2750	2650	1900	1800	1550	2000	2600	2050	2250	2350	2400	2350	2250	2150	2350	2450	2100	2100	2200	1800	1950	1550	1600	1750	2000	2050	1800	1650	2050	1750	1600	1700	2300	2700	2150					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	80606	484	240	1275	1398	1164	730	1163	1278	1676	1182	1716	1850	176	1657	1371	1305	1494	1396	1191	1388	1553	1432	1570	1753	1758	1162	1373	1806	1494	1047	977	1076	1315	1833	1343	1372	1556	1558	1464	1459	1428	1566	1562	1266	1333	1337	1109	1171	883	984	1091	1326	1231	1121	957	1332	1119	1052	1074	1526	1748	1355					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	4445	101	60	281	129	303	84	154	70	142	169	23	39	33	41	77	83	36	32	65	53	59	34	30	90	38	49	40	51	76	92	106	33	59	26	48	68	45	53	61	55	52	79	74	61	101	101	47	63	54	63	47	49	55	53	79	37	48	46	34	80	45	89					
6	Число погашенных избирательных бюллетеней	43139	5	0	794	623	533	536	783	702	782	749	711	861	41	752	802	812	720	972	794	559	838	784	800	957	804	739	1037	893	1080	761	717	441	626	741	659	810	749	789	825	736	670	705	814	773	666	762	644	716	613	553	612	625	764	626	614	681	583	502	592	694	907	706					
7	Число избирательных бюллетеней в переносных ящиках для голосования	4445	101	60	281	129	303	84	154	70	142	169	23	39	33	41	77	83	36	32	65	53	59	34	30	90	38	49	40	51	76	92	106	33	59	26	48	68	45	53	61	55	52	79	74	61	101	101	47	63	54	63	47	49	55	53	79	37	48	46	34	80	45	89					
8	Число бюллетеней в стационарных ящиках для голосования	80550	484	240	1275	1398	1164	730	1163	1278	1673	1182	1716	1850	176	1656	1371	1305	1493	1396	1191	1388	1553	1432	1567	1753	1756	1161	1373	1806	1488	1047	977	1076	1311	1833	1320	1372	1556	1557	1462	1459	1425	1566	1562	1266	1333	1337	1109	1170	881	984	1091	1326	1231	1121	957	1331	1118	1052	1074	1525	1748	1355					
9	Число недействительных избирательных бюллетеней	1188	8	0	13	16	13	8	16	13	35	30	22	21	7	29	20	22	17	27	13	20	15	17	21	26	25	17	25	17	23	18	15	18	12	21	23	16	31	17	32	19	19	23	19	18	28	39	18	9	15	20	14	24	10	19	7	14	5	21	20	25	38	25					
10	Число действительных избирательных бюллетеней	83807	577	300	1543	1511	1454	806	1301	1335	1780	1321	1717	1868	202	1668	1428	1366	1512	1401	1243	1421	1597	1449	1576	1817	1769	1193	1388	1840	1541	1121	1068	1091	1358	1838	1345	1424	1570	1593	1491	1495	1458	1622	1617	1309	1406	1399	1138	1224	920	1027	1124	1351	1276	1155	1029	1354	1161	1077	1088	1580	1755	1419					
