Выборы Президента Российской Федерации																																																																										
Дата голосования: 04.03.2012																																																																										
																																																																										
Наименование Избирательной комиссии:    Нижний Новгород, Автозаводская Южная																																																																										
																																																																										
Сводная таблица итогов голосования																																																																										
																																																																										
	Число участковых избирательных комиссий	63																																																																								
	Число участковых избирательных комиссий, приступивших к передаче сведений	63																																																																								
																																																																										
		Сумма	УИК №1274	УИК №1275	УИК №1301	УИК №1302	УИК №1303	УИК №1304	УИК №1305	УИК №1306	УИК №1307	УИК №1308	УИК №1309	УИК №1310	УИК №1311	УИК №1312	УИК №1313	УИК №1314	УИК №1315	УИК №1316	УИК №1317	УИК №1318	УИК №1319	УИК №1320	УИК №1321	УИК №1322	УИК №1323	УИК №1324	УИК №1325	УИК №1326	УИК №1327	УИК №1328	УИК №1329	УИК №1330	УИК №1331	УИК №1332	УИК №1333	УИК №1334	УИК №1335	УИК №1336	УИК №1337	УИК №1338	УИК №1339	УИК №1340	УИК №1341	УИК №1342	УИК №1343	УИК №1344	УИК №1345	УИК №1346	УИК №1347	УИК №1348	УИК №1349	УИК №1350	УИК №1351	УИК №1352	УИК №1353	УИК №1354	УИК №1355	УИК №1356	УИК №1357	УИК №1358	УИК №1359	УИК №1360	УИК №1419									
1	Число избирателей, включенных в список избирателей	127068	1123	569	2422	2270	2223	1466	2187	2005	2812	2045	2407	2571	159	2613	2240	2179	2247	2396	1948	1909	2285	2140	2319	2743	2598	1359	2421	2716	2789	2151	1635	1783	1486	2511	2470	1993	2161	2583	2349	2235	2195	2026	2275	2384	1998	2040	2084	1745	1847	1449	1617	1689	2279	1569	2143	1579	2276	1673	1522	1709	2269	1953	229									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	122681	1042	490	2300	2150	2150	1400	2050	1900	2750	2000	2350	2500	170	2500	2200	2150	2200	2200	1900	1900	2250	2100	2250	2600	2550	1900	2400	2600	2500	2050	1550	1700	1450	2150	2400	1950	2100	2500	2300	2200	2100	1950	2150	2300	1950	2000	2050	1700	1800	1400	1550	1650	2250	1500	2100	1500	2200	1650	1450	1500	2100	1800	229									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	85153	639	260	1332	1150	1182	868	1218	1268	1916	1209	1843	1871	123	1726	1411	1566	1598	1667	1292	1501	1662	1518	1624	1757	1796	1231	1474	1837	1469	1341	1069	1386	1218	1443	1859	1418	1422	1770	1705	1624	1653	1480	1545	1645	1316	1373	1568	1191	1074	992	974	1016	1678	1082	1529	1011	1545	1122	1115	1020	1424	1308	229									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	6399	172	224	234	282	276	68	164	64	61	199	78	110	0	52	74	100	100	123	95	11	19	13	72	142	112	128	108	150	287	104	74	28	65	289	6	63	44	96	72	69	65	73	96	71	43	101	34	56	32	60	23	29	143	124	121	40	191	114	60	242	152	101	0									
6	Число погашенных избирательных бюллетеней	31129	231	6	734	718	692	464	668	568	773	592	429	519	47	722	715	484	502	410	513	388	569	569	554	701	642	541	818	613	744	605	407	286	167	418	535	469	634	634	523	507	382	397	509	584	591	526	448	453	694	348	553	605	429	294	450	449	464	414	275	238	524	391	0									
7	Число избирательных бюллетеней в переносных ящиках для голосования	6399	172	224	234	282	276	68	164	64	61	199	78	110	0	52	74	100	100	123	95	11	19	13	72	142	112	128	108	150	287	104	74	28	65	289	6	63	44	96	72	69	65	73	96	71	43	101	34	56	32	60	23	29	143	124	121	40	191	114	60	242	152	101	0									
8	Число бюллетеней в стационарных ящиках для голосования	84993	639	260	1328	1150	1182	868	1218	1268	1909	1209	1843	1871	123	1718	1411	1558	1591	1667	1292	1495	1662	1518	1615	1751	1791	1231	1474	1837	1469	1341	1069	1386	1212	1395	1859	1418	1422	1770	1705	1616	1645	1477	1545	1638	1316	1373	1568	1191	1074	986	974	1016	1678	1082	1529	1011	1545	1122	1115	1020	1416	1302	229									
9	Число недействительных избирательных бюллетеней	800	9	5	15	19	9	7	13	11	18	7	19	16	5	12	24	13	40	16	7	13	11	11	15	9	16	7	8	17	19	19	10	12	13	13	6	13	11	34	15	9	12	12	17	12	16	15	12	8	7	16	9	7	19	7	14	4	13	11	10	7	15	11	0									
