Выборы Президента Российской Федерации																																																																								
Дата голосования: 18.03.2018																																																																								
																																																																								
"Наименование Избирательной комиссии:    Нижний Новгород, Автозаводская Южная"																																																																								
																																																																								
Сводная таблица итогов голосования																																																																								
																																																																								
	Число участковых избирательных комиссий	61																																																																						
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	61																																																																						
																																																																								
		Сумма	УИК №2245	УИК №2246	УИК №2247	УИК №2248	УИК №2249	УИК №2250	УИК №2251	УИК №2252	УИК №2253	УИК №2254	УИК №2255	УИК №2256	УИК №2257	УИК №2258	УИК №2259	УИК №2260	УИК №2261	УИК №2262	УИК №2263	УИК №2264	УИК №2265	УИК №2266	УИК №2267	УИК №2268	УИК №2269	УИК №2270	УИК №2271	УИК №2272	УИК №2273	УИК №2274	УИК №2275	УИК №2276	УИК №2277	УИК №2278	УИК №2279	УИК №2280	УИК №2281	УИК №2282	УИК №2283	УИК №2284	УИК №2285	УИК №2286	УИК №2287	УИК №2288	УИК №2289	УИК №2290	УИК №2291	УИК №2292	УИК №2293	УИК №2294	УИК №2295	УИК №2296	УИК №2297	УИК №2298	УИК №2299	УИК №2300	УИК №2301	УИК №2302	УИК №2303	УИК №2304	УИК №2305									
1	"Число избирателей, включенных в список избирателей"	123426	1827	2053	1512	1364	1578	1868	1629	2035	1918	2271	1592	1509	1379	1702	1667	1867	1960	1867	2295	2088	1935	2099	2160	2251	2330	2394	2240	2253	2181	1390	1671	1625	2541	2481	2269	2301	2002	2211	2465	2547	2296	2095	2041	2041	2106	2172	2172	2107	2480	199	2352	2559	2330	2540	2381	1310	1543	2379	2044	2427	2525									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	117050	1750	1950	1400	1350	1550	1850	1450	1950	1143	1402	972	882	1330	1700	1650	1119	1198	1135	2250	2100	1900	2050	2150	2200	2200	2400	2200	2200	2100	1350	1650	1570	2450	2400	2250	2300	2000	2200	2450	2550	2300	2100	2000	2050	2100	2150	2150	2100	2500	199	2350	2100	2300	2500	2350	2450	1500	2300	2050	2350	2450									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	72682	1102	1246	885	861	894	1016	814	1229	1109	1354	951	853	781	1030	976	1067	1154	1099	1331	1327	1261	1330	1282	1426	1402	1434	1313	1516	1048	886	941	842	1442	1261	1417	1274	1060	1319	1461	1605	1417	1267	1300	1126	1084	1321	1201	1150	1535	163	1501	1441	1374	1554	1282	1250	844	1251	1106	1296	1620									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	2709	27	47	29	24	33	30	161	47	34	48	21	29	33	34	39	52	44	36	25	50	34	35	30	34	29	58	49	15	41	9	26	27	35	49	16	32	27	12	74	49	23	20	12	17	31	20	50	56	14	0	15	437	66	47	36	60	37	99	55	84	6									
6	Число погашенных избирательных бюллетеней	41659	621	657	486	465	623	804	475	674	0	0	0	0	516	636	635	0	0	0	894	723	605	685	838	740	769	908	838	669	1011	455	683	701	973	1090	817	994	913	869	915	896	860	813	688	907	985	809	899	894	951	36	834	222	860	899	1032	1140	619	950	889	970	824									
7	Число избирательных бюллетеней в переносных ящиках для голосования	2708	27	47	29	24	33	30	161	47	34	48	21	29	33	34	39	52	44	36	25	50	34	35	30	34	29	58	49	15	41	9	26	27	35	49	16	32	27	12	74	49	23	20	12	17	31	20	50	56	14	0	15	437	66	46	36	60	37	99	55	84	6									
8	Число бюллетеней в стационарных ящиках для голосования	72650	1102	1246	885	861	894	1016	814	1229	1108	1353	951	851	781	1030	976	1064	1151	1096	1331	1327	1260	1329	1282	1424	1401	1431	1313	1516	1048	886	941	841	1442	1261	1417	1273	1059	1319	1461	1605	1415	1267	1300	1126	1084	1321	1200	1150	1535	163	1501	1441	1374	1550	1281	1250	844	1251	1106	1296	1620									
9	Число недействительных избирательных бюллетеней	710	10	14	8	8	10	13	0	13	8	6	4	0	4	8	8	11	4	4	12	17	13	16	14	14	15	15	12	11	7	2	3	1	5	9	14	10	14	17	18	15	13	16	21	14	17	16	23	15	18	8	8	16	11	13	27	13	6	19	20	15	14									
10	Число действительных избирательных бюллетеней	74648	1119	1279	906	877	917	1033	975	1263	1134	1395	968	880	810	1056	1007	1105	1191	1128	1344	1360	1281	1348	1298	1444	1415	1474	1350	1520	1082	893	964	867	1472	1301	1419	1295	1072	1314	1517	1639	1425	1271	1291	1129	1098	1325	1227	1191	1531	155	1508	1862	1429	1583	1290	1297	875	1331	1141	1365	1612									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																								
13	Бабурин Сергей Николаевич	530	12	7	14	11	6	3	7	15	12	16	3	7	4	7	5	4	10	10	9	15	6	4	13	9	8	7	15	16	6	5	8	3	9	7	11	6	4	6	9	18	7	10	12	7	9	12	12	5	9	6	10	9	13	7	8	6	4	14	6	7	10									
		0.70%	1.06%	0.54%	1.53%	1.24%	0.65%	0.29%	0.72%	1.18%	1.05%	1.14%	0.31%	0.80%	0.49%	0.66%	0.49%	0.36%	0.84%	0.88%	0.66%	1.09%	0.46%	0.29%	0.99%	0.62%	0.56%	0.47%	1.10%	1.05%	0.55%	0.56%	0.83%	0.35%	0.61%	0.53%	0.77%	0.46%	0.37%	0.45%	0.59%	1.09%	0.49%	0.78%	0.91%	0.61%	0.81%	0.89%	0.96%	0.41%	0.58%	3.68%	0.66%	0.48%	0.90%	0.44%	0.61%	0.46%	0.45%	1.04%	0.52%	0.51%	0.62%									
14	Грудинин Павел Николаевич	6502	103	117	79	82	80	80	83	109	107	112	87	79	67	96	78	82	98	85	125	120	110	97	127	97	149	123	124	137	70	78	104	77	104	96	151	117	103	134	120	155	135	106	102	79	83	102	100	97	132	5	139	122	125	150	133	131	91	155	91	114	168									
