Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																									
Дата голосования: 18.09.2016																																									
																																									
Наименование Избирательной комиссии:    Невельская																																									
																																									
Сводная таблица итогов голосования по федеральному избирательному округу																																									
																																									
		Сумма	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	21257	1363	1468	1306	1496	1248	1352	1452	1475	1298	1241	387	377	489	299	353	300	315	380	401	377	521	487	285	232	252	185	125	660	880	253									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	19034	1235	1339	1185	1360	1136	1222	1306	1316	1182	1128	343	348	324	268	317	269	268	337	361	341	469	439	258	203	218	164	112	580	776	230									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	7344	537	447	457	469	497	502	556	435	436	545	147	77	256	59	129	72	114	120	52	70	277	150	98	70	69	95	66	176	329	37									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1740	23	50	6	43	7	14	18	46	14	6	40	138	27	87	56	61	63	77	131	106	45	72	48	44	72	36	16	179	81	134									
6	Число погашенных избирательных бюллетеней	9950	675	842	722	848	632	706	732	835	732	577	156	133	41	122	132	136	91	140	178	165	147	217	112	89	77	33	30	225	366	59									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1740	23	50	6	43	7	14	18	46	14	6	40	138	27	87	56	61	63	77	131	106	45	72	48	44	72	36	16	179	81	134									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	7344	537	447	457	469	497	502	556	435	436	545	147	77	256	59	129	72	114	120	52	70	277	150	98	70	69	95	66	176	329	37									
9	Число недействительных избирательных бюллетеней	180	7	11	5	18	10	7	18	15	19	12	2	1	3	4	3	3	0	1	4	3	3	5	3	0	4	3	0	4	11	1									
10	Число действительных избирательных бюллетеней	8904	553	486	458	494	494	509	556	466	431	539	185	214	280	142	182	130	177	196	179	173	319	217	143	114	137	128	82	351	399	170									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	583	25	28	28	28	28	28	28	24	20	20	13	20	25	20	14	20	20	20	20	15	20	15	10	10	10	10	10	20	25	9									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	150	6	10	7	12	7	6	10	5	10	10	1	9	3	1	3	1	0	1	1	3	4	5	4	2	1	5	0	5	9	9									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	165	7	8	1	3	6	4	7	3	4	1	8	0	35	4	2	4	5	1	3	3	4	5	4	5	9	3	1	4	11	10									
14	Число погашенных неиспользованных открепительных удостоверений	433	19	18	21	16	21	22	18	19	10	10	12	11	22	19	11	19	20	19	19	12	16	10	6	8	9	5	10	15	16	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	17	0	1	1	3	2	2	0	0	2	2	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																									
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	115	8	2	7	12	6	8	7	3	3	10	2	1	7	2	2	2	4	1	2	1	4	2	2	1	0	1	0	4	7	4									
		1.27%	1.43%	0.40%	1.51%	2.34%	1.19%	1.55%	1.22%	0.62%	0.67%	1.81%	1.07%	0.47%	2.47%	1.37%	1.08%	1.50%	2.26%	0.51%	1.09%	0.57%	1.24%	0.90%	1.37%	0.88%	0.00%	0.76%	0.00%	1.13%	1.71%	2.34%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	295	20	11	7	25	6	17	24	16	13	24	7	1	3	7	1	3	5	3	7	3	6	6	3	0	2	2	2	54	11	6									
		3.25%	3.57%	2.21%	1.51%	4.88%	1.19%	3.29%	4.18%	3.33%	2.89%	4.36%	3.74%	0.47%	1.06%	4.79%	0.54%	2.26%	2.82%	1.52%	3.83%	1.70%	1.86%	2.70%	2.05%	0.00%	1.42%	1.53%	2.44%	15.21%	2.68%	3.51%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	173	7	6	7	11	14	8	11	4	10	12	3	11	9	3	1	4	3	2	6	1	7	2	2	0	2	1	0	10	16	0									
		1.90%	1.25%	1.21%	1.51%	2.15%	2.78%	1.55%	1.92%	0.83%	2.22%	2.18%	1.60%	5.12%	3.18%	2.05%	0.54%	3.01%	1.69%	1.02%	3.28%	0.57%	2.17%	0.90%	1.37%	0.00%	1.42%	0.76%	0.00%	2.82%	3.90%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4081	233	201	182	203	206	221	214	247	182	190	92	121	131	62	84	71	93	99	78	87	205	107	68	60	65	89	44	187	159	100									
		44.93%	41.61%	40.44%	39.31%	39.65%	40.87%	42.83%	37.28%	51.35%	40.44%	34.48%	49.20%	56.28%	46.29%	42.47%	45.41%	53.38%	52.54%	50.25%	42.62%	49.43%	63.66%	48.20%	46.58%	52.63%	46.10%	67.94%	53.66%	52.68%	38.78%	58.48%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	49	2	4	2	0	2	4	2	5	3	4	0	1	1	2	2	1	0	2	1	1	1	1	0	0	2	1	0	0	3	2									
