Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																															
Дата голосования: 04.12.2011																																																															
																																																															
Наименование Избирательной комиссии:    Промышленновская																																																															
																																																															
Сводная таблица результатов выборов																																																															
																																																															
		Сумма	УИК №1372	УИК №1373	УИК №1374	УИК №1375	УИК №1376	УИК №1377	УИК №1378	УИК №1379	УИК №1380	УИК №1381	УИК №1382	УИК №1383	УИК №1384	УИК №1385	УИК №1386	УИК №1387	УИК №1388	УИК №1389	УИК №1390	УИК №1391	УИК №1392	УИК №1393	УИК №1394	УИК №1395	УИК №1396	УИК №1397	УИК №1398	УИК №1399	УИК №1400	УИК №1401	УИК №1402	УИК №1403	УИК №1404	УИК №1405	УИК №1406	УИК №1407	УИК №1408	УИК №1409	УИК №1410	УИК №1411	УИК №1412	УИК №1413	УИК №1414	УИК №1415	УИК №1416	УИК №1417	УИК №1418	УИК №1419	УИК №1420	УИК №1421	УИК №1422	УИК №1423	УИК №1424	УИК №1425	УИК №1426	УИК №1427					
1	"Число избирателей, внесенных в список избирателей"	35681	1729	1705	1753	1783	1638	1658	1776	1882	1072	279	804	512	158	151	181	563	552	554	713	296	55	683	87	775	868	467	376	85	526	81	548	834	479	659	168	1019	1250	905	139	176	583	214	76	327	346	325	335	307	637	294	352	68	359	676	384	459					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	34389	1500	1500	1500	1500	1600	1500	1500	1600	1000	283	1200	520	159	156	182	570	550	550	700	300	64	650	89	790	900	450	390	89	530	79	540	840	470	660	172	1100	1100	920	146	174	580	222	89	340	340	325	340	310	620	325	350	75	400	690	400	460					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	24293	1240	1269	894	1103	1238	1046	1226	1341	807	211	596	416	98	121	163	537	331	461	528	141	54	318	43	423	574	239	298	85	474	42	300	327	283	395	60	978	726	590	102	129	434	172	71	264	283	290	241	178	433	172	285	54	233	513	179	284					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2479	95	114	66	56	100	83	99	137	99	16	208	25	8	5	6	20	103	38	97	45	1	43	0	41	48	50	27	0	42	10	29	53	14	23	25	41	25	74	2	0	32	20	5	27	40	16	8	24	101	50	9	4	31	25	87	32					
6	Число погашенных избирательных бюллетеней	7617	165	117	540	341	262	371	175	122	94	56	396	79	53	30	13	13	116	51	75	114	9	289	46	326	278	161	65	4	14	27	211	460	173	242	87	81	349	256	42	45	114	30	13	49	17	19	91	108	86	103	56	17	136	152	134	144					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2479	95	114	66	56	100	83	99	137	99	16	208	25	8	5	6	20	103	38	97	45	1	43	0	41	48	50	27	0	42	10	29	53	14	23	25	41	25	74	2	0	32	20	5	27	40	16	8	24	101	50	9	4	31	25	87	32					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	24287	1240	1269	894	1103	1238	1046	1226	1335	807	211	596	416	98	121	163	537	331	461	528	141	54	318	43	423	574	239	298	85	474	42	300	327	283	395	60	978	726	590	102	129	434	172	71	264	283	290	241	178	433	172	285	54	233	513	179	284					
9	Число недействительных избирательных бюллетеней	342	0	0	0	15	0	0	0	17	10	4	6	7	0	12	0	0	0	6	1	1	0	1	0	11	3	53	8	0	80	2	3	2	0	3	0	20	3	13	2	3	5	1	0	5	6	7	3	2	6	3	6	2	5	5	0	0					
10	Число действительных избирательных бюллетеней	26424	1335	1383	960	1144	1338	1129	1325	1455	896	223	798	434	106	114	169	557	434	493	624	185	55	360	43	453	619	236	317	85	436	50	326	378	297	415	85	999	748	651	102	126	461	191	76	286	317	299	246	200	528	219	288	56	259	533	266	316					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	661	22	22	22	22	22	22	23	25	22	5	25	10	5	5	5	10	10	10	10	5	2	10	2	10	10	10	10	2	10	12	10	10	10	10	5	22	22	15	5	5	10	5	2	11	10	10	10	10	10	30	10	9	10	10	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	414	15	15	14	19	19	18	23	25	8	2	25	4	0	0	0	3	4	0	2	0	0	5	1	8	10	10	10	2	2	12	7	6	0	1	4	16	14	15	5	0	6	5	0	11	2	2	10	0	4	30	0	3	6	0	10	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	292	11	6	8	6	22	6	14	19	6	1	11	2	3	2	2	3	4	5	2	1	2	6	2	8	4	26	1	1	3	4	10	7	6	6	0	7	6	3	1	4	2	6	1	2	3	3	5	2	7	2	5	1	4	3	2	3					
14	Число погашенных неиспользованных открепительных удостоверений	247	7	7	8	3	3	4	0	0	14	3	0	6	5	5	5	7	6	10	8	5	2	5	1	2	0	0	0	0	8	0	3	4	10	9	1	6	8	0	0	5	4	0	2	0	8	8	0	10	6	0	10	6	4	10	0	9					
