Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																														
Дата голосования: 18.09.2016																														
																														
Наименование Избирательной комиссии:    Уметская																														
																														
Сводная таблица итогов голосования по федеральному избирательному округу																														
																														
		Сумма	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	8569	327	206	275	206	278	294	386	345	328	216	77	191	232	130	293	397	571	1304	2513									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	8680	330	210	300	210	300	300	400	350	330	210	70	200	240	130	300	400	600	1300	2500									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	3318	119	91	186	111	136	60	97	145	146	86	36	73	104	27	138	251	250	385	877									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	922	45	50	20	23	56	90	92	43	36	28	15	49	41	51	48	46	28	121	40									
6	Число погашенных избирательных бюллетеней	4440	166	69	94	76	108	150	211	162	148	96	19	78	95	52	114	103	322	794	1583									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	922	45	50	20	23	56	90	92	43	36	28	15	49	41	51	48	46	28	121	40									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	3318	119	91	186	111	136	60	97	145	146	86	36	73	104	27	138	251	250	385	877									
9	Число недействительных избирательных бюллетеней	72	5	0	0	7	0	4	7	1	1	2	0	0	2	1	1	0	13	0	28									
10	Число действительных избирательных бюллетеней	4168	159	141	206	127	192	146	182	187	181	112	51	122	143	77	185	297	265	506	889									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	94	2	4	2	2	2	2	2	3	3	2	1	2	2	2	2	3	9	17	32									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	76	2	4	2	2	1	0	2	3	1	0	0	0	2	0	0	0	8	17	32									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	41	3	1	0	2	2	0	1	0	2	2	1	0	1	0	0	2	2	17	5									
14	Число погашенных неиспользованных открепительных удостоверений	18	0	0	0	0	1	2	0	0	2	2	1	2	0	2	2	3	1	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	48	0	0	2	2	1	0	1	8	5	0	1	0	0	0	1	2	3	7	15									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																														
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	279	5	0	21	4	8	20	9	17	3	2	1	3	6	1	7	17	30	55	70									
		6.58%	3.05%	0.00%	10.19%	2.99%	4.17%	13.33%	4.76%	9.04%	1.65%	1.75%	1.96%	2.46%	4.14%	1.28%	3.76%	5.72%	10.79%	10.87%	7.63%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	139	8	0	10	3	1	25	5	9	3	0	0	3	0	2	7	0	13	15	35									
		3.28%	4.88%	0.00%	4.85%	2.24%	0.52%	16.67%	2.65%	4.79%	1.65%	0.00%	0.00%	2.46%	0.00%	2.56%	3.76%	0.00%	4.68%	2.96%	3.82%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	32	0	1	3	1	0	0	0	3	0	0	1	0	0	0	2	0	5	2	14									
		0.75%	0.00%	0.71%	1.46%	0.75%	0.00%	0.00%	0.00%	1.60%	0.00%	0.00%	1.96%	0.00%	0.00%	0.00%	1.08%	0.00%	1.80%	0.40%	1.53%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2568	75	114	105	84	165	84	124	104	124	77	47	94	112	52	133	254	130	266	424									
		60.57%	45.73%	80.85%	50.97%	62.69%	85.94%	56.00%	65.61%	55.32%	68.13%	67.54%	92.16%	77.05%	77.24%	66.67%	71.51%	85.52%	46.76%	52.57%	46.24%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	10	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	5									
		0.24%	0.61%	0.00%	0.49%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.82%	0.00%	0.00%	0.00%	0.00%	0.72%	0.00%	0.55%									
24	"6. Политическая партия ""Гражданская Платформа"""	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.05%	0.00%	1.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	371	21	15	20	11	5	13	13	22	20	11	1	5	8	6	4	7	31	68	90									
