Выборы Президента Российской Федерации																													
																													
Наименование Избирательной комиссии:    Фроловская городская																													
																													
Итоги голосования 																													
																													
		Сумма	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209					
1	"Число избирателей, внесенных в список"	31200	1223	1854	731	1864	958	199	1540	904	2142	1979	1912	2153	2044	2263	896	1251	1559	745	1800	1455	585	1143					
2	Число полученных избирательных бюллетеней	29210	1140	1690	700	1760	720	190	1560	820	2000	1900	1730	2070	1960	2110	840	1180	1460	690	1700	1340	650	1000					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	15792	537	1000	395	941	479	135	796	489	1068	1155	981	1156	1012	1107	492	499	721	406	817	781	283	542					
5	"Число избирательных бюллетеней, выданных вне помещения"	1387	53	39	28	65	124	7	50	63	113	51	56	31	119	58	51	94	71	49	99	70	77	19					
6	Число погашенных избирательных бюллетеней	12031	550	651	277	754	117	48	714	268	819	694	693	883	829	945	297	587	668	235	784	489	290	439					
7	Число избирательных бюллетеней в переносных ящиках	1387	53	39	28	65	124	7	50	63	113	51	56	31	119	58	51	94	71	49	99	70	77	19					
8	Число бюллетеней в стационарных ящиках для голосования	15792	537	1000	395	941	479	135	796	489	1068	1155	981	1156	1012	1107	492	499	721	406	817	781	283	542					
9	Число недействительных избирательных бюллетеней	123	9	10	8	2	1	2	10	2	7	3	5	7	10	9	5	5	10	3	6	5	0	4					
10	Число действительных избирательных бюллетеней	17056	581	1029	415	1004	602	140	836	550	1174	1203	1032	1180	1121	1156	538	588	782	452	910	846	360	557					
11	Число полученных открепительных  удостоверений	460	20	20	15	20	15	15	20	15	30	30	20	30	30	30	20	20	20	15	20	20	15	20					
12	Число выданных открепительных удостоверений	119	1	6	4	6	2	0	11	4	5	16	14	11	7	11	1	2	8	3	4	2	0	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	104	3	7	3	20	4	1	5	4	4	4	10	6	5	3	3	5	2	0	3	6	2	4					
14	Число неиспользованных открепительных удостоверений	341	19	14	11	14	13	15	9	11	25	14	6	19	23	19	19	18	12	12	16	18	15	19					
15	"Число открепительных удостоверений, выданных в ТИК"	3	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																													
18	. Глазьев Сергей Юрьевич	639	17	23	20	37	15	9	37	18	54	45	44	54	52	39	30	29	19	12	33	24	6	22					
		3.72%	2.88%	2.21%	4.73%	3.68%	2.49%	6.34%	4.37%	3.26%	4.57%	3.73%	4.24%	4.55%	4.60%	3.35%	5.52%	4.89%	2.40%	2.64%	3.60%	2.82%	1.67%	3.92%					
19	. Малышкин Олег Александрович	376	25	25	5	21	20	5	20	9	28	18	17	17	26	25	11	8	22	12	15	19	8	20					
		2.19%	4.24%	2.41%	1.18%	2.09%	3.32%	3.52%	2.36%	1.63%	2.37%	1.49%	1.64%	1.43%	2.30%	2.15%	2.03%	1.35%	2.78%	2.64%	1.64%	2.23%	2.22%	3.57%					
20	. Миронов Сергей Михайлович	107	2	5	1	6	3	1	5	9	7	12	5	7	10	3	6	3	4	5	3	3	4	3					
		0.62%	0.34%	0.48%	0.24%	0.60%	0.50%	0.70%	0.59%	1.63%	0.59%	1.00%	0.48%	0.59%	0.88%	0.26%	1.10%	0.51%	0.51%	1.10%	0.33%	0.35%	1.11%	0.53%					
21	. Путин Владимир Владимирович	11153	374	696	258	658	422	92	572	363	744	816	670	799	695	790	342	352	490	311	528	532	239	410					
		64.92%	63.39%	66.99%	60.99%	65.41%	69.98%	64.79%	67.61%	65.76%	63.00%	67.66%	64.61%	67.31%	61.45%	67.81%	62.98%	59.36%	61.87%	68.35%	57.64%	62.51%	66.39%	73.08%					
22	. Хакамада Ирина Муцуовна	459	9	30	13	21	16	4	23	22	33	37	26	37	25	31	10	19	22	11	19	28	11	12					
		2.67%	1.53%	2.89%	3.07%	2.09%	2.65%	2.82%	2.72%	3.99%	2.79%	3.07%	2.51%	3.12%	2.21%	2.66%	1.84%	3.20%	2.78%	2.42%	2.07%	3.29%	3.06%	2.14%					
23	. Харитонов Николай Михайлович	3832	142	231	111	222	105	23	159	110	281	237	242	220	277	217	122	165	207	97	299	206	78	81					
		22.31%	24.07%	22.23%	26.24%	22.07%	17.41%	16.20%	18.79%	19.93%	23.79%	19.65%	23.34%	18.53%	24.49%	18.63%	22.47%	27.82%	26.14%	21.32%	32.64%	24.21%	21.67%	14.44%					
																													
24	Против всех	490	12	19	7	39	21	6	20	19	27	38	28	46	36	51	17	12	18	4	13	34	14	9					
		2.85%	2.03%	1.83%	1.65%	3.88%	3.48%	4.23%	2.36%	3.44%	2.29%	3.15%	2.70%	3.88%	3.18%	4.38%	3.13%	2.02%	2.27%	0.88%	1.42%	4.00%	3.89%	1.60%					
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
